[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
357  0x00009ddd 0x1000a9dd 5   8    .text   utf8    j\nVQ躇 blocks=Basic Latin,CJK Unified Ideographs
358  0x00009ded 0x1000a9ed 5   6    .text   ascii   \aGj0X
359  0x00009e6e 0x1000aa6e 6   8    .text   utf8    }\fQ3Ƀ} blocks=Basic Latin,Latin Extended-B
360  0x00009ed2 0x1000aad2 5   6    .text   ascii   \t9E\fw
361  0x00009f60 0x1000ab60 5   6    .text   ascii   9E\ft\a
362  0x00009f92 0x1000ab92 4   5    .text   ascii   80t/
363  0x00009fa3 0x1000aba3 5   6    .text   ascii   -jd_;
364  0x00009fb3 0x1000abb3 4   5    .text   ascii   j\n_;
365  0x00009ff8 0x1000abf8 5   6    .text   ascii   PPPPP
366  0x0000a047 0x1000ac47 4   6    .text   utf8    +ȋu\f blocks=Basic Latin,Latin Extended-B
367  0x0000a153 0x1000ad53 5   6    .text   ascii   V@j0P
368  0x0000a164 0x1000ad64 5   6    .text   ascii   _^[t\n
369  0x0000a1aa 0x1000adaa 4   6    .text   utf8    3ɋ]\f blocks=Basic Latin,Latin Extended-B
370  0x0000a1d0 0x1000add0 4   5    .text   ascii   QWPV
371  0x0000a1f0 0x1000adf0 4   5    .text   ascii   }'9E
372  0x0000a234 0x1000ae34 4   5    .text   ascii    _^[
373  0x0000a293 0x1000ae93 4   6    .text   utf8    E8\N
374  0x0000a29b 0x1000ae9b 6   9    .text   utf8    EĉEȸdN blocks=Basic Latin,Latin Extended-A,Latin Extended-B
375  0x0000a2c5 0x1000aec5 5   8    .text   utf8    ủuЉu blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
376  0x0000a326 0x1000af26 5   6    .text   ascii   PPPPP
377  0x0000a360 0x1000af60 5   7    .text   utf8    \f_^]Ë blocks=Basic Latin,Latin-1 Supplement
378  0x0000a3c6 0x1000afc6 5   6    .text   ascii   }\bu6W
379  0x0000a443 0x1000b043 4   5    .text   ascii   u,t6
380  0x0000a496 0x1000b096 4   5    .text   ascii   $_^[
381  0x0000a5ef 0x1000b1ef 4   6    .text   utf8    j\fhا blocks=Basic Latin,Arabic
382  0x0000a61f 0x1000b21f 6   7    .text   ascii   9>t\vWV
383  0x0000a6f9 0x1000b2f9 4   5    .text   ascii   \bu\vQ
384  0x0000a741 0x1000b341 4   5    .text   ascii   SVW3
385  0x0000a806 0x1000b406 4   6    .text   utf8    Y3ۈ] blocks=Basic Latin,Arabic
386  0x0000a87b 0x1000b47b 5   7    .text   utf8    E\b3ɉ\b blocks=Basic Latin,Latin Extended-B
387  0x0000a8b5 0x1000b4b5 8   9    .text   ascii   QQSWj0j@
388  0x0000a959 0x1000b559 5   6    .text   ascii   Y_[^]
389  0x0000a9a5 0x1000b5a5 4   5    .text   ascii   9E\b|
390  0x0000aa46 0x1000b646 5   6    .text   ascii   xg;5x
391  0x0000aac5 0x1000b6c5 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
392  0x0000aaee 0x1000b6ee 5   6    .text   ascii   x';\rx
393  0x0000ab3d 0x1000b73d 4   5    .text   ascii   u\bWV
394  0x0000abcd 0x1000b7cd 4   5    .text   ascii   j\fh8
395  0x0000ac77 0x1000b877 5   6    .text   ascii   xE;5x
396  0x0000ad76 0x1000b976 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
397  0x0000ada8 0x1000b9a8 5   7    .text   utf8    !\a3\tF
398  0x0000adb2 0x1000b9b2 5   6    .text   ascii   F\b_^]
399  0x0000adb8 0x1000b9b8 4   5    .text   ascii   j\bhX
400  0x0000ae39 0x1000ba39 4   5    .text   ascii   j,hx
401  0x0000ae9a 0x1000ba9a 5   8    .text   utf8    E܉E؍E blocks=Basic Latin,Syriac,Arabic
402  0x0000af38 0x1000bb38 4   6    .text   utf8    ]ËH\f blocks=Basic Latin,Latin-1 Supplement
403  0x0000af85 0x1000bb85 4   5    .text   ascii   M\bVW
404  0x0000afaa 0x1000bbaa 5   6    .text   ascii   ~0WPQ
405  0x0000afde 0x1000bbde 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
406  0x0000b06b 0x1000bc6b 4   5    .text   ascii   QSVW
407  0x0000b0b7 0x1000bcb7 6   7    .text   ascii   Wu5j\ah
408  0x0000b0cc 0x1000bccc 5   6    .text   ascii   t!j\ah
409  0x0000b0e0 0x1000bce0 5   6    .text   ascii   t\rVVS
410  0x0000b134 0x1000bd34 4   5    .text   ascii   E\bSW
411  0x0000b1ab 0x1000bdab 5   7    .text   utf8    ^_[]Ë blocks=Basic Latin,Latin-1 Supplement
412  0x0000b1c0 0x1000bdc0 4   5    .text   ascii   VhXX
413  0x0000b4e7 0x1000c0e7 4   5    .text   ascii   Vh0X
414  0x0000b539 0x1000c139 4   5    .text   ascii   VhDX
415  0x0000b582 0x1000c182 5   7    .text   utf8    j Y+ȸ blocks=Basic Latin,Latin Extended-B
416  0x0000b63e 0x1000c23e 4   5    .text   ascii   9p\b|
417  0x0000b702 0x1000c302 6   7    .text   ascii   E\f;E\bv
418  0x0000b739 0x1000c339 4   5    .text   ascii   u\bS3
419  0x0000b744 0x1000c344 6   10   .text   utf8    ˉ}؉M܉] blocks=Spacing Modifier Letters,Basic Latin,Arabic,Syriac
420  0x0000b79c 0x1000c39c 6   10   .text   utf8    }؋M܋I] blocks=Basic Latin,Arabic,Syriac
421  0x0000b8e9 0x1000c4e9 5   6    .text   ascii   SSSSS
422  0x0000b937 0x1000c537 4   5    .text   ascii   u\fSV
423  0x0000b950 0x1000c550 4   5    .text   ascii   u\bSP
424  0x0000b99c 0x1000c59c 5   6    .text   ascii   WWWWW
425  0x0000ba4d 0x1000c64d 6   7    .text   ascii   SSSPSW
426  0x0000ba64 0x1000c664 6   7    .text   ascii   u-PSSW
427  0x0000bab6 0x1000c6b6 4   5    .text   ascii   .u\b8
428  0x0000bb2e 0x1000c72e 4   5    .text   ascii   ~\b9~
429  0x0000bbaa 0x1000c7aa 4   6    .text   utf8    [_^Ë blocks=Basic Latin,Latin-1 Supplement
430  0x0000bd37 0x1000c937 5   6    .text   ascii   ]\bVWh
431  0x0000bd4f 0x1000c94f 4   6    .text   utf8    3\t{\b
432  0x0000bd90 0x1000c990 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
433  0x0000bf4e 0x1000cb4e 4   5    .text   ascii   IH;A
434  0x0000bf58 0x1000cb58 6   7    .text   ascii   SSVWh 
435  0x0000bfae 0x1000cbae 4   6    .text   utf8    ]À}\f blocks=Basic Latin,Latin-1 Supplement
436  0x0000c065 0x1000cc65 5   6    .text   ascii   9wLt\f
437  0x0000c088 0x1000cc88 6   7    .text   ascii   ]\f;3t'
438  0x0000c24b 0x1000ce4b 6   8    .text   utf8    ~\b3\r~\f
439  0x0000c35f 0x1000cf5f 4   5    .text   ascii   9u\fr
440  0x0000c38d 0x1000cf8d 5   6    .text   ascii   \f9u\fs
441  0x0000c3a8 0x1000cfa8 5   7    .text   utf8    X_^]Ë blocks=Basic Latin,Latin-1 Supplement
442  0x0000c43d 0x1000d03d 4   5    .text   ascii   U\bW3
443  0x0000c442 0x1000d042 6   7    .text   ascii   f9:t!V
444  0x0000c462 0x1000d062 4   5    .text   ascii   f9:u
445  0x0000c473 0x1000d073 4   5    .text   ascii   QSVW
446  0x0000c48b 0x1000d08b 4   5    .text   ascii   YWWW
447  0x0000c496 0x1000d096 4   5    .text   ascii   SVWW
448  0x0000c4bb 0x1000d0bb 5   6    .text   ascii   WSVPP
449  0x0000c596 0x1000d196 6   7    .text   ascii   }\b;}\fu
450  0x0000c5bb 0x1000d1bb 5   6    .text   ascii   \b;u\fu
451  0x0000c5c1 0x1000d1c1 4   5    .text   ascii   ;u\fu
452  0x0000c619 0x1000d219 6   7    .text   ascii   u\f9u\bt
453  0x0000c637 0x1000d237 5   6    .text   ascii   \b;u\bu
454  0x0000c6f0 0x1000d2f0 4   5    .text   ascii   k\r@L
455  0x0000c701 0x1000d301 4   5    .text   ascii   U\b9P
456  0x0000c763 0x1000d363 4   6    .text   utf8    j(hب blocks=Basic Latin,Arabic
457  0x0000c77d 0x1000d37d 6   7    .text   ascii   u\bj\b_;
458  0x0000c7f5 0x1000d3f5 4   6    .text   utf8    \b2ɈM blocks=Basic Latin,Latin Extended-B
459  0x0000c8a5 0x1000d4a5 4   5    .text   ascii   k\rHL
460  0x0000c8c6 0x1000d4c6 4   5    .text   ascii   j Y+
461  0x0000c907 0x1000d507 4   5    .text   ascii   %j\b_
462  0x0000c94c 0x1000d54c 5   7    .text   utf8    M̉H\b3 blocks=Basic Latin,Combining Diacritical Marks
463  0x0000ca58 0x1000d658 4   6    .text   utf8    \v3\b]
464  0x0000cb43 0x1000d743 4   5    .text   ascii   9E(j
465  0x0000cbd6 0x1000d7d6 7   8    .text   ascii   PPPPPWS
466  0x0000cc11 0x1000d811 4   5    .text   ascii   QQQP
467  0x0000cc94 0x1000d894 12  13   .text   ascii   PP9E u:PPVWP
468  0x0000cd46 0x1000d946 4   7    .text   utf8    u\aP葸 blocks=Basic Latin,CJK Unified Ideographs
469  0x0000ce0e 0x1000da0e 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
470  0x0000cf34 0x1000db34 4   7    .text   utf8    u\aP裶 blocks=Basic Latin,CJK Unified Ideographs
471  0x0000cf54 0x1000db54 4   5    .text   ascii   Y_^[
472  0x0000cfb0 0x1000dbb0 5   7    .text   utf8    YY^]Ë blocks=Basic Latin,Latin-1 Supplement
473  0x0000d122 0x1000dd22 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
474  0x0000d15f 0x1000dd5f 6   7    .text   ascii   @9E\fw\t
475  0x0000d1a4 0x1000dda4 4   5    .text   ascii   ?5|\r
476  0x0000d204 0x1000de04 4   5    .text   ascii   u\n^3
477  0x0000d20e 0x1000de0e 5   7    .text   utf8    ]ËE\fW blocks=Basic Latin,Latin-1 Supplement
478  0x0000d307 0x1000df07 5   7    .text   utf8    uǋ]\bj blocks=Basic Latin,Latin Extended-B
479  0x0000d37e 0x1000df7e 7   9    .text   utf8    ]ċ]\bu\rH blocks=Basic Latin,Latin Extended-A
480  0x0000d39a 0x1000df9a 5   6    .text   ascii   u\v_^3
481  0x0000d3a5 0x1000dfa5 6   9    .text   utf8    ]Ë}̋E\f blocks=Basic Latin,Latin-1 Supplement,Combining Diacritical Marks
482  0x0000d3d5 0x1000dfd5 4   7    .text   utf8    +IEԅ blocks=Basic Latin,Cyrillic Supplement
483  0x0000d514 0x1000e114 6   8    .text   utf8    wIPS3ɋ blocks=Basic Latin,Latin Extended-B
484  0x0000d5c3 0x1000e1c3 5   8    .text   utf8    u\v]܋M blocks=Basic Latin,Syriac
485  0x0000d6d1 0x1000e2d1 4   6    .text   utf8    u\tƅt blocks=Basic Latin,Latin Extended-B
486  0x0000d6f6 0x1000e2f6 6   7    .text   ascii   u\fWj _
487  0x0000d71b 0x1000e31b 4   6    .text   utf8    3\tQ\b
488  0x0000d7dd 0x1000e3dd 4   6    .text   utf8    u\t3һ blocks=Basic Latin,Cyrillic
489  0x0000d84d 0x1000e44d 4   6    .text   utf8    u\b3\t
490  0x0000d932 0x1000e532 4   5    .text   ascii   su\f9
491  0x0000d956 0x1000e556 6   7    .text   ascii   rr\tjrZ
492  0x0000db11 0x1000e711 4   5    .text   ascii   su\f9
493  0x0000db35 0x1000e735 6   7    .text   ascii   rr\tjrZ
494  0x0000e114 0x1000ed14 4   5    .text   ascii   std;
495  0x0000e22d 0x1000ee2d 4   6    .text   utf8    u]3\t
496  0x0000e54b 0x1000f14b 4   5    .text   ascii   std;
497  0x0000e742 0x1000f342 5   6    .text   ascii   t|j\n3
498  0x0000e962 0x1000f562 4   5    .text   ascii   j\b_+
499  0x0000e9a3 0x1000f5a3 5   6    .text   ascii   PPPPP
500  0x0000e9da 0x1000f5da 5   6    .text   ascii   _^[t\r
501  0x0000e9fa 0x1000f5fa 5   6    .text   ascii   SSSSS
502  0x0000eac1 0x1000f6c1 5   6    .text   ascii   x$;\rx
503  0x0000eb27 0x1000f727 4   7    .text   utf8    t\aP谚 blocks=Basic Latin,CJK Unified Ideographs
504  0x0000eb39 0x1000f739 4   7    .text   utf8    t\aP螚 blocks=Basic Latin,CJK Unified Ideographs
505  0x0000eb4b 0x1000f74b 4   7    .text   utf8    t\aP茚 blocks=Basic Latin,CJK Unified Ideographs
506  0x0000ebf5 0x1000f7f5 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
507  0x0000ec20 0x1000f820 4   7    .text   utf8    t\aP跙 blocks=Basic Latin,CJK Unified Ideographs
508  0x0000ec32 0x1000f832 4   7    .text   utf8    t\aP襙 blocks=Basic Latin,CJK Unified Ideographs
509  0x0000ec44 0x1000f844 4   7    .text   utf8    t\aP蓙 blocks=Basic Latin,CJK Unified Ideographs
510  0x0000ec56 0x1000f856 4   7    .text   utf8    t\aP聙 blocks=Basic Latin,CJK Unified Ideographs
511  0x0000ec5e 0x1000f85e 4   6    .text   utf8    Y^]Ë blocks=Basic Latin,Latin-1 Supplement
512  0x0000ec70 0x1000f870 4   5    .text   ascii   u\bW3
513  0x0000ec95 0x1000f895 5   7    .text   utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
514  0x0000ecbf 0x1000f8bf 5   6    .text   ascii   F8j\fP
515  0x0000ecca 0x1000f8ca 5   6    .text   ascii   Fhj\fP
516  0x0000ed7a 0x1000f97a 4   6    .text   utf8    (^]Ë blocks=Basic Latin,Latin-1 Supplement
517  0x0000edaf 0x1000f9af 5   6    .text   ascii   9E WW
518  0x0000ee21 0x1000fa21 5   6    .text   ascii   t2RWV
519  0x0000ee88 0x1000fa88 4   5    .text   ascii   j\fhX
520  0x0000ef40 0x1000fb40 5   6    .text   ascii   xE;5x
521  0x0000efcd 0x1000fbcd 5   8    .text   utf8    }ԉM̋D blocks=Basic Latin,Cyrillic Supplement,Combining Diacritical Marks
522  0x0000f095 0x1000fc95 5   6    .text   ascii   GQQ@j
523  0x0000f0ec 0x1000fcec 7   8    .text   ascii   \nu-j\rXf
524  0x0000f1a0 0x1000fda0 4   5    .text   ascii   j\r[S
525  0x0000f2ab 0x1000feab 5   6    .text   ascii   C<\nu\a
526  0x0000f396 0x1000ff96 4   5    .text   ascii   j\rZf
527  0x0000f443 0x10010043 5   7    .text   utf8    3ۋu\bW blocks=Basic Latin,Arabic
528  0x0000f48b 0x1001008b 7   8    .text   ascii   \nu\tj\rZf
529  0x0000f4a4 0x100100a4 5   6    .text   ascii   SShU\r
530  0x0000f6c9 0x100102c9 5   6    .text   ascii   D:( t
531  0x0000f7b4 0x100103b4 6   11   .text   utf8    Eԍuԍ}॥ blocks=Basic Latin,Cyrillic Supplement,Devanagari
532  0x0000f801 0x10010401 4   5    .text   ascii   (@t\t
533  0x0000f842 0x10010442 4   6    .text   utf8    SV3۸ blocks=Basic Latin,Arabic
534  0x0000fa53 0x10010653 5   8    .text   utf8    t4+K߉ blocks=Basic Latin,NKo
535  0x0000fcb0 0x100108b0 4   5    .text   ascii   v#WP
536  0x0000fdb7 0x100109b7 8   9    .text   ascii   u\r9M\fu!3
537  0x0000fe3d 0x10010a3d 4   5    .text   ascii   E\fjP
538  0x0000fe66 0x10010a66 8   9    .text   ascii   PPPPPPPP
539  0x0000fee1 0x10010ae1 4   5    .text   ascii   9u\bs
540  0x0000fefd 0x10010afd 6   7    .text   ascii   I9M\bw\n
541  0x0000fff0 0x10010bf0 8   9    .text   ascii   t\f;E\ft\a@
542  0x000100f1 0x10010cf1 4   5    .text   ascii   d$\bu
543  0x0001010d 0x10010d0d 4   6    .text   utf8    \fÍT$ blocks=Basic Latin,Latin-1 Supplement
544  0x0001011b 0x10010d1b 4   5    .text   ascii   <$tL
545  0x00010120 0x10010d20 4   5    .text   ascii   D$\ff
546  0x0001019b 0x10010d9b 5   7    .text   utf8    uŃ|$\b blocks=Basic Latin,Latin Extended-A
547  0x000102aa 0x10010eaa 4   5    .text   ascii   |%=2
548  0x00010311 0x10010f11 4   5    .text   ascii   \at'\n
549  0x0001040a 0x1001100a 4   6    .text   utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
550  0x000105cf 0x100111cf 4   5    .text   ascii   \nj@_
551  0x00010617 0x10011217 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
552  0x0001070c 0x1001130c 9   11   .text   utf8     VWj\aY3\r}
553  0x0001078c 0x1001138c 4   5    .text   ascii   QQS3
554  0x000108bb 0x100114bb 4   5    .text   ascii    SVW
555  0x0001092e 0x1001152e 4   6    .text   utf8    ?3ȉM blocks=Basic Latin,Latin Extended-B
556  0x000109bd 0x100115bd 4   5    .text   ascii   F95h
557  0x00011061 0x10011c61 5   7    .text   utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
558  0x0001108e 0x10011c8e 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
559  0x000110cd 0x10011ccd 5   7    .text   utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
560  0x000111b7 0x10011db7 5   7    .text   utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
561  0x000111c8 0x10011dc8 4   6    .text   utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
562  0x00011201 0x10011e01 4   6    .text   utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
563  0x00011532 0x10012132 4   5    .text   ascii   QQSV
564  0x0001153b 0x1001213b 4   5    .text   ascii   Vh?\e
565  0x00011577 0x10012177 4   5    .text   ascii   E\bYY
566  0x00011592 0x10012192 5   6    .text   ascii   $j\fj\b
567  0x000115d3 0x100121d3 4   5    .text   ascii   $j\fj
568  0x000116ba 0x100122ba 5   6    .text   ascii   #E\ff\v
569  0x00011744 0x10012344 4   5    .text   ascii   E\bQQ
570  0x00011757 0x10012357 4   5    .text   ascii   E\bQQ
571  0x0001183c 0x1001243c 5   6    .text   ascii   9M\fu.
572  0x0001186e 0x1001246e 6   7    .text   ascii   \9E\fuY
573  0x00011939 0x10012539 4   5    .text   ascii   j\b_Q
574  0x0001197d 0x1001257d 5   6    .text   ascii   F\bPQW
575  0x000119a7 0x100125a7 5   6    .text   ascii   >\bYYt
576  0x00011cb0 0x100128b0 4   5    .text   ascii   _t\bj
577  0x00011cc6 0x100128c6 5   6    .text   ascii    t\vj 
578  0x00011da3 0x100129a3 4   5    .text   ascii   \b1A\b
579  0x00011dd6 0x100129d6 4   5    .text   ascii   3A\b#
580  0x00011e1b 0x10012a1b 5   6    .text   ascii   E\b\tX\f
581  0x00011eb2 0x10012ab2 5   6    .text   ascii   E\b\tX 
582  0x00011ed0 0x10012ad0 5   6    .text   ascii   E\b\tX`
583  0x00011f04 0x10012b04 5   6    .text   ascii   E\b\tX`
584  0x00011f29 0x10012b29 4   5    .text   ascii   E\bPj
585  0x00011f44 0x10012b44 4   5    .text   ascii   A\b\bt
586  0x00011ff0 0x10012bf0 5   7    .text   utf8    \e_[]Ë blocks=Basic Latin,Latin-1 Supplement
587  0x00012196 0x10012d96 4   6    .text   utf8    8_]Ë blocks=Basic Latin,Latin-1 Supplement
588  0x000121d6 0x10012dd6 4   5    .text   ascii   E\bu\a
589  0x000121de 0x10012dde 5   7    .text   utf8    @]Á}\f blocks=Basic Latin,Latin-1 Supplement
590  0x00012241 0x10012e41 4   5    .text   ascii   E\bQQ
591  0x0001231e 0x10012f1e 4   5    .text   ascii   _^[]
592  0x00012348 0x10012f48 4   5    .text   ascii   \bSVW
593  0x000123b1 0x10012fb1 4   5    .text   ascii   Y_^[
594  0x000123e2 0x10012fe2 4   5    .text   ascii   Y_^[
595  0x000123fb 0x10012ffb 4   5    .text   ascii   f9\bt
596  0x00012402 0x10013002 4   6    .text   utf8    ]ËH< blocks=Basic Latin,Latin-1 Supplement
597  0x0001242a 0x1001302a 10  11   .text   ascii   D$\f+d$\fSVW
598  0x0001246e 0x1001306e 4   5    .text   ascii   D$\f3
599  0x00012476 0x10013076 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
600  0x000124bf 0x100130bf 7   8    .text   ascii   ;T$\fw\br
601  0x000124c7 0x100130c7 10  11   .text   ascii   ;D$\bv\tN+D$
602  0x000124d8 0x100130d8 8   9    .text   ascii   +D$\b\eT$\f
603  0x000124e8 0x100130e8 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
604  0x0001255f 0x1001315f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
605  0x00012568 0x10013168 7   9    .text   utf8    \vȋL$\fu\t blocks=Basic Latin,Latin Extended-B
606  0x0001257d 0x1001317d 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
607  0x00012587 0x10013187 4   6    .text   utf8    ؋D$\b blocks=Arabic,Basic Latin
608  0x000125a0 0x100131a0 4   5    .text   ascii   WVU3
609  0x00012646 0x10013246 6   7    .text   ascii   v\tN+D$
610  0x00012666 0x10013266 4   9    .text   utf8    ʋӋًȋ blocks=IPA Extensions,Cyrillic,Arabic,Latin Extended-B
611  0x000126a2 0x100132a2 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
612  0x000126b8 0x100132b8 5   7    .text   utf8    L$\b+ȃ blocks=Basic Latin,Latin Extended-B
613  0x00012719 0x10013319 4   5    .text   ascii   <$Xf
614  0x000127df 0x100133df 4   6    .text   utf8    ̋T$\b blocks=Combining Diacritical Marks,Basic Latin
615  0x0001280f 0x1001340f 4   6    .text   utf8    ̋T$\b blocks=Combining Diacritical Marks,Basic Latin
616  0x0001283f 0x1001343f 4   6    .text   utf8    ̋T$\b blocks=Combining Diacritical Marks,Basic Latin
617  0x00012bf8 0x100141f8 17  18   .rdata  ascii   Unknown exception
618  0x00012c18 0x10014218 14  15   .rdata  ascii   bad allocation
619  0x00012c34 0x10014234 20  21   .rdata  ascii   bad array new length
620  0x00012c80 0x10014280 13  14   .rdata  ascii   bad exception
621  0x00012e24 0x10014424 8   9    .rdata  ascii   __based(
622  0x00012e30 0x10014430 7   8    .rdata  ascii   __cdecl
623  0x00012e38 0x10014438 8   9    .rdata  ascii   __pascal
624  0x00012e44 0x10014444 9   10   .rdata  ascii   __stdcall
625  0x00012e50 0x10014450 10  11   .rdata  ascii   __thiscall
626  0x00012e5c 0x1001445c 10  11   .rdata  ascii   __fastcall
627  0x00012e68 0x10014468 12  13   .rdata  ascii   __vectorcall
628  0x00012e78 0x10014478 9   10   .rdata  ascii   __clrcall
629  0x00012e84 0x10014484 6   7    .rdata  ascii   __eabi
630  0x00012e8c 0x1001448c 7   8    .rdata  ascii   __ptr64
631  0x00012e94 0x10014494 10  11   .rdata  ascii   __restrict
632  0x00012ea0 0x100144a0 11  12   .rdata  ascii   __unaligned
633  0x00012eac 0x100144ac 9   10   .rdata  ascii   restrict(
634  0x00012eb8 0x100144b8 4   5    .rdata  ascii    new
635  0x00012ec0 0x100144c0 7   8    .rdata  ascii    delete
636  0x00012ee4 0x100144e4 8   9    .rdata  ascii   operator
637  0x00012f6c 0x1001456c 9   10   .rdata  ascii   `vftable'
638  0x00012f78 0x10014578 9   10   .rdata  ascii   `vbtable'
639  0x00012f84 0x10014584 7   8    .rdata  ascii   `vcall'
640  0x00012f8c 0x1001458c 8   9    .rdata  ascii   `typeof'
641  0x00012f98 0x10014598 20  21   .rdata  ascii   `local static guard'
642  0x00012fb0 0x100145b0 8   9    .rdata  ascii   `string'
643  0x00012fbc 0x100145bc 18  19   .rdata  ascii   `vbase destructor'
644  0x00012fd0 0x100145d0 28  29   .rdata  ascii   `vector deleting destructor'
645  0x00012ff0 0x100145f0 29  30   .rdata  ascii   `default constructor closure'
646  0x00013010 0x10014610 28  29   .rdata  ascii   `scalar deleting destructor'
647  0x00013030 0x10014630 29  30   .rdata  ascii   `vector constructor iterator'
648  0x00013050 0x10014650 28  29   .rdata  ascii   `vector destructor iterator'
649  0x00013070 0x10014670 35  36   .rdata  ascii   `vector vbase constructor iterator'
650  0x00013094 0x10014694 26  27   .rdata  ascii   `virtual displacement map'
651  0x000130b0 0x100146b0 32  33   .rdata  ascii   `eh vector constructor iterator'
652  0x000130d4 0x100146d4 31  32   .rdata  ascii   `eh vector destructor iterator'
653  0x000130f4 0x100146f4 38  39   .rdata  ascii   `eh vector vbase constructor iterator'
654  0x0001311c 0x1001471c 26  27   .rdata  ascii   `copy constructor closure'
655  0x00013138 0x10014738 15  16   .rdata  ascii   `udt returning'
656  0x0001314c 0x1001474c 5   6    .rdata  ascii   `RTTI
657  0x00013154 0x10014754 15  16   .rdata  ascii   `local vftable'
658  0x00013164 0x10014764 35  36   .rdata  ascii   `local vftable constructor closure'
