[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1164 0x000186a2 0x004196a2 4   5    DATA    ascii   y=h.
1165 0x000186ab 0x004196ab 6   8    DATA    utf8    2~Ĝ\e\e& blocks=Basic Latin,Latin Extended-A
1166 0x000186c5 0x004196c5 6   7    DATA    ascii   #%|X\a\
1167 0x000186d3 0x004196d3 4   5    DATA    ascii   ?L&w
1168 0x000186f3 0x004196f3 5   7    DATA    utf8    nêEgg blocks=Basic Latin,Latin-1 Supplement
1169 0x0001870d 0x0041970d 5   7    DATA    utf8    +9aրs blocks=Basic Latin,Armenian
1170 0x00018721 0x00419721 5   6    DATA    ascii   \fx$:W
1171 0x0001874b 0x0041974b 4   5    DATA    ascii   JW\e/
1172 0x00018764 0x00419764 4   5    DATA    ascii   okNk
1173 0x00018770 0x00419770 4   5    DATA    ascii   qvC'
1174 0x000187ad 0x004197ad 5   7    DATA    utf8    |%ҵ`D blocks=Basic Latin,Cyrillic
1175 0x000187dc 0x004197dc 4   7    DATA    utf8    㾑6Ih blocks=CJK Unified Ideographs Extension A,Basic Latin
1176 0x00018805 0x00419805 4   5    DATA    ascii   l@B8
1177 0x000188d8 0x004198d8 5   7    DATA    utf8    F0[ѕ4 blocks=Basic Latin,Cyrillic
1178 0x00018900 0x00419900 4   5    DATA    ascii   dS_p
1179 0x0001891d 0x0041991d 4   5    DATA    ascii   ;d/%
1180 0x00018924 0x00419924 4   5    DATA    ascii   ^H?^
1181 0x00018937 0x00419937 6   7    DATA    ascii   \bbl'Vx
1182 0x0001896b 0x0041996b 6   7    DATA    ascii   yZ\v)2N
1183 0x0001898c 0x0041998c 4   7    DATA    utf8    `ŭ˨U blocks=Basic Latin,Latin Extended-A,Spacing Modifier Letters
1184 0x000189c9 0x004199c9 4   5    DATA    ascii   Z5[h
1185 0x000189dc 0x004199dc 4   5    DATA    ascii   +l_\t
1186 0x000189e7 0x004199e7 4   5    DATA    ascii   _G\fx
1187 0x000189f8 0x004199f8 4   6    DATA    utf8    \b.ǡ( blocks=Basic Latin,Latin Extended-B
1188 0x00018a8b 0x00419a8b 4   5    DATA    ascii   <k(\e
1189 0x00018aaa 0x00419aaa 5   6    DATA    ascii   G1`\ej
1190 0x00018ace 0x00419ace 5   6    DATA    ascii   Adn\b3
1191 0x00018b0f 0x00419b0f 5   6    DATA    ascii   .'JWJ
1192 0x00018b4f 0x00419b4f 4   5    DATA    ascii   kU!u
1193 0x00018b64 0x00419b64 5   6    DATA    ascii   ~7vMS
1194 0x00018b91 0x00419b91 4   5    DATA    ascii   D`1+
1195 0x00018ba2 0x00419ba2 5   6    DATA    ascii   \bQz]w
1196 0x00018baf 0x00419baf 4   5    DATA    ascii   zT\e<
1197 0x00018bba 0x00419bba 5   6    DATA    ascii   oIay1
1198 0x00018bc8 0x00419bc8 5   7    DATA    utf8    ĲbOb[ blocks=Latin Extended-A,Basic Latin
1199 0x00018bf8 0x00419bf8 5   6    DATA    ascii   8@a%n
1200 0x00018c00 0x00419c00 5   6    DATA    ascii   GNa\nt
1201 0x00018c7d 0x00419c7d 4   5    DATA    ascii   t}QX
1202 0x00018cbe 0x00419cbe 4   5    DATA    ascii   p*v_
1203 0x00018cd6 0x00419cd6 5   6    DATA    ascii   $]Dq\b
1204 0x00018cdc 0x00419cdc 4   6    DATA    utf8    7Haց blocks=Basic Latin,Armenian
1205 0x00018ce9 0x00419ce9 4   6    DATA    utf8    XօPZ blocks=Basic Latin,Armenian
1206 0x00018d01 0x00419d01 4   6    DATA    utf8    H$!ħ blocks=Basic Latin,Latin Extended-A
1207 0x00018d09 0x00419d09 4   5    DATA    ascii   bQE\
1208 0x00018d22 0x00419d22 5   6    DATA    ascii   V4&E\t
1209 0x00018d91 0x00419d91 4   6    DATA    utf8    Յ+yD blocks=Armenian,Basic Latin
1210 0x00018db4 0x00419db4 4   5    DATA    ascii   3/C-
1211 0x00018dbb 0x00419dbb 4   6    DATA    utf8    Dߑ~_ blocks=Basic Latin,NKo
1212 0x00018e03 0x00419e03 4   5    DATA    ascii   ~Q<y
1213 0x00018e42 0x00419e42 5   6    DATA    ascii   vZC[a
1214 0x00018e58 0x00419e58 5   7    DATA    utf8    VJpnV
1215 0x00018e9c 0x00419e9c 5   6    DATA    ascii   5&n^\t
1216 0x00018ece 0x00419ece 4   5    DATA    ascii   t5O4
1217 0x00018ed3 0x00419ed3 6   7    DATA    ascii   rO}@Nf
1218 0x00018f01 0x00419f01 5   7    DATA    utf8    'YTJԳ blocks=Basic Latin,Armenian
1219 0x00018f18 0x00419f18 4   5    DATA    ascii   Ml*(
1220 0x00018f20 0x00419f20 4   5    DATA    ascii   \bo6>
1221 0x00018f3b 0x00419f3b 4   5    DATA    ascii   \fN-^
1222 0x00018f61 0x00419f61 4   7    DATA    utf8    ѽŦ[! blocks=Cyrillic,Latin Extended-A,Basic Latin
1223 0x00018f73 0x00419f73 5   6    DATA    ascii   O-^kQ
1224 0x00018f84 0x00419f84 8   9    DATA    ascii   >qJ(6M;R
1225 0x00018f8d 0x00419f8d 5   6    DATA    ascii   /un$h
1226 0x00018fc0 0x00419fc0 4   5    DATA    ascii   Ri2K
1227 0x00018fc5 0x00419fc5 5   6    DATA    ascii   _r)qY
1228 0x00018fce 0x00419fce 5   6    DATA    ascii   \e} z
1229 0x00018ff4 0x00419ff4 4   5    DATA    ascii   uOzw
1230 0x00019016 0x0041a016 4   6    DATA    utf8    ͝Db\ blocks=Combining Diacritical Marks,Basic Latin
1231 0x00019025 0x0041a025 4   5    DATA    ascii   iI\n\v
1232 0x0001902a 0x0041a02a 5   7    DATA    utf8    Yބ\tI\f blocks=Basic Latin,Thaana
1233 0x00019045 0x0041a045 6   7    DATA    ascii   dsb/_m
1234 0x0001904e 0x0041a04e 4   5    DATA    ascii   `'IN
1235 0x00019061 0x0041a061 4   5    DATA    ascii   #)7\n
1236 0x00019087 0x0041a087 4   5    DATA    ascii   O9\a=
1237 0x00019097 0x0041a097 5   7    DATA    utf8    Ӗ#+?x blocks=Cyrillic,Basic Latin
1238 0x000190a9 0x0041a0a9 4   6    DATA    utf8    s\rݙU blocks=Basic Latin,Arabic Supplement
1239 0x000190ce 0x0041a0ce 4   5    DATA    ascii   I}7t
1240 0x000190e5 0x0041a0e5 5   7    DATA    utf8    o7h4δ blocks=Basic Latin,Greek and Coptic
1241 0x00019100 0x0041a100 4   5    DATA    ascii   +OWL
1242 0x00019138 0x0041a138 5   6    DATA    ascii   G#\tg!
1243 0x0001918e 0x0041a18e 7   8    DATA    ascii   R {)T/6
1244 0x000191b8 0x0041a1b8 4   6    DATA    utf8    KEr֫ blocks=Basic Latin,Hebrew
1245 0x000191ce 0x0041a1ce 5   7    DATA    utf8    Ȝ[\aW4 blocks=Latin Extended-B,Basic Latin
1246 0x000191e4 0x0041a1e4 4   6    DATA    utf8    ̖M9z blocks=Combining Diacritical Marks,Basic Latin
1247 0x000191eb 0x0041a1eb 4   6    DATA    utf8    Т'\W blocks=Cyrillic,Basic Latin
1248 0x0001923a 0x0041a23a 4   5    DATA    ascii   \f^y"
1249 0x00019247 0x0041a247 4   6    DATA    utf8    Tjо< blocks=Basic Latin,Cyrillic
1250 0x0001924f 0x0041a24f 5   6    DATA    ascii   e*J,E
1251 0x00019264 0x0041a264 6   7    DATA    ascii   L\a{#\tf
1252 0x0001928d 0x0041a28d 6   7    DATA    ascii   (7}\f7G
1253 0x000192d2 0x0041a2d2 4   5    DATA    ascii   mA}r
1254 0x00019340 0x0041a340 5   6    DATA    ascii   ^#Pp<
1255 0x00019367 0x0041a367 4   5    DATA    ascii   b>LI
1256 0x000193a0 0x0041a3a0 4   5    DATA    ascii   7d,0
1257 0x000193ac 0x0041a3ac 7   9    DATA    utf8    :gZf٨%A blocks=Basic Latin,Arabic
1258 0x000193dd 0x0041a3dd 7   9    DATA    utf8    L%X\bwѰE blocks=Basic Latin,Cyrillic
1259 0x000193fa 0x0041a3fa 6   7    DATA    ascii   s?e@ m
1260 0x00019420 0x0041a420 4   5    DATA    ascii   3@A2
1261 0x00019442 0x0041a442 5   6    DATA    ascii   E}`mY
1262 0x0001944a 0x0041a44a 5   6    DATA    ascii   \vIn\e/
1263 0x0001945c 0x0041a45c 9   10   DATA    ascii   TaUwb(BHA
1264 0x00019466 0x0041a466 4   5    DATA    ascii   3[yT
1265 0x00019475 0x0041a475 4   5    DATA    ascii   0TJ?
1266 0x0001947e 0x0041a47e 4   5    DATA    ascii   /H$#
1267 0x000194c9 0x0041a4c9 4   5    DATA    ascii   i0TG
1268 0x000194dd 0x0041a4dd 4   5    DATA    ascii   Z/Sb
1269 0x00019524 0x0041a524 4   5    DATA    ascii   Lq,\v
1270 0x00019533 0x0041a533 4   5    DATA    ascii   \rj"A
1271 0x00019563 0x0041a563 5   7    DATA    utf8    C$[ǴD blocks=Basic Latin,Latin Extended-B
1272 0x00019577 0x0041a577 6   8    DATA    utf8    ĈNB3#n blocks=Latin Extended-A,Basic Latin
1273 0x0001958e 0x0041a58e 8   9    DATA    ascii   L$O\aTkj@
1274 0x0001959f 0x0041a59f 6   7    DATA    ascii   ~" 3/w
1275 0x000195e0 0x0041a5e0 5   6    DATA    ascii   +{\nYL
1276 0x000195f6 0x0041a5f6 4   7    DATA    utf8    ^٧в\n blocks=Basic Latin,Arabic,Cyrillic
1277 0x00019602 0x0041a602 4   5    DATA    ascii   s/[9
1278 0x00019652 0x0041a652 5   6    DATA    ascii   Eh>'4
1279 0x00019681 0x0041a681 4   5    DATA    ascii   \n`\b_
1280 0x0001968c 0x0041a68c 4   6    DATA    utf8    %*7ɽ blocks=Basic Latin,IPA Extensions
1281 0x000196b0 0x0041a6b0 4   6    DATA    utf8    ;Pѓ+ blocks=Basic Latin,Cyrillic
1282 0x000196d6 0x0041a6d6 5   6    DATA    ascii   pP#wv
1283 0x000196dc 0x0041a6dc 4   5    DATA    ascii   "uV0
1284 0x00019741 0x0041a741 4   5    DATA    ascii   \v+\b1
1285 0x00019746 0x0041a746 4   5    DATA    ascii   \f,HL
1286 0x0001975c 0x0041a75c 4   5    DATA    ascii   O\t'V
1287 0x0001976d 0x0041a76d 4   6    DATA    utf8    o٭)\r blocks=Basic Latin,Arabic
1288 0x00019783 0x0041a783 7   11   DATA    utf8    ;)猱EWːl blocks=Basic Latin,CJK Unified Ideographs,Spacing Modifier Letters
1289 0x000197dc 0x0041a7dc 5   6    DATA    ascii   Py,Ci
1290 0x00019811 0x0041a811 4   5    DATA    ascii   h6Jz
1291 0x00019819 0x0041a819 4   5    DATA    ascii   97x(
1292 0x00019848 0x0041a848 6   7    DATA    ascii   ^>\aE'm
1293 0x00019853 0x0041a853 5   6    DATA    ascii   mTCN9
1294 0x00019872 0x0041a872 6   7    DATA    ascii   Sedc'S
1295 0x000198b2 0x0041a8b2 5   7    DATA    utf8    &|Χ\n\n blocks=Basic Latin,Greek and Coptic
1296 0x000198d0 0x0041a8d0 7   9    DATA    utf8    6''˞\th@ blocks=Basic Latin,Spacing Modifier Letters
1297 0x000198e0 0x0041a8e0 4   6    DATA    utf8    ֥lRX blocks=Hebrew,Basic Latin
1298 0x0001994b 0x0041a94b 5   6    DATA    ascii   \a;|p
1299 0x00019973 0x0041a973 5   6    DATA    ascii   0{V\fR
1300 0x0001998b 0x0041a98b 6   8    DATA    utf8    _?1~v߫ blocks=Basic Latin,NKo
1301 0x0001999a 0x0041a99a 5   6    DATA    ascii   \(OA9
1302 0x000199aa 0x0041a9aa 7   9    DATA    utf8    ҍ}\e7\n%i blocks=Cyrillic,Basic Latin
1303 0x000199d6 0x0041a9d6 5   8    DATA    utf8    ֖@ָD\a blocks=Hebrew,Basic Latin
1304 0x00019a13 0x0041aa13 4   6    DATA    utf8    AٰZJ blocks=Basic Latin,Arabic
1305 0x00019ada 0x0041aada 5   8    DATA    utf8    }Fr\r⽙ blocks=Basic Latin,Kangxi Radicals
1306 0x00019b2a 0x0041ab2a 4   5    DATA    ascii   pp\eg
1307 0x00019b42 0x0041ab42 5   6    DATA    ascii   p^'or
1308 0x00019b59 0x0041ab59 10  11   DATA    ascii   mT)UC\fVuYj
1309 0x00019b6d 0x0041ab6d 4   6    DATA    utf8    EHƶg blocks=Basic Latin,Latin Extended-B
1310 0x00019b7e 0x0041ab7e 4   7    DATA    utf8    cT殷n blocks=Basic Latin,CJK Unified Ideographs
1311 0x00019bd8 0x0041abd8 4   5    DATA    ascii   hWA#
1312 0x00019c28 0x0041ac28 5   6    DATA    ascii   La~\vZ
1313 0x00019c2e 0x0041ac2e 4   5    DATA    ascii   JOPB
1314 0x00019c42 0x0041ac42 4   6    DATA    utf8    \v^ҋw blocks=Basic Latin,Cyrillic
1315 0x00019c4b 0x0041ac4b 4   5    DATA    ascii   _`e\b
1316 0x00019ca1 0x0041aca1 8   10   DATA    utf8    ?Ց&CUQ\f^ blocks=Basic Latin,Armenian
1317 0x00019cde 0x0041acde 5   9    DATA    utf8    zW轭cǲ blocks=Basic Latin,CJK Unified Ideographs,Latin Extended-B
1318 0x00019cea 0x0041acea 4   5    DATA    ascii   rs@C
1319 0x00019cef 0x0041acef 4   5    DATA    ascii   \f*g\n
1320 0x00019d0e 0x0041ad0e 5   7    DATA    utf8    k{\rɈc blocks=Basic Latin,Latin Extended-B
1321 0x00019d52 0x0041ad52 4   5    DATA    ascii   ei,=
1322 0x00019d69 0x0041ad69 4   5    DATA    ascii   "I#L
1323 0x00019d75 0x0041ad75 4   5    DATA    ascii   ,Jyw
1324 0x00019da3 0x0041ada3 4   6    DATA    utf8    ݝ~\4 blocks=Arabic Supplement,Basic Latin
1325 0x00019ddc 0x0041addc 4   5    DATA    ascii   (+6N
1326 0x00019dea 0x0041adea 6   8    DATA    utf8    _b=5XX
1327 0x00019e33 0x0041ae33 4   6    DATA    utf8    8Ӷok blocks=Basic Latin,Cyrillic
1328 0x00019e6f 0x0041ae6f 5   8    DATA    utf8    ͞\aNڕC blocks=Combining Diacritical Marks,Basic Latin,Arabic
1329 0x00019e82 0x0041ae82 7   9    DATA    utf8    }ڸ{n\bYs blocks=Basic Latin,Arabic
1330 0x00019eb9 0x0041aeb9 4   5    DATA    ascii   }l1'
1331 0x00019ecc 0x0041aecc 6   7    DATA    ascii   ]LJcfN
1332 0x00019edc 0x0041aedc 5   6    DATA    ascii   m\(EV
1333 0x00019f02 0x0041af02 7   8    DATA    ascii   enc0lhD
1334 0x00019f13 0x0041af13 4   5    DATA    ascii   QS\n>
1335 0x00019f69 0x0041af69 5   7    DATA    utf8    č}Z!\e blocks=Latin Extended-A,Basic Latin
1336 0x0001a013 0x0041b013 4   5    DATA    ascii   aY\aD
1337 0x0001a022 0x0041b022 4   5    DATA    ascii   !F\a!
1338 0x0001a033 0x0041b033 4   6    DATA    utf8    aOIѬ blocks=Basic Latin,Cyrillic
1339 0x0001a0d2 0x0041b0d2 4   5    DATA    ascii   iS\rk
1340 0x0001a13d 0x0041b13d 4   5    DATA    ascii   W89N
1341 0x0001a182 0x0041b182 4   7    DATA    utf8    ޠ\bDi blocks=Thaana,Basic Latin
1342 0x0001a1cb 0x0041b1cb 5   7    DATA    utf8    ֲ\vl0| blocks=Hebrew,Basic Latin
1343 0x0001a1f0 0x0041b1f0 4   5    DATA    ascii   <J%w
1344 0x0001a1f5 0x0041b1f5 6   8    DATA    utf8    b~Y6|Й blocks=Basic Latin,Cyrillic
1345 0x0001a23e 0x0041b23e 4   5    DATA    ascii   >.@m
1346 0x0001a261 0x0041b261 5   7    DATA    utf8    kKؤ\tp blocks=Basic Latin,Arabic
1347 0x0001a276 0x0041b276 4   6    DATA    utf8    OGߐz blocks=Basic Latin,NKo
1348 0x0001a27e 0x0041b27e 4   5    DATA    ascii   $h1\a
1349 0x0001a286 0x0041b286 4   6    DATA    utf8    qѣqx blocks=Basic Latin,Cyrillic
1350 0x0001a2a1 0x0041b2a1 5   7    DATA    utf8    d2Ԁ}Q blocks=Basic Latin,Cyrillic Supplement
1351 0x0001a2ba 0x0041b2ba 4   5    DATA    ascii   D(=r
1352 0x0001a34f 0x0041b34f 4   5    DATA    ascii   X7L6
1353 0x0001a382 0x0041b382 5   7    DATA    utf8    $۫Q+` blocks=Basic Latin,Arabic
1354 0x0001a39d 0x0041b39d 4   5    DATA    ascii   fshy
1355 0x0001a3a2 0x0041b3a2 4   6    DATA    utf8    1h΅E blocks=Basic Latin,Greek and Coptic
1356 0x0001a3d4 0x0041b3d4 5   6    DATA    ascii   6bC!"
1357 0x0001a44f 0x0041b44f 7   9    DATA    utf8    ]I0A˳=w blocks=Basic Latin,Spacing Modifier Letters
1358 0x0001a46c 0x0041b46c 5   7    DATA    utf8    ݥE[v- blocks=Arabic Supplement,Basic Latin
1359 0x0001a4a0 0x0041b4a0 4   7    DATA    utf8    7&7 blocks=Private Use Area,Basic Latin
1360 0x0001a4cd 0x0041b4cd 4   5    DATA    ascii   .%)k
1361 0x0001a5a3 0x0041b5a3 4   5    DATA    ascii   "VrV
1362 0x0001a5d0 0x0041b5d0 5   6    DATA    ascii   }5)NR
1363 0x0001a649 0x0041b649 4   6    DATA    utf8    SEm˔ blocks=Basic Latin,Spacing Modifier Letters
1364 0x0001a689 0x0041b689 4   5    DATA    ascii   \rr?q
1365 0x0001a6ab 0x0041b6ab 6   9    DATA    utf8    Sj뿕~1l blocks=Basic Latin,Hangul Syllables
1366 0x0001a6cd 0x0041b6cd 4   5    DATA    ascii   =i"P
1367 0x0001a6f1 0x0041b6f1 4   6    DATA    utf8    ?'_ʛ blocks=Basic Latin,IPA Extensions
1368 0x0001a725 0x0041b725 5   6    DATA    ascii   J*8YN
1369 0x0001a72f 0x0041b72f 5   7    DATA    utf8    ۉaMbY blocks=Arabic,Basic Latin
1370 0x0001a736 0x0041b736 7   8    DATA    ascii   *;^f/Ni
1371 0x0001a760 0x0041b760 4   7    DATA    utf8    3y鈘P blocks=Basic Latin,CJK Unified Ideographs
1372 0x0001a772 0x0041b772 4   6    DATA    utf8    Ec\fߡ blocks=Basic Latin,NKo
1373 0x0001a780 0x0041b780 5   7    DATA    utf8    l0٩q} blocks=Basic Latin,Arabic
1374 0x0001a791 0x0041b791 5   7    DATA    utf8    ّL45F blocks=Arabic,Basic Latin
1375 0x0001a7a6 0x0041b7a6 4   6    DATA    utf8    Hٿ_, blocks=Basic Latin,Arabic
1376 0x0001a7c3 0x0041b7c3 4   6    DATA    utf8    BÏIZ blocks=Basic Latin,Latin-1 Supplement
1377 0x0001a7e4 0x0041b7e4 4   6    DATA    utf8    ı^\rN blocks=Latin Extended-A,Basic Latin
1378 0x0001a7ee 0x0041b7ee 5   6    DATA    ascii   Lr&1c
1379 0x0001a7f4 0x0041b7f4 4   5    DATA    ascii   \eBLu
1380 0x0001a804 0x0041b804 4   5    DATA    ascii   ;p@I
1381 0x0001a836 0x0041b836 4   9    DATA    utf8    ɘ٣B醌 blocks=IPA Extensions,Arabic,Basic Latin,CJK Unified Ideographs
1382 0x0001a860 0x0041b860 6   8    DATA    utf8    &M_A/6
1383 0x0001a88e 0x0041b88e 6   7    DATA    ascii   Or\nZYq
1384 0x0001a898 0x0041b898 4   5    DATA    ascii   }BS/
1385 0x0001a8ab 0x0041b8ab 4   6    DATA    utf8    6TЪR blocks=Basic Latin,Cyrillic
1386 0x0001a8cf 0x0041b8cf 5   6    DATA    ascii   2#u<O
1387 0x0001a8da 0x0041b8da 4   5    DATA    ascii   ZE*\n
1388 0x0001a916 0x0041b916 4   5    DATA    ascii   ZNBl
1389 0x0001a950 0x0041b950 4   5    DATA    ascii   x!<V
1390 0x0001a9e0 0x0041b9e0 4   5    DATA    ascii   4BdR
1391 0x0001aa47 0x0041ba47 4   6    DATA    utf8    SiTɒ blocks=Basic Latin,IPA Extensions
1392 0x0001aa4e 0x0041ba4e 4   5    DATA    ascii   ,\Ib
1393 0x0001aa60 0x0041ba60 4   5    DATA    ascii   `Uzj
1394 0x0001aa7a 0x0041ba7a 5   6    DATA    ascii   \no(1#
1395 0x0001aaa9 0x0041baa9 6   8    DATA    utf8    چ i0rO blocks=Arabic,Basic Latin
1396 0x0001ab4b 0x0041bb4b 4   5    DATA    ascii   ]q]\a
1397 0x0001ab94 0x0041bb94 4   5    DATA    ascii   ms5 
1398 0x0001aba9 0x0041bba9 5   6    DATA    ascii   eHs[o
1399 0x0001ac43 0x0041bc43 4   5    DATA    ascii    E<[
1400 0x0001ac86 0x0041bc86 4   5    DATA    ascii   \r\r*\f
1401 0x0001aca6 0x0041bca6 8   11   DATA    utf8    =a$>ֻ\<̻ blocks=Basic Latin,Hebrew,Combining Diacritical Marks
1402 0x0001acc7 0x0041bcc7 5   6    DATA    ascii   83Zas
1403 0x0001acfd 0x0041bcfd 4   7    DATA    utf8    љ<G\ blocks=Cyrillic,Basic Latin
1404 0x0001ad15 0x0041bd15 4   8    DATA    utf8    Ӧŀ١L blocks=Cyrillic,Latin Extended-A,Arabic,Basic Latin
1405 0x0001ad27 0x0041bd27 4   5    DATA    ascii   I,\n3
1406 0x0001ad58 0x0041bd58 4   5    DATA    ascii   9\r3?
1407 0x0001ad70 0x0041bd70 8   9    DATA    ascii   FYcyuYhE
1408 0x0001ad79 0x0041bd79 6   7    DATA    ascii   B+UF4j
1409 0x0001ad91 0x0041bd91 4   5    DATA    ascii   W\tXG
1410 0x0001adca 0x0041bdca 4   5    DATA    ascii   ^(\v
1411 0x0001ae1d 0x0041be1d 4   6    DATA    utf8    h܀F5 blocks=Basic Latin,Syriac
1412 0x0001ae3d 0x0041be3d 5   6    DATA    ascii   WF\feh
1413 0x0001aea0 0x0041bea0 4   5    DATA    ascii   +yTe
1414 0x0001aedd 0x0041bedd 4   5    DATA    ascii   Qt\\n
1415 0x0001af3a 0x0041bf3a 4   5    DATA    ascii   aj#+
1416 0x0001af76 0x0041bf76 4   5    DATA    ascii   <Kg\t
1417 0x0001afa4 0x0041bfa4 5   6    DATA    ascii   juVP+
1418 0x0001afaf 0x0041bfaf 4   5    DATA    ascii   $J\vr
1419 0x0001afd8 0x0041bfd8 4   5    DATA    ascii   K\}\t
1420 0x0001aff4 0x0041bff4 5   6    DATA    ascii   5\e*{*
1421 0x0001b03a 0x0041c03a 4   5    DATA    ascii   53,r
1422 0x0001b056 0x0041c056 6   7    DATA    ascii   \bS{ q1
1423 0x0001b066 0x0041c066 4   7    DATA    utf8    ? ş$ blocks=Basic Latin,Latin Extended-A
1424 0x0001b075 0x0041c075 4   5    DATA    ascii   .gy0
1425 0x0001b082 0x0041c082 5   6    DATA    ascii   Ub\v0\t
1426 0x0001b0a2 0x0041c0a2 6   8    DATA    utf8    X_!:&ݲ blocks=Basic Latin,Arabic Supplement
1427 0x0001b0aa 0x0041c0aa 6   8    DATA    utf8    n4C^߷* blocks=Basic Latin,NKo
1428 0x0001b116 0x0041c116 4   5    DATA    ascii   'Rhd
1429 0x0001b142 0x0041c142 5   6    DATA    ascii   2J^t;
1430 0x0001b1c2 0x0041c1c2 9   11   DATA    utf8    }:"m\t>khX
1431 0x0001b26e 0x0041c26e 5   7    DATA    utf8    yָAEu blocks=Basic Latin,Hebrew
1432 0x0001b2b9 0x0041c2b9 4   5    DATA    ascii   Nb\eC
1433 0x0001b2d2 0x0041c2d2 8   11   DATA    utf8    F=GG"n) blocks=Basic Latin,Private Use Area
1434 0x0001b301 0x0041c301 5   6    DATA    ascii   JtInV
1435 0x0001b33c 0x0041c33c 4   5    DATA    ascii   u\ebt
1436 0x0001b360 0x0041c360 5   6    DATA    ascii   {\tl[E
1437 0x0001b380 0x0041c380 6   8    DATA    utf8    =|\r٘NL blocks=Basic Latin,Arabic
1438 0x0001b3ae 0x0041c3ae 5   6    DATA    ascii   ID`GQ
1439 0x0001b409 0x0041c409 5   7    DATA    utf8    ͇a\f\fQ blocks=Combining Diacritical Marks,Basic Latin
1440 0x0001b479 0x0041c479 4   5    DATA    ascii   ~PBr
1441 0x0001b481 0x0041c481 7   8    DATA    ascii   3T`f.l}
1442 0x0001b492 0x0041c492 4   5    DATA    ascii   fT,y
1443 0x0001b4bd 0x0041c4bd 4   5    DATA    ascii   k^9E
1444 0x0001b4d8 0x0041c4d8 5   6    DATA    ascii   vvR|=
1445 0x0001b4e9 0x0041c4e9 6   9    DATA    utf8    m|Ҧ{NV blocks=Basic Latin,Cyrillic
1446 0x0001b4f4 0x0041c4f4 4   7    DATA    utf8    %=܋4 blocks=Basic Latin,Syriac
1447 0x0001b538 0x0041c538 4   5    DATA    ascii   1FoL
1448 0x0001b570 0x0041c570 5   6    DATA    ascii   wC_F1
1449 0x0001b5b0 0x0041c5b0 4   5    DATA    ascii   CvDI
1450 0x0001b5f1 0x0041c5f1 4   5    DATA    ascii   \tT\vI
1451 0x0001b647 0x0041c647 5   7    DATA    utf8    ǮimO1 blocks=Latin Extended-B,Basic Latin
1452 0x0001b666 0x0041c666 7   8    DATA    ascii   K>q\fNVX
1453 0x0001b73a 0x0041c73a 4   6    DATA    utf8    Zz0ʜ blocks=Basic Latin,IPA Extensions
1454 0x0001b76b 0x0041c76b 4   5    DATA    ascii   \em1=
1455 0x0001b791 0x0041c791 6   7    DATA    ascii   Fr`18@
1456 0x0001b798 0x0041c798 4   6    DATA    utf8    ȝYd% blocks=Latin Extended-B,Basic Latin
1457 0x0001b7bd 0x0041c7bd 4   5    DATA    ascii   +hpQ
1458 0x0001b7e9 0x0041c7e9 4   6    DATA    utf8    mљ\y blocks=Basic Latin,Cyrillic
1459 0x0001b81e 0x0041c81e 7   8    DATA    ascii   \v\a+z@dd
1460 0x0001b857 0x0041c857 4   6    DATA    utf8    X;+J
1461 0x0001b87a 0x0041c87a 5   6    DATA    ascii   y?$;7
1462 0x0001b896 0x0041c896 4   5    DATA    ascii   nO\nK
1463 0x0001b8e3 0x0041c8e3 4   5    DATA    ascii   6EpA
1464 0x0001b9ae 0x0041c9ae 4   5    DATA    ascii   zS69
1465 0x0001b9bd 0x0041c9bd 4   5    DATA    ascii   B\e7!
1466 0x0001ba54 0x0041ca54 4   5    DATA    ascii   T^ 5
1467 0x0001ba89 0x0041ca89 5   6    DATA    ascii   K(uM(
1468 0x0001ba9f 0x0041ca9f 5   6    DATA    ascii   Pf?/Z
1469 0x0001baf5 0x0041caf5 5   6    DATA    ascii   \b[ZTS
1470 0x0001bb2c 0x0041cb2c 5   6    DATA    ascii   o\a\e}f
1471 0x0001bb33 0x0041cb33 5   7    DATA    utf8    5IɔNC blocks=Basic Latin,IPA Extensions
1472 0x0001bb68 0x0041cb68 4   5    DATA    ascii   o;'@
1473 0x0001bb74 0x0041cb74 4   5    DATA    ascii   rC3C
1474 0x0001bb88 0x0041cb88 4   5    DATA    ascii   PySZ
1475 0x0001bba0 0x0041cba0 4   5    DATA    ascii   IXk6
1476 0x0001bbd2 0x0041cbd2 5   7    DATA    utf8    fFdՀ! blocks=Basic Latin,Armenian
1477 0x0001bc18 0x0041cc18 4   5    DATA    ascii   ^Z>\r
