[Strings]
nth   paddr      vaddr      len size section type    string
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3813  0x0002e9ef 0x0042e9ef 6   10   .text   utf8    &2Ϡض]ݳ blocks=Basic Latin,Greek and Coptic,Arabic,Arabic Supplement
3814  0x0002ea55 0x0042ea55 4   5    .text   ascii   +\n?7
3815  0x0002ead5 0x0042ead5 5   7    .text   utf8    N$ʯOY blocks=Basic Latin,IPA Extensions
3816  0x0002eae3 0x0042eae3 5   8    .text   utf8    (ϧwʓY blocks=Basic Latin,Greek and Coptic,IPA Extensions
3817  0x0002eafb 0x0042eafb 4   5    .text   ascii    A$\b
3818  0x0002eb3f 0x0042eb3f 6   7    .text   ascii   >]7J1f
3819  0x0002eb4c 0x0042eb4c 4   5    .text   ascii   rey2
3820  0x0002eb7b 0x0042eb7b 4   6    .text   utf8    ֙<YE blocks=Hebrew,Basic Latin
3821  0x0002eb9e 0x0042eb9e 4   5    .text   ascii   +t\f'
3822  0x0002ebce 0x0042ebce 4   5    .text   ascii   \f:@i
3823  0x0002ebe2 0x0042ebe2 4   6    .text   utf8    :ã0l blocks=Basic Latin,Latin-1 Supplement
3824  0x0002ebe8 0x0042ebe8 4   5    .text   ascii   Yl,\e
3825  0x0002ec3a 0x0042ec3a 5   7    .text   utf8    Ҹ!1O3 blocks=Cyrillic,Basic Latin
3826  0x0002ec56 0x0042ec56 5   7    .text   utf8    >P.ޡ1 blocks=Basic Latin,Thaana
3827  0x0002ec88 0x0042ec88 4   6    .text   utf8    YեA# blocks=Basic Latin,Armenian
3828  0x0002ec8f 0x0042ec8f 4   5    .text   ascii   o:y\t
3829  0x0002ec94 0x0042ec94 4   7    .text   utf8    ɸ8o˓ blocks=IPA Extensions,Basic Latin,Spacing Modifier Letters
3830  0x0002eca0 0x0042eca0 4   5    .text   ascii   `7GS
3831  0x0002eca7 0x0042eca7 4   5    .text   ascii   SN\t<
3832  0x0002ecbd 0x0042ecbd 6   7    .text   ascii   +j!TT 
3833  0x0002eccc 0x0042eccc 4   5    .text   ascii   u\f$|
3834  0x0002ecf8 0x0042ecf8 4   6    .text   utf8    si/ҳ blocks=Basic Latin,Cyrillic
3835  0x0002ed1c 0x0042ed1c 4   5    .text   ascii   a#dB
3836  0x0002ed2f 0x0042ed2f 4   5    .text   ascii   ;VLZ
3837  0x0002ed39 0x0042ed39 4   5    .text   ascii   %R]6
3838  0x0002ed5f 0x0042ed5f 8   10   .text   utf8    iGkF.}RƁ blocks=Basic Latin,Latin Extended-B
3839  0x0002ed96 0x0042ed96 4   5    .text   ascii   3IK|
3840  0x0002ee28 0x0042ee28 4   5    .text   ascii   r5`G
3841  0x0002ee70 0x0042ee70 4   5    .text   ascii   }`eo
3842  0x0002ee92 0x0042ee92 9   10   .text   ascii   S@^vP\ejWm
3843  0x0002ef3f 0x0042ef3f 6   7    .text   ascii   3ZY,(Z
3844  0x0002efe6 0x0042efe6 4   5    .text   ascii   660z
3845  0x0002efec 0x0042efec 4   7    .text   utf8     檮>t blocks=Basic Latin,CJK Unified Ideographs
3846  0x0002f00b 0x0042f00b 6   9    .text   utf8    ?åaj˯} blocks=Basic Latin,Latin-1 Supplement,Spacing Modifier Letters
3847  0x0002f060 0x0042f060 4   5    .text   ascii   Z:\f3
3848  0x0002f067 0x0042f067 5   6    .text   ascii   <vsTT
3849  0x0002f08f 0x0042f08f 4   5    .text   ascii   DpZ]
3850  0x0002f0ad 0x0042f0ad 4   5    .text   ascii   Ia\b4
3851  0x0002f0c4 0x0042f0c4 5   6    .text   ascii   `YPG]
3852  0x0002f0f5 0x0042f0f5 5   6    .text   ascii   osWs2
3853  0x0002f119 0x0042f119 5   8    .text   utf8    G:鲶S\v blocks=Basic Latin,CJK Unified Ideographs
3854  0x0002f14a 0x0042f14a 5   6    .text   ascii   h\t&\b
3855  0x0002f1af 0x0042f1af 4   5    .text   ascii   aJr%
3856  0x0002f1ce 0x0042f1ce 5   7    .text   utf8    FrݾM@ blocks=Basic Latin,Arabic Supplement
3857  0x0002f1ec 0x0042f1ec 5   7    .text   utf8    ҫ0G!/ blocks=Cyrillic,Basic Latin
3858  0x0002f20e 0x0042f20e 4   5    .text   ascii   /)3@
3859  0x0002f232 0x0042f232 5   6    .text   ascii   48>2'
3860  0x0002f247 0x0042f247 7   9    .text   utf8    BׅSh=i) blocks=Basic Latin,Hebrew
3861  0x0002f268 0x0042f268 5   7    .text   utf8    /SYFϚ blocks=Basic Latin,Greek and Coptic
3862  0x0002f294 0x0042f294 5   8    .text   utf8    נ\v,yٶ blocks=Hebrew,Basic Latin,Arabic
3863  0x0002f2d0 0x0042f2d0 5   6    .text   ascii   y!s[R
3864  0x0002f2fa 0x0042f2fa 7   8    .text   ascii   _)b+\rgC
3865  0x0002f310 0x0042f310 4   5    .text   ascii   6k8/
3866  0x0002f320 0x0042f320 4   5    .text   ascii   *(^E
3867  0x0002f33d 0x0042f33d 4   5    .text   ascii   <ff,
3868  0x0002f35c 0x0042f35c 4   5    .text   ascii   j$p4
3869  0x0002f387 0x0042f387 4   5    .text   ascii   9A|-
3870  0x0002f3a6 0x0042f3a6 5   6    .text   ascii   3,kBC
3871  0x0002f3ac 0x0042f3ac 4   6    .text   utf8    ~ΦNT blocks=Basic Latin,Greek and Coptic
3872  0x0002f452 0x0042f452 6   9    .text   utf8    Kcq#ڣݒ blocks=Basic Latin,Arabic,Arabic Supplement
3873  0x0002f4a3 0x0042f4a3 6   7    .text   ascii   K2gDy2
3874  0x0002f4b2 0x0042f4b2 5   6    .text   ascii   _gy>u
3875  0x0002f4d4 0x0042f4d4 4   6    .text   utf8    c"ȸB blocks=Basic Latin,Latin Extended-B
3876  0x0002f534 0x0042f534 8   10   .text   utf8    ݃aE|"?\a< blocks=Syriac,Basic Latin
3877  0x0002f548 0x0042f548 4   6    .text   utf8    \eEgë blocks=Basic Latin,Latin-1 Supplement
3878  0x0002f565 0x0042f565 5   7    .text   utf8    "ژ80Y blocks=Basic Latin,Arabic
3879  0x0002f571 0x0042f571 4   5    .text   ascii   K(xD
3880  0x0002f591 0x0042f591 5   6    .text   ascii   h-W;*
3881  0x0002f5a2 0x0042f5a2 4   7    .text   utf8    _⬼o\v blocks=Basic Latin,Miscellaneous Symbols and Arrows
3882  0x0002f5c2 0x0042f5c2 4   7    .text   utf8    }\慝A blocks=Basic Latin,CJK Unified Ideographs
3883  0x0002f5d7 0x0042f5d7 4   5    .text   ascii   o4ML
3884  0x0002f606 0x0042f606 4   5    .text   ascii   I{q&
3885  0x0002f66d 0x0042f66d 5   6    .text   ascii   mB&HH
3886  0x0002f6db 0x0042f6db 4   7    .text   utf8    \e`Ņ֢ blocks=Basic Latin,Latin Extended-A,Hebrew
3887  0x0002f747 0x0042f747 4   6    .text   utf8    \a¤$H blocks=Basic Latin,Latin-1 Supplement
3888  0x0002f74e 0x0042f74e 6   9    .text   utf8    WdʪŒg5 blocks=Basic Latin,IPA Extensions,Latin Extended-A
3889  0x0002f77a 0x0042f77a 4   5    .text   ascii   /WVd
3890  0x0002f80e 0x0042f80e 6   7    .text   ascii   7=:uiB
3891  0x0002f820 0x0042f820 4   6    .text   utf8    ٜ!S& blocks=Arabic,Basic Latin
3892  0x0002f83c 0x0042f83c 4   6    .text   utf8    vJ־8 blocks=Basic Latin,Hebrew
3893  0x0002f847 0x0042f847 4   5    .text   ascii   ,I.&
3894  0x0002f84c 0x0042f84c 4   5    .text   ascii   -Y<4
3895  0x0002f8e0 0x0042f8e0 5   7    .text   utf8    \fBrͧ5 blocks=Basic Latin,Combining Diacritical Marks
3896  0x0002f8f3 0x0042f8f3 5   7    .text   utf8    ͦF/Hg blocks=Combining Diacritical Marks,Basic Latin
3897  0x0002f926 0x0042f926 4   8    .text   utf8    ;="5
3898  0x0002f946 0x0042f946 5   6    .text   ascii   xS#l&
3899  0x0002f95b 0x0042f95b 4   7    .text   utf8    <Bo臹 blocks=Basic Latin,CJK Unified Ideographs
3900  0x0002fa4e 0x0042fa4e 4   5    .text   ascii   wMk>
3901  0x0002fa6f 0x0042fa6f 4   5    .text   ascii   `3\b=
3902  0x0002fa98 0x0042fa98 4   6    .text   utf8    ؙ9ae blocks=Arabic,Basic Latin
3903  0x0002facf 0x0042facf 4   6    .text   utf8    Χk|' blocks=Greek and Coptic,Basic Latin
3904  0x0002fafb 0x0042fafb 4   5    .text   ascii   `@`:
3905  0x0002fb04 0x0042fb04 4   5    .text   ascii   vFmq
3906  0x0002fb32 0x0042fb32 5   6    .text   ascii   5q\b-*
3907  0x0002fb5c 0x0042fb5c 5   6    .text   ascii   T[*D"
3908  0x0002fb7f 0x0042fb7f 4   5    .text   ascii   sS7o
3909  0x0002fb97 0x0042fb97 8   10   .text   utf8    2LVR=\b)܃ blocks=Basic Latin,Syriac
3910  0x0002fbcd 0x0042fbcd 4   5    .text   ascii   q4].
3911  0x0002fbd3 0x0042fbd3 4   5    .text   ascii   \tFg@
3912  0x0002fc0b 0x0042fc0b 4   5    .text   ascii   ,\n\n&
3913  0x0002fc22 0x0042fc22 4   5    .text   ascii   `=01
3914  0x0002fc3a 0x0042fc3a 4   5    .text   ascii   `9GT
3915  0x0002fc4a 0x0042fc4a 5   6    .text   ascii   \bzH*+
3916  0x0002fc6c 0x0042fc6c 4   5    .text   ascii   8NaA
3917  0x0002fc7e 0x0042fc7e 4   5    .text   ascii   A_ /
3918  0x0002fc86 0x0042fc86 5   6    .text   ascii   D^D(@
3919  0x0002fca7 0x0042fca7 4   5    .text   ascii    +B2
3920  0x0002fcae 0x0042fcae 4   5    .text   ascii   |Cqx
3921  0x0002fcc7 0x0042fcc7 4   5    .text   ascii   ?S`#
3922  0x0002fce6 0x0042fce6 4   5    .text   ascii   %\&5
3923  0x0002fcf1 0x0042fcf1 5   6    .text   ascii   0K~',
3924  0x0002fd5f 0x0042fd5f 5   7    .text   utf8    Ar^A͡ blocks=Basic Latin,Combining Diacritical Marks
3925  0x0002fd82 0x0042fd82 6   8    .text   utf8    oϩg_t0 blocks=Basic Latin,Greek and Coptic
3926  0x0002fd99 0x0042fd99 4   5    .text   ascii   HE#C
3927  0x0002fdf0 0x0042fdf0 5   6    .text   ascii   BT;.$
3928  0x0002fe05 0x0042fe05 4   5    .text   ascii   o>Hq
3929  0x0002fe13 0x0042fe13 4   6    .text   utf8    I\e٢c blocks=Basic Latin,Arabic
3930  0x0002fe43 0x0042fe43 4   5    .text   ascii   \ekn?
3931  0x0002febd 0x0042febd 8   9    .text   ascii   l%+\rZ#<)
3932  0x0002fec7 0x0042fec7 4   6    .text   utf8    Sb\aŸ blocks=Basic Latin,Latin Extended-A
3933  0x0002fece 0x0042fece 5   8    .text   utf8    QMۚŐ$ blocks=Basic Latin,Arabic,Latin Extended-A
3934  0x0002fedb 0x0042fedb 4   6    .text   utf8    QѾ_# blocks=Basic Latin,Cyrillic
3935  0x0002fef9 0x0042fef9 4   5    .text   ascii    \v?*
3936  0x0002ff75 0x0042ff75 4   5    .text   ascii   t]\t`
3937  0x0002ffdc 0x0042ffdc 4   5    .text   ascii   \e"V<
3938  0x0002ffea 0x0042ffea 7   8    .text   ascii   lU<\rQ\r\e
3939  0x000300f5 0x004300f5 5   7    .text   utf8    JUpeۺ blocks=Basic Latin,Arabic
3940  0x0003010f 0x0043010f 4   5    .text   ascii   nI*L
3941  0x00030171 0x00430171 10  14   .text   utf8    4ڷʧar\e˽38F blocks=Basic Latin,Arabic,IPA Extensions,Spacing Modifier Letters
3942  0x000301b9 0x004301b9 5   6    .text   ascii   L[ JM
3943  0x000301bf 0x004301bf 4   7    .text   utf8    'a> blocks=Private Use Area,Basic Latin
3944  0x0003022b 0x0043022b 6   8    .text   utf8    ɐ=PP\f\v blocks=IPA Extensions,Basic Latin
3945  0x0003023f 0x0043023f 4   6    .text   utf8    Ě()\f blocks=Latin Extended-A,Basic Latin
3946  0x0003024b 0x0043024b 5   6    .text   ascii   {tA]k
3947  0x000302ab 0x004302ab 4   5    .text   ascii   4^jf
3948  0x000302e5 0x004302e5 4   5    .text   ascii   EB.0
3949  0x0003030b 0x0043030b 8   9    .text   ascii   u4jA)85a
3950  0x00030394 0x00430394 7   11   .text   utf8    ึLɲr$Mk blocks=Thai,Basic Latin,IPA Extensions
3951  0x000303c1 0x004303c1 7   9    .text   utf8    tg7Έ|\S blocks=Basic Latin,Greek and Coptic
3952  0x00030403 0x00430403 4   5    .text   ascii   LUtj
3953  0x00030447 0x00430447 4   5    .text   ascii   fDao
3954  0x00030471 0x00430471 6   8    .text   utf8    ߊ!LIZ\f blocks=NKo,Basic Latin
3955  0x0003050e 0x0043050e 5   6    .text   ascii   $2\b\vO
3956  0x0003053f 0x0043053f 4   5    .text   ascii   O3|\n
3957  0x00030545 0x00430545 5   6    .text   ascii   f}Vz\e
3958  0x00030565 0x00430565 4   5    .text   ascii   \b)H\b
3959  0x00030610 0x00430610 7   9    .text   utf8    AUҾfdPh blocks=Basic Latin,Cyrillic
3960  0x00030667 0x00430667 4   5    .text   ascii   ||W1
3961  0x00030676 0x00430676 4   7    .text   utf8    ̕ީ\ac blocks=Combining Diacritical Marks,Thaana,Basic Latin
3962  0x0003068e 0x0043068e 4   5    .text   ascii   (mJy
3963  0x000306c7 0x004306c7 4   5    .text   ascii   \v\f\e<
3964  0x000306dd 0x004306dd 5   7    .text   utf8    ^!S8ȝ blocks=Basic Latin,Latin Extended-B
3965  0x00030701 0x00430701 4   5    .text   ascii   <ls4
3966  0x00030712 0x00430712 6   7    .text   ascii   H|\ryx 
3967  0x00030755 0x00430755 4   5    .text   ascii   iNGP
3968  0x000307be 0x004307be 7   9    .text   utf8    ~\ڿ<Vx( blocks=Basic Latin,Arabic
3969  0x000307fe 0x004307fe 4   5    .text   ascii   X-'6
3970  0x0003081d 0x0043081d 5   6    .text   ascii   SD/}`
3971  0x00030825 0x00430825 4   5    .text   ascii   \v\a)S
3972  0x00030838 0x00430838 5   8    .text   utf8    ܆{УQa blocks=Syriac,Basic Latin,Cyrillic
3973  0x000308ba 0x004308ba 6   9    .text   utf8    cѨcχ'o blocks=Basic Latin,Cyrillic,Greek and Coptic
3974  0x000308cd 0x004308cd 5   6    .text   ascii   #k"5%
3975  0x00030953 0x00430953 4   5    .text   ascii   4vd&
3976  0x000309b4 0x004309b4 4   5    .text   ascii   \a 8M
3977  0x000309ef 0x004309ef 4   5    .text   ascii   Ml\v+
3978  0x00030a04 0x00430a04 4   5    .text   ascii   /L]7
3979  0x00030a46 0x00430a46 4   6    .text   utf8    DTž} blocks=Basic Latin,Latin Extended-A
3980  0x00030a5d 0x00430a5d 8   12   .text   utf8    hh͐\ns.Ҳk blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
3981  0x00030a7a 0x00430a7a 4   6    .text   utf8    wYaީ blocks=Basic Latin,Thaana
3982  0x00030a84 0x00430a84 5   6    .text   ascii   N4|D%
3983  0x00030aa4 0x00430aa4 5   7    .text   utf8    7\nIˇi blocks=Basic Latin,Spacing Modifier Letters
3984  0x00030ad2 0x00430ad2 5   6    .text   ascii   i.\eD.
3985  0x00030b38 0x00430b38 4   7    .text   utf8    q%D blocks=Basic Latin,Private Use Area
3986  0x00030b6b 0x00430b6b 4   5    .text   ascii   'Q"Z
3987  0x00030b91 0x00430b91 7   8    .text   ascii   VP7Eh-_
3988  0x00030b9b 0x00430b9b 4   5    .text   ascii   Mj~+
3989  0x00030bc4 0x00430bc4 5   6    .text   ascii   # GXc
3990  0x00030c59 0x00430c59 4   5    .text   ascii   xH\f\
3991  0x00030c97 0x00430c97 4   5    .text   ascii   os!I
3992  0x00030c9f 0x00430c9f 4   5    .text   ascii   tbcc
3993  0x00030cc4 0x00430cc4 4   5    .text   ascii   fsIQ
3994  0x00030d30 0x00430d30 4   7    .text   utf8    팀'N# blocks=Hangul Syllables,Basic Latin
3995  0x00030d40 0x00430d40 4   6    .text   utf8    \fVҟg blocks=Basic Latin,Cyrillic
3996  0x00030d48 0x00430d48 4   5    .text   ascii   Yth'
3997  0x00030d62 0x00430d62 5   6    .text   ascii   ?XJ%v
3998  0x00030d86 0x00430d86 4   5    .text   ascii   \tf77
3999  0x00030dda 0x00430dda 5   7    .text   utf8    uĐ*!x blocks=Basic Latin,Latin Extended-A
4000  0x00030de7 0x00430de7 4   6    .text   utf8    )Ȩ2\ blocks=Basic Latin,Latin Extended-B
4001  0x00030dee 0x00430dee 6   9    .text   utf8    v87ֽWР blocks=Basic Latin,Hebrew,Cyrillic
4002  0x00030dfc 0x00430dfc 4   5    .text   ascii   ~\b_M
4003  0x00030e0e 0x00430e0e 4   5    .text   ascii   G{R.
4004  0x00030e4e 0x00430e4e 4   5    .text   ascii   'dH=
4005  0x00030e64 0x00430e64 5   6    .text   ascii   g8PQJ
4006  0x00030e7f 0x00430e7f 4   5    .text   ascii   4wsa
4007  0x00030eb3 0x00430eb3 5   7    .text   utf8    Ʋ5U9a blocks=Latin Extended-B,Basic Latin
4008  0x00030ebe 0x00430ebe 5   6    .text   ascii   e2\bR.
4009  0x00030efa 0x00430efa 4   6    .text   utf8    Ղ-Pg blocks=Armenian,Basic Latin
4010  0x00030f1d 0x00430f1d 4   6    .text   utf8    2Tʏ= blocks=Basic Latin,IPA Extensions
4011  0x00030fba 0x00430fba 4   5    .text   ascii   N\a!m
4012  0x00030fdd 0x00430fdd 4   6    .text   utf8    ɦ_qT blocks=IPA Extensions,Basic Latin
4013  0x00030fef 0x00430fef 4   5    .text   ascii   \r! x
4014  0x00031008 0x00431008 5   7    .text   utf8    GOZ(b
4015  0x00031019 0x00431019 5   6    .text   ascii   \rhLz\f
4016  0x00031025 0x00431025 9   10   .text   ascii   o+)hZ,@DX
4017  0x00031031 0x00431031 5   7    .text   utf8    ʅckt? blocks=IPA Extensions,Basic Latin
4018  0x00031038 0x00431038 5   6    .text   ascii   8lB[Q
4019  0x0003109e 0x0043109e 8   9    .text   ascii   +'K,KU(\a
4020  0x00031131 0x00431131 4   7    .text   utf8    澚Rh6 blocks=CJK Unified Ideographs,Basic Latin
4021  0x00031168 0x00431168 5   7    .text   utf8    t_2wɑ blocks=Basic Latin,IPA Extensions
4022  0x00031193 0x00431193 5   7    .text   utf8    {~Ƞ/X blocks=Basic Latin,Latin Extended-B
4023  0x000311d2 0x004311d2 4   6    .text   utf8    z8\fĬ blocks=Basic Latin,Latin Extended-A
4024  0x000311f5 0x004311f5 4   5    .text   ascii   fqNO
4025  0x000311fa 0x004311fa 4   5    .text   ascii   Cfw!
4026  0x00031210 0x00431210 4   6    .text   utf8    ?M-ى blocks=Basic Latin,Arabic
4027  0x0003125f 0x0043125f 5   6    .text   ascii   J\ev7%
4028  0x000312a2 0x004312a2 4   5    .text   ascii   n\tr6
4029  0x000312c0 0x004312c0 4   7    .text   utf8    Exs빠 blocks=Basic Latin,Hangul Syllables
4030  0x000312c9 0x004312c9 6   8    .text   utf8    ª\t4D\tx blocks=Latin-1 Supplement,Basic Latin
4031  0x00031301 0x00431301 4   5    .text   ascii   #.H?
4032  0x0003130f 0x0043130f 4   5    .text   ascii   l0iR
4033  0x0003132a 0x0043132a 4   5    .text   ascii   ^l#=
4034  0x000313a7 0x004313a7 4   5    .text   ascii   \a3 @
4035  0x000313c7 0x004313c7 5   9    .text   utf8    NʗSʼƤ blocks=Basic Latin,IPA Extensions,Spacing Modifier Letters,Latin Extended-B
4036  0x00031519 0x00431519 5   6    .text   ascii   _g{.}
4037  0x00031520 0x00431520 4   5    .text   ascii   +F\t@
4038  0x00031536 0x00431536 4   5    .text   ascii   +jH%
4039  0x000315be 0x004315be 4   5    .text   ascii   s[O$
4040  0x000315f5 0x004315f5 4   5    .text   ascii   \vspn
4041  0x00031606 0x00431606 6   7    .text   ascii   &2\<YM
4042  0x00031632 0x00431632 7   8    .text   ascii   9g9^,d#
4043  0x0003169b 0x0043169b 6   7    .text   ascii   FDLE'>
4044  0x000316b4 0x004316b4 4   5    .text   ascii   \vd57
4045  0x000316bf 0x004316bf 4   6    .text   utf8    ֵo\ez blocks=Hebrew,Basic Latin
4046  0x000316e0 0x004316e0 4   5    .text   ascii   b&&"
4047  0x00031707 0x00431707 4   6    .text   utf8    ycrք blocks=Basic Latin,Armenian
4048  0x0003172d 0x0043172d 4   5    .text   ascii   ZP\/
4049  0x0003177c 0x0043177c 4   5    .text   ascii   q6 V
4050  0x00031782 0x00431782 4   5    .text   ascii   47A-
4051  0x0003179d 0x0043179d 4   5    .text   ascii   QN^H
4052  0x000317fb 0x004317fb 4   5    .text   ascii   \(0%
4053  0x0003183a 0x0043183a 4   6    .text   utf8    ݚD R blocks=Arabic Supplement,Basic Latin
4054  0x00031899 0x00431899 4   6    .text   utf8    |أi{ blocks=Basic Latin,Arabic
4055  0x000318ba 0x004318ba 4   5    .text   ascii   1vc\r
4056  0x000318f9 0x004318f9 4   5    .text   ascii   \zqF
4057  0x00031922 0x00431922 4   6    .text   utf8    ²Q\ve blocks=Latin-1 Supplement,Basic Latin
4058  0x0003192a 0x0043192a 4   6    .text   utf8    ĲC/@ blocks=Latin Extended-A,Basic Latin
4059  0x00031946 0x00431946 6   8    .text   utf8    |v``>¡ blocks=Basic Latin,Latin-1 Supplement
4060  0x00031962 0x00431962 5   7    .text   utf8    xbkٞ4 blocks=Basic Latin,Arabic
4061  0x00031970 0x00431970 4   5    .text   ascii   VC}'
4062  0x00031981 0x00431981 4   6    .text   utf8    Mƙ0n blocks=Basic Latin,Latin Extended-B
4063  0x000319a5 0x004319a5 4   6    .text   utf8    ߀+g) blocks=NKo,Basic Latin
4064  0x000319ab 0x004319ab 4   8    .text   utf8    Һ䧅L' blocks=Cyrillic,CJK Unified Ideographs Extension A,Basic Latin
4065  0x000319fe 0x004319fe 5   7    .text   utf8    '(-EV
4066  0x00031a6a 0x00431a6a 5   6    .text   ascii   q4L\b,
4067  0x00031ac1 0x00431ac1 7   9    .text   utf8    =JJÎyLV blocks=Basic Latin,Latin-1 Supplement
4068  0x00031af3 0x00431af3 5   8    .text   utf8    }T̤5є blocks=Basic Latin,Combining Diacritical Marks,Cyrillic
4069  0x00031b7e 0x00431b7e 5   6    .text   ascii   'AyDN
4070  0x00031c46 0x00431c46 4   8    .text   utf8    0ֽE䵸 blocks=Basic Latin,Hebrew,CJK Unified Ideographs Extension A
4071  0x00031c60 0x00431c60 5   6    .text   ascii   >#=YO
4072  0x00031c75 0x00431c75 4   6    .text   utf8    ]eߞC blocks=Basic Latin,NKo
4073  0x00031c93 0x00431c93 5   6    .text   ascii   y(f{w
4074  0x00031cdc 0x00431cdc 4   5    .text   ascii   )QWb
4075  0x00031d0d 0x00431d0d 4   5    .text   ascii   SbhQ
4076  0x00031d47 0x00431d47 4   5    .text   ascii   I|L\a
4077  0x00031dd1 0x00431dd1 4   6    .text   utf8    (ʇ%( blocks=Basic Latin,IPA Extensions
4078  0x00031e31 0x00431e31 4   7    .text   utf8    ܪ3ȧj blocks=Syriac,Basic Latin,Latin Extended-B
4079  0x00031e38 0x00431e38 5   6    .text   ascii   9g"UD
4080  0x00031e3e 0x00431e3e 4   6    .text   utf8    Þx$_ blocks=Latin-1 Supplement,Basic Latin
4081  0x00031e6b 0x00431e6b 4   6    .text   utf8    ѐ/\bI blocks=Cyrillic,Basic Latin
4082  0x00031eae 0x00431eae 10  11   .text   ascii   RKmN|#w\tqN
4083  0x00031ecc 0x00431ecc 4   5    .text   ascii   v^}L
4084  0x00031f2e 0x00431f2e 4   5    .text   ascii   QyKr
4085  0x00032005 0x00432005 4   6    .text   utf8    Ίd[g blocks=Greek and Coptic,Basic Latin
4086  0x00032014 0x00432014 4   5    .text   ascii   |LRA
4087  0x00032051 0x00432051 4   5    .text   ascii   ~J1M
4088  0x00032056 0x00432056 8   10   .text   utf8    JQVgwk\̵ blocks=Basic Latin,Combining Diacritical Marks
4089  0x00032062 0x00432062 4   7    .text   utf8    "VY blocks=Basic Latin,Private Use Area
4090  0x0003207e 0x0043207e 6   7    .text   ascii   tG8y9\v
4091  0x000320be 0x004320be 5   6    .text   ascii   c*($u
4092  0x000320ca 0x004320ca 5   6    .text   ascii   g'\a\?
4093  0x00032121 0x00432121 4   5    .text   ascii   \n?\eM
4094  0x00032158 0x00432158 4   6    .text   utf8    |1la
4095  0x00032197 0x00432197 5   8    .text   utf8    Aѹdզ6 blocks=Basic Latin,Cyrillic,Armenian
4096  0x000321ac 0x004321ac 7   9    .text   utf8    ")R_Dք. blocks=Basic Latin,Armenian
4097  0x000321d9 0x004321d9 4   5    .text   ascii   1 <U
4098  0x000321ee 0x004321ee 7   9    .text   utf8    'U2ˇpRW blocks=Basic Latin,Spacing Modifier Letters
4099  0x00032200 0x00432200 4   5    .text   ascii   \e!}O
4100  0x0003225e 0x0043225e 4   7    .text   utf8    \v፪rv blocks=Basic Latin,Ethiopic
4101  0x00032272 0x00432272 4   5    .text   ascii   \5=*
4102  0x000322ce 0x004322ce 4   5    .text   ascii   Du/x
4103  0x000322ee 0x004322ee 4   5    .text   ascii   F7kD
4104  0x000322f8 0x004322f8 4   8    .text   utf8    O㕼͙9 blocks=Basic Latin,CJK Unified Ideographs Extension A,Combining Diacritical Marks
4105  0x00032361 0x00432361 4   7    .text   utf8    kƖѪ\n blocks=Basic Latin,Latin Extended-B,Cyrillic
4106  0x000323a7 0x004323a7 4   5    .text   ascii   \t(v\t
4107  0x000323b3 0x004323b3 8   11   .text   utf8    CK¥~[»;@ blocks=Basic Latin,Latin-1 Supplement
4108  0x000323d1 0x004323d1 4   5    .text   ascii   7!II
4109  0x000323f0 0x004323f0 4   5    .text   ascii   xbNR
4110  0x00032400 0x00432400 4   6    .text   utf8    K\t>Ǭ blocks=Basic Latin,Latin Extended-B
4111  0x00032477 0x00432477 5   7    .text   utf8    0.NЛL blocks=Basic Latin,Cyrillic
4112  0x000324d7 0x004324d7 4   5    .text   ascii   Sb`t
