[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
3192 0x00035fe4 0x00439de4 14  15   .idata  ascii   GetLocaleInfoA
3193 0x00035ff6 0x00439df6 12  13   .idata  ascii   GetLocalTime
3194 0x00036006 0x00439e06 12  13   .idata  ascii   GetLastError
3195 0x00036016 0x00439e16 16  17   .idata  ascii   GetFullPathNameA
3196 0x0003602a 0x00439e2a 18  19   .idata  ascii   GetFileAttributesA
3197 0x00036040 0x00439e40 18  19   .idata  ascii   GetExitCodeProcess
3198 0x00036056 0x00439e56 23  24   .idata  ascii   GetEnvironmentVariableA
3199 0x00036070 0x00439e70 13  14   .idata  ascii   GetDriveTypeA
3200 0x00036080 0x00439e80 19  20   .idata  ascii   GetDiskFreeSpaceExA
3201 0x00036096 0x00439e96 17  18   .idata  ascii   GetDiskFreeSpaceA
3202 0x000360aa 0x00439eaa 14  15   .idata  ascii   GetDateFormatA
3203 0x000360bc 0x00439ebc 18  19   .idata  ascii   GetCurrentThreadId
3204 0x000360d2 0x00439ed2 17  18   .idata  ascii   GetCurrentProcess
3205 0x000360e6 0x00439ee6 16  17   .idata  ascii   GetComputerNameA
3206 0x000360fa 0x00439efa 9   10   .idata  ascii   GetCPInfo
3207 0x00036106 0x00439f06 6   7    .idata  ascii   GetACP
3208 0x00036110 0x00439f10 14  15   .idata  ascii   FormatMessageA
3209 0x00036122 0x00439f22 13  14   .idata  ascii   FindNextFileA
3210 0x00036132 0x00439f32 14  15   .idata  ascii   FindFirstFileA
3211 0x00036144 0x00439f44 9   10   .idata  ascii   FindClose
3212 0x00036150 0x00439f50 23  24   .idata  ascii   FileTimeToLocalFileTime
3213 0x0003616a 0x00439f6a 21  22   .idata  ascii   FileTimeToDosDateTime
3214 0x00036182 0x00439f82 11  12   .idata  ascii   ExitProcess
3215 0x00036190 0x00439f90 17  18   .idata  ascii   EnumCalendarInfoA
3216 0x000361a4 0x00439fa4 20  21   .idata  ascii   EnterCriticalSection
3217 0x000361bc 0x00439fbc 11  12   .idata  ascii   DeleteFileA
3218 0x000361ca 0x00439fca 21  22   .idata  ascii   DeleteCriticalSection
3219 0x000361e2 0x00439fe2 12  13   .idata  ascii   CreateThread
3220 0x000361f2 0x00439ff2 14  15   .idata  ascii   CreateProcessA
3221 0x00036204 0x0043a004 10  11   .idata  ascii   CreatePipe
3222 0x00036212 0x0043a012 11  12   .idata  ascii   CreateFileA
3223 0x00036220 0x0043a020 12  13   .idata  ascii   CreateEventA
3224 0x00036230 0x0043a030 16  17   .idata  ascii   CreateDirectoryA
3225 0x00036244 0x0043a044 9   10   .idata  ascii   CopyFileA
3226 0x00036250 0x0043a050 14  15   .idata  ascii   CompareStringA
3227 0x00036262 0x0043a062 11  12   .idata  ascii   CloseHandle
3228 0x0003626e 0x0043a06e 9   10   .idata  ascii   gdi32.dll
3229 0x0003627a 0x0043a07a 15  16   .idata  ascii   UnrealizeObject
3230 0x0003628c 0x0043a08c 10  11   .idata  ascii   StretchBlt
3231 0x0003629a 0x0043a09a 12  13   .idata  ascii   SetTextColor
3232 0x000362aa 0x0043a0aa 17  18   .idata  ascii   SetStretchBltMode
3233 0x000362be 0x0043a0be 7   8    .idata  ascii   SetROP2
3234 0x000362c8 0x0043a0c8 16  17   .idata  ascii   SetDIBColorTable
3235 0x000362dc 0x0043a0dc 13  14   .idata  ascii   SetBrushOrgEx
3236 0x000362ec 0x0043a0ec 9   10   .idata  ascii   SetBkMode
3237 0x000362f8 0x0043a0f8 10  11   .idata  ascii   SetBkColor
3238 0x00036306 0x0043a106 13  14   .idata  ascii   SelectPalette
3239 0x00036316 0x0043a116 12  13   .idata  ascii   SelectObject
3240 0x00036326 0x0043a126 14  15   .idata  ascii   RealizePalette
3241 0x00036338 0x0043a138 6   7    .idata  ascii   PatBlt
3242 0x00036342 0x0043a142 8   9    .idata  ascii   MoveToEx
3243 0x0003634e 0x0043a14e 7   8    .idata  ascii   MaskBlt
3244 0x00036358 0x0043a158 15  16   .idata  ascii   GetTextMetricsA
3245 0x0003636a 0x0043a16a 23  24   .idata  ascii   GetSystemPaletteEntries
3246 0x00036384 0x0043a184 14  15   .idata  ascii   GetStockObject
3247 0x00036396 0x0043a196 8   9    .idata  ascii   GetPixel
3248 0x000363a2 0x0043a1a2 17  18   .idata  ascii   GetPaletteEntries
3249 0x000363b6 0x0043a1b6 10  11   .idata  ascii   GetObjectA
3250 0x000363c4 0x0043a1c4 13  14   .idata  ascii   GetDeviceCaps
3251 0x000363d4 0x0043a1d4 9   10   .idata  ascii   GetDIBits
3252 0x000363e0 0x0043a1e0 16  17   .idata  ascii   GetDIBColorTable
3253 0x000363f4 0x0043a1f4 20  21   .idata  ascii   GetCurrentPositionEx
3254 0x0003640c 0x0043a20c 13  14   .idata  ascii   GetBrushOrgEx
3255 0x0003641c 0x0043a21c 12  13   .idata  ascii   DeleteObject
3256 0x0003642c 0x0043a22c 8   9    .idata  ascii   DeleteDC
3257 0x00036438 0x0043a238 17  18   .idata  ascii   CreatePenIndirect
3258 0x0003644c 0x0043a24c 13  14   .idata  ascii   CreatePalette
3259 0x0003645c 0x0043a25c 21  22   .idata  ascii   CreateHalftonePalette
3260 0x00036474 0x0043a274 19  20   .idata  ascii   CreateFontIndirectA
3261 0x0003648a 0x0043a28a 14  15   .idata  ascii   CreateDIBitmap
3262 0x0003649c 0x0043a29c 16  17   .idata  ascii   CreateDIBSection
3263 0x000364b0 0x0043a2b0 18  19   .idata  ascii   CreateCompatibleDC
3264 0x000364c6 0x0043a2c6 22  23   .idata  ascii   CreateCompatibleBitmap
3265 0x000364e0 0x0043a2e0 19  20   .idata  ascii   CreateBrushIndirect
3266 0x000364f6 0x0043a2f6 12  13   .idata  ascii   CreateBitmap
3267 0x00036506 0x0043a306 6   7    .idata  ascii   BitBlt
3268 0x0003650e 0x0043a30e 10  11   .idata  ascii   user32.dll
3269 0x0003651c 0x0043a31c 15  16   .idata  ascii   CreateWindowExA
3270 0x0003652e 0x0043a32e 16  17   .idata  ascii   UnregisterClassA
3271 0x00036542 0x0043a342 16  17   .idata  ascii   TranslateMessage
3272 0x00036556 0x0043a356 14  15   .idata  ascii   SetWindowLongA
3273 0x00036568 0x0043a368 8   9    .idata  ascii   SetTimer
3274 0x00036574 0x0043a374 7   8    .idata  ascii   SetRect
3275 0x0003657e 0x0043a37e 9   10   .idata  ascii   ReleaseDC
3276 0x0003658a 0x0043a38a 14  15   .idata  ascii   RegisterClassA
3277 0x0003659c 0x0043a39c 18  19   .idata  ascii   PostThreadMessageA
3278 0x000365b2 0x0043a3b2 12  13   .idata  ascii   PeekMessageA
3279 0x000365c2 0x0043a3c2 25  26   .idata  ascii   MsgWaitForMultipleObjects
3280 0x000365de 0x0043a3de 11  12   .idata  ascii   MessageBoxA
3281 0x000365ec 0x0043a3ec 11  12   .idata  ascii   LoadStringA
3282 0x000365fa 0x0043a3fa 9   10   .idata  ascii   LoadIconA
3283 0x00036606 0x0043a406 13  14   .idata  ascii   GetWindowRect
3284 0x00036616 0x0043a416 14  15   .idata  ascii   GetWindowLongA
3285 0x00036628 0x0043a428 16  17   .idata  ascii   GetSystemMetrics
3286 0x0003663c 0x0043a43c 11  12   .idata  ascii   GetSysColor
3287 0x0003664a 0x0043a44a 11  12   .idata  ascii   GetMessageA
3288 0x00036658 0x0043a458 16  17   .idata  ascii   GetLastInputInfo
3289 0x0003666c 0x0043a46c 16  17   .idata  ascii   GetDesktopWindow
3290 0x00036680 0x0043a480 5   6    .idata  ascii   GetDC
3291 0x00036688 0x0043a488 13  14   .idata  ascii   GetClassInfoA
3292 0x00036698 0x0043a498 8   9    .idata  ascii   FillRect
3293 0x000366a4 0x0043a4a4 13  14   .idata  ascii   ExitWindowsEx
3294 0x000366b4 0x0043a4b4 16  17   .idata  ascii   DispatchMessageA
3295 0x000366c8 0x0043a4c8 13  14   .idata  ascii   DestroyWindow
3296 0x000366d8 0x0043a4d8 14  15   .idata  ascii   DefWindowProcA
3297 0x000366ea 0x0043a4ea 15  16   .idata  ascii   CallWindowProcA
3298 0x000366fc 0x0043a4fc 9   10   .idata  ascii   CharNextA
3299 0x00036708 0x0043a508 10  11   .idata  ascii   CharToOemA
3300 0x00036714 0x0043a514 12  13   .idata  ascii   kernel32.dll
3301 0x00036724 0x0043a524 5   6    .idata  ascii   Sleep
3302 0x0003672a 0x0043a52a 9   10   .idata  ascii   ole32.dll
3303 0x00036736 0x0043a536 15  16   .idata  ascii   OleUninitialize
3304 0x00036748 0x0043a548 13  14   .idata  ascii   OleInitialize
3305 0x00036758 0x0043a558 16  17   .idata  ascii   CoCreateInstance
3306 0x0003676c 0x0043a56c 14  15   .idata  ascii   CoUninitialize
3307 0x0003677e 0x0043a57e 12  13   .idata  ascii   CoInitialize
3308 0x0003678c 0x0043a58c 12  13   .idata  ascii   oleaut32.dll
3309 0x0003679c 0x0043a59c 12  13   .idata  ascii   GetErrorInfo
3310 0x000367ac 0x0043a5ac 13  14   .idata  ascii   SysFreeString
3311 0x000367ba 0x0043a5ba 12  13   .idata  ascii   oleaut32.dll
3312 0x000367ca 0x0043a5ca 19  20   .idata  ascii   SafeArrayPtrOfIndex
3313 0x000367e0 0x0043a5e0 18  19   .idata  ascii   SafeArrayGetUBound
3314 0x000367f6 0x0043a5f6 18  19   .idata  ascii   SafeArrayGetLBound
3315 0x0003680c 0x0043a60c 15  16   .idata  ascii   SafeArrayCreate
3316 0x0003681e 0x0043a61e 17  18   .idata  ascii   VariantChangeType
3317 0x00036832 0x0043a632 11  12   .idata  ascii   VariantCopy
3318 0x00036840 0x0043a640 12  13   .idata  ascii   VariantClear
3319 0x00036850 0x0043a650 11  12   .idata  ascii   VariantInit
3320 0x0003685c 0x0043a65c 11  12   .idata  ascii   shell32.dll
3321 0x0003686a 0x0043a66a 14  15   .idata  ascii   SHGetFileInfoA
3322 0x0003687c 0x0043a67c 16  17   .idata  ascii   SHFileOperationA
3323 0x0003688e 0x0043a68e 12  13   .idata  ascii   advapi32.dll
3324 0x0003689e 0x0043a69e 13  14   .idata  ascii   StartServiceA
3325 0x000368ae 0x0043a6ae 18  19   .idata  ascii   QueryServiceStatus
3326 0x000368c4 0x0043a6c4 12  13   .idata  ascii   OpenServiceA
3327 0x000368d4 0x0043a6d4 19  20   .idata  ascii   EnumServicesStatusA
3328 0x000368ea 0x0043a6ea 13  14   .idata  ascii   DeleteService
3329 0x000368fa 0x0043a6fa 14  15   .idata  ascii   CreateServiceA
3330 0x0003690c 0x0043a70c 14  15   .idata  ascii   ControlService
3331 0x0003691e 0x0043a71e 18  19   .idata  ascii   CloseServiceHandle
3332 0x00036932 0x0043a732 11  12   .idata  ascii   wsock32.dll
3333 0x00036940 0x0043a740 10  11   .idata  ascii   WSACleanup
3334 0x0003694e 0x0043a74e 10  11   .idata  ascii   WSAStartup
3335 0x0003695c 0x0043a75c 15  16   .idata  ascii   WSAGetLastError
3336 0x0003696e 0x0043a76e 21  22   .idata  ascii   WSACancelAsyncRequest
3337 0x00036986 0x0043a786 21  22   .idata  ascii   WSAAsyncGetServByName
3338 0x0003699e 0x0043a79e 21  22   .idata  ascii   WSAAsyncGetHostByName
3339 0x000369b6 0x0043a7b6 14  15   .idata  ascii   WSAAsyncSelect
3340 0x000369c8 0x0043a7c8 13  14   .idata  ascii   getservbyname
3341 0x000369d8 0x0043a7d8 13  14   .idata  ascii   gethostbyname
3342 0x000369e8 0x0043a7e8 6   7    .idata  ascii   socket
3343 0x000369f2 0x0043a7f2 8   9    .idata  ascii   shutdown
3344 0x000369fe 0x0043a7fe 4   5    .idata  ascii   send
3345 0x00036a06 0x0043a806 4   5    .idata  ascii   recv
3346 0x00036a0e 0x0043a80e 5   6    .idata  ascii   ntohs
3347 0x00036a16 0x0043a816 6   7    .idata  ascii   listen
3348 0x00036a20 0x0043a820 11  12   .idata  ascii   ioctlsocket
3349 0x00036a2e 0x0043a82e 9   10   .idata  ascii   inet_ntoa
3350 0x00036a3a 0x0043a83a 9   10   .idata  ascii   inet_addr
3351 0x00036a46 0x0043a846 5   6    .idata  ascii   htons
3352 0x00036a4e 0x0043a84e 11  12   .idata  ascii   getsockname
3353 0x00036a5c 0x0043a85c 7   8    .idata  ascii   connect
3354 0x00036a66 0x0043a866 11  12   .idata  ascii   closesocket
3355 0x00036a74 0x0043a874 4   5    .idata  ascii   bind
3356 0x00036a7a 0x0043a87a 12  13   .idata  ascii   Kernel32.dll
3357 0x00036a8a 0x0043a88a 16  17   .idata  ascii   GetLongPathNameA
3358 0x00036e0b 0x0043d00b 11  12   .reloc  ascii   0(0@0T0`0p0
3359 0x00036e2d 0x0043d02d 13  14   .reloc  ascii   05191=1U1d1h1
3360 0x00036e65 0x0043d065 25  26   .reloc  ascii   2&2.262>2F2N2V2^2f2n2v2~2
3361 0x00036ea5 0x0043d0a5 15  16   .reloc  ascii   3J3R3Z3b3j3r3z3
3362 0x00036ec5 0x0043d0c5 5   6    .reloc  ascii   6P7f7
3363 0x00036ed7 0x0043d0d7 5   6    .reloc  ascii   9>;z;
3364 0x00036ef1 0x0043d0f1 15  16   .reloc  ascii   <,<2<@<F<N<`<p<
3365 0x00036f19 0x0043d119 15  16   .reloc  ascii   =$=:=@=H=R=n=y=
3366 0x00036f2d 0x0043d12d 7   8    .reloc  ascii   >#>->~>
3367 0x00036f4b 0x0043d14b 17  18   .reloc  ascii   061?1H1S1\1c1r1y1
3368 0x00036f69 0x0043d169 9   10   .reloc  ascii   2D3N3i3r3
3369 0x00036f79 0x0043d179 7   8    .reloc  ascii   4)414d4
3370 0x00036f8d 0x0043d18d 19  20   .reloc  ascii   5\e5"5'505I5R5p5v5~5
3371 0x00036faf 0x0043d1af 7   8    .reloc  ascii   6(6H6g6
3372 0x00036fc1 0x0043d1c1 9   10   .reloc  ascii   777G7M7U7
3373 0x00036fd5 0x0043d1d5 15  16   .reloc  ascii   7P8X8`8f8l8t8z8
3374 0x00036ff5 0x0043d1f5 9   10   .reloc  ascii   :\e:#:L:w:
3375 0x00037003 0x0043d203 7   8    .reloc  ascii   :>;S;`;
3376 0x0003700b 0x0043d20b 7   8    .reloc  ascii   ;V>^>z>
3377 0x0003702b 0x0043d22b 7   8    .reloc  ascii   1$1t1{1
3378 0x00037035 0x0043d235 5   6    .reloc  ascii   1R2r2
3379 0x00037051 0x0043d251 7   8    .reloc  ascii   7%717z9
3380 0x00037061 0x0043d261 7   8    .reloc  ascii   :*:?:y:
3381 0x00037075 0x0043d275 9   10   .reloc  ascii   ?(?6?J?~?
3382 0x00037090 0x0043d290 10  11   .reloc  ascii   \a040=0o0x0
3383 0x000370ab 0x0043d2ab 7   8    .reloc  ascii   252<2\2
3384 0x000370b7 0x0043d2b7 7   8    .reloc  ascii   2C4k4r4
3385 0x000370c7 0x0043d2c7 5   6    .reloc  ascii   4"5:5
3386 0x000370d5 0x0043d2d5 5   6    .reloc  ascii   6\b6\r6
3387 0x000370dd 0x0043d2dd 5   6    .reloc  ascii   6"6-6
3388 0x000370f1 0x0043d2f1 15  16   .reloc  ascii   7'7/757C7^7s7}7
3389 0x0003710d 0x0043d30d 9   10   .reloc  ascii   8L8U8Z8}8
3390 0x0003711d 0x0043d31d 5   6    .reloc  ascii   8A:]:
3391 0x0003712f 0x0043d32f 7   8    .reloc  ascii   3'3.474
3392 0x00037137 0x0043d337 11  12   .reloc  ascii   ;A<Q<0>N>l>
3393 0x00037159 0x0043d359 5   6    .reloc  ascii   0I1Z1
3394 0x0003718f 0x0043d38f 21  22   .reloc  ascii   8$8(8.85898S8\8e8q8{8
3395 0x000371b5 0x0043d3b5 9   10   .reloc  ascii   9D9R9W9p9
3396 0x000371d7 0x0043d3d7 15  16   .reloc  ascii   :;:G:T:f:n:v:~:
3397 0x0003720d 0x0043d40d 25  26   .reloc  ascii   ;&;.;6;>;F;N;V;^;f;n;v;~;
3398 0x0003724d 0x0043d44d 25  26   .reloc  ascii   <&<.<6<><F<N<V<^<f<n<v<~<
3399 0x0003728d 0x0043d48d 25  26   .reloc  ascii   =&=.=6=>=F=N=V=^=f=n=v=~=
3400 0x000372cd 0x0043d4cd 25  26   .reloc  ascii   >&>.>6>>>F>N>V>^>f>n>v>~>
3401 0x0003730d 0x0043d50d 19  20   .reloc  ascii   ?&?.?6?>?F?N?V?^?f?
3402 0x0003732c 0x0043d52c 16  17   .reloc  ascii   /0;0H0Z0`0h0p0x0
3403 0x00037363 0x0043d563 25  26   .reloc  ascii   1 1(10181@1H1P1X1`1h1p1x1
3404 0x000373a3 0x0043d5a3 25  26   .reloc  ascii   2 2(20282@2H2P2X2`2h2p2x2
3405 0x000373e3 0x0043d5e3 19  20   .reloc  ascii   3 3(30383@3H3W3c3p3
3406 0x00037417 0x0043d617 25  26   .reloc  ascii   4 4@4H4L4P4T4X4\4`4d4h4t4
3407 0x0003744f 0x0043d64f 5   6    .reloc  ascii   5\b5\f5
3408 0x00037459 0x0043d659 23  24   .reloc  ascii   5,5L5T5X5\5`5d5h5l5p5t5
3409 0x0003748b 0x0043d68b 5   6    .reloc  ascii   6\b6\f6
3410 0x00037497 0x0043d697 23  24   .reloc  ascii   6 6$6<6\6d6h6l6p6t6x6|6
3411 0x000374d1 0x0043d6d1 27  28   .reloc  ascii   7 7$7(7,70747D7d7l7p7t7x7|7
3412 0x0003750d 0x0043d70d 27  28   .reloc  ascii   8 8$8(8,8084888<8@8P8p8x8|8
3413 0x0003754d 0x0043d74d 25  26   .reloc  ascii   9 9(9,9094989<9@9D9H9X9x9
3414 0x0003758f 0x0043d78f 23  24   .reloc  ascii   :0:8:<:@:D:H:L:P:T:X:l:
3415 0x000375c7 0x0043d7c7 5   6    .reloc  ascii   ;\b;\f;
3416 0x000375cf 0x0043d7cf 23  24   .reloc  ascii   ;$;D;L;P;T;X;\;`;d;h;l;
3417 0x00037603 0x0043d803 5   6    .reloc  ascii   <\b<\f<
3418 0x0003760f 0x0043d80f 25  26   .reloc  ascii   < <4<T<\<`<d<h<l<p<t<x<|<
3419 0x00037645 0x0043d845 25  26   .reloc  ascii   = =$=(=,=0=4=8=L=l=t=x=|=
3420 0x00037685 0x0043d885 11  12   .reloc  ascii   >(>5>=>X>x>
3421 0x000376a9 0x0043d8a9 5   6    .reloc  ascii   ?\b?\f?
3422 0x000376af 0x0043d8af 27  28   .reloc  ascii   ?(?4?8?T?\?`?d?h?l?p?t?x?|?
3423 0x000376db 0x0043d8db 17  18   .reloc  ascii   4%555@5M5R5\5l5w5
3424 0x000376f1 0x0043d8f1 9   10   .reloc  ascii   6%616H6T6
3425 0x0003770d 0x0043d90d 13  14   .reloc  ascii   =i?m?q?u?y?}?
3426 0x00037749 0x0043d949 5   6    .reloc  ascii   3%3-3
3427 0x0003775b 0x0043d95b 7   8    .reloc  ascii   3)5f6{6
3428 0x00037769 0x0043d969 7   8    .reloc  ascii   8I:c:m:
3429 0x00037788 0x0043d988 4   5    .reloc  ascii    0q0
3430 0x00037795 0x0043d995 5   6    .reloc  ascii   1\t2[2
3431 0x0003779d 0x0043d99d 19  20   .reloc  ascii   3#3`3d3h3l3p3t3x3|3
3432 0x000377c5 0x0043d9c5 7   8    .reloc  ascii   4$585L5
3433 0x000377e1 0x0043d9e1 7   8    .reloc  ascii   7\v8?8R8
3434 0x000377f3 0x0043d9f3 7   8    .reloc  ascii   959A9e9
3435 0x00037819 0x0043da19 11  12   .reloc  ascii   >(>K>z>+?G?
3436 0x00037839 0x0043da39 7   8    .reloc  ascii   0+0=0U0
3437 0x00037855 0x0043da55 5   6    .reloc  ascii   2(2v3
3438 0x00037863 0x0043da63 9   10   .reloc  ascii   4+505J5o5
3439 0x00037871 0x0043da71 9   10   .reloc  ascii   5\v6'6F6X6
3440 0x00037885 0x0043da85 5   6    .reloc  ascii   7=7]7
3441 0x0003788d 0x0043da8d 11  12   .reloc  ascii   7$8=8J8c8r8
3442 0x000378a5 0x0043daa5 9   10   .reloc  ascii   :4:H:Q:\t;
3443 0x000378af 0x0043daaf 5   6    .reloc  ascii   ;];x;
3444 0x000378b9 0x0043dab9 5   6    .reloc  ascii   ;:<i<
3445 0x000378cb 0x0043dacb 11  12   .reloc  ascii   >&>->@>X>w>
3446 0x000378df 0x0043dadf 5   6    .reloc  ascii   ?'?;?
3447 0x000378f0 0x0043daf0 4   5    .reloc  ascii   60g0
3448 0x000378f7 0x0043daf7 5   6    .reloc  ascii   0R1d1
3449 0x00037901 0x0043db01 5   6    .reloc  ascii   1#2O2
3450 0x00037919 0x0043db19 33  34   .reloc  ascii   3\e3!3&3,31373>3D3I3O3T3Z3a3g3r3z3
3451 0x00037957 0x0043db57 11  12   .reloc  ascii   4$454@4E4~4
3452 0x00037969 0x0043db69 5   6    .reloc  ascii   5Y5w5
3453 0x00037977 0x0043db77 13  14   .reloc  ascii   6-7A7g7{749{9
3454 0x0003798d 0x0043db8d 17  18   .reloc  ascii   :(:2:D:Y:d:i:n:{:
3455 0x000379ab 0x0043dbab 7   8    .reloc  ascii   ;#;@;R;
3456 0x000379bb 0x0043dbbb 13  14   .reloc  ascii   <\r<(<;<N<W<r<
3457 0x000379d9 0x0043dbd9 7   8    .reloc  ascii   =1=O=q=
3458 0x000379f1 0x0043dbf1 5   6    .reloc  ascii   >4>A>
3459 0x000379f9 0x0043dbf9 9   10   .reloc  ascii   ?P?W?f?m?
3460 0x00037a63 0x0043dc63 5   6    .reloc  ascii   6\b6\f6
3461 0x00037a6f 0x0043dc6f 45  46   .reloc  ascii   6 6$6(6,6064686<6@6D6H6L6P6T6X6\6`6d6h6p6t6|6
3462 0x00037ad1 0x0043dcd1 33  34   .reloc  ascii   7$7(70747<7@7H7L7T7X7`7d7l7p7x7|7
3463 0x00037b1d 0x0043dd1d 5   6    .reloc  ascii   8\b8\f8
3464 0x00037b25 0x0043dd25 23  24   .reloc  ascii   8 8$8,80888<8D8H8W8c8n8
3465 0x00037b5b 0x0043dd5b 21  22   .reloc  ascii   9 9*959?9J9T9^9h9r9|9
3466 0x00037b85 0x0043dd85 13  14   .reloc  ascii   :\b:\r:3:W:c:p:
3467 0x00037bad 0x0043ddad 13  14   .reloc  ascii   ; ;2;:;B;J;R;
3468 0x00037bbf 0x0043ddbf 7   8    .reloc  ascii   ;"<X<e<
3469 0x00037bcd 0x0043ddcd 7   8    .reloc  ascii   <0===f=
3470 0x00037bdb 0x0043dddb 5   6    .reloc  ascii   >(>]>
3471 0x00037be3 0x0043dde3 5   6    .reloc  ascii   >\v?=?
3472 0x00037c07 0x0043de07 27  28   .reloc  ascii   0!0'0,070=0B0M0S0X0c0i0n0y0
3473 0x00037c4f 0x0043de4f 25  26   .reloc  ascii   1)1/141?1E1J1U1[1`1k1q1v1
3474 0x00037c87 0x0043de87 11  12   .reloc  ascii   3&3V3Z3^3v3
3475 0x00037cc5 0x0043dec5 17  18   .reloc  ascii   4\b4 484<4P4p4x4|4
3476 0x00037cfb 0x0043defb 23  24   .reloc  ascii   585@5D5H5L5P5T5X5\5`5|5
3477 0x00037d29 0x0043df29 5   6    .reloc  ascii   6\b6\f6
3478 0x00037d35 0x0043df35 21  22   .reloc  ascii   6 6$6(6D6d6l6p6t6x6|6
3479 0x00037d69 0x0043df69 23  24   .reloc  ascii   70787<7@7D7H7L7P7T7X7x7
3480 0x00037d99 0x0043df99 5   6    .reloc  ascii   8\b8\f8
3481 0x00037da5 0x0043dfa5 19  20   .reloc  ascii   8 8$8D8d8l8p8t8x8|8
3482 0x00037dd7 0x0043dfd7 9   10   .reloc  ascii   9#929I9{9
3483 0x00037de9 0x0043dfe9 7   8    .reloc  ascii   :":9:k:
3484 0x00037dfb 0x0043dffb 5   6    .reloc  ascii   ;);V;
3485 0x00037e07 0x0043e007 9   10   .reloc  ascii   <3<B<Y<h<
3486 0x00037e21 0x0043e021 7   8    .reloc  ascii   =@=O=f=
3487 0x00037e2b 0x0043e02b 9   10   .reloc  ascii   >*>a>o>~>
3488 0x00037e41 0x0043e041 5   6    .reloc  ascii   134A4
3489 0x00037e4b 0x0043e04b 5   6    .reloc  ascii   5<5a5
3490 0x00037e57 0x0043e057 5   6    .reloc  ascii   5 6E6
3491 0x00037e93 0x0043e093 5   6    .reloc  ascii   :H:~:
3492 0x00037e9b 0x0043e09b 35  36   .reloc  ascii   : ;?;C;G;K;O;S;W;[;_;c;g;k;o;s;w;{;
3493 0x00037ecb 0x0043e0cb 17  18   .reloc  ascii   ;(<c=g=k=o=s=w={=
3494 0x00037f08 0x0043e108 4   5    .reloc  ascii   <0h0
3495 0x00037f4f 0x0043e14f 5   6    .reloc  ascii   314s4
3496 0x00037f57 0x0043e157 7   8    .reloc  ascii   425K5f5
3497 0x00037f61 0x0043e161 5   6    .reloc  ascii   6\a6\v6
3498 0x00037f6f 0x0043e16f 31  32   .reloc  ascii   6#6'6+6/63676;6?6C6G6K6O6S6W6p6
3499 0x00037f8f 0x0043e18f 45  46   .reloc  ascii   6'8+8/83878;8?8C8G8K8O8S8W8[8_8c8g8k8o8s8w8{8
3500 0x00037fbd 0x0043e1bd 5   6    .reloc  ascii   8-:Q:
3501 0x00037fc5 0x0043e1c5 7   8    .reloc  ascii   :6;O;g;
3502 0x00037fe9 0x0043e1e9 17  18   .reloc  ascii   <"<&<*<.<2<6<:<I<
3503 0x0003802d 0x0043e22d 13  14   .reloc  ascii   =&>=>T>k>-?Q?
3504 0x00038048 0x0043e248 6   7    .reloc  ascii   >0W0p0
3505 0x00038059 0x0043e259 5   6    .reloc  ascii   1\b1\f1
3506 0x00038065 0x0043e265 23  24   .reloc  ascii   1 1$1(1,1014181<1@1D1X1
3507 0x0003809b 0x0043e29b 5   6    .reloc  ascii   3\t3\r3
3508 0x000380a7 0x0043e2a7 13  14   .reloc  ascii   3!3j3r4v4z4~4
3509 0x000380eb 0x0043e2eb 31  32   .reloc  ascii   7D8H8L8P8T8X8\8`8d8h8l8p8t8x8|8
3510 0x00038123 0x0043e323 35  36   .reloc  ascii   :#:':+:/:3:7:;:?:C:G:K:O:S:W:[:_:c:
3511 0x00038183 0x0043e383 5   6    .reloc  ascii   >;>M>
3512 0x000381e7 0x0043e3e7 7   8    .reloc  ascii   2$3A3y3
3513 0x000381f3 0x0043e3f3 7   8    .reloc  ascii   3,4b4~4
3514 0x00038227 0x0043e427 5   6    .reloc  ascii   4\a7\v7
3515 0x00038235 0x0043e435 33  34   .reloc  ascii   7#7'7+7/73777;7?7C7G7K7O7S7W7[7/9
3516 0x0003825d 0x0043e45d 7   8    .reloc  ascii   :!:U:n:
3517 0x00038269 0x0043e469 5   6    .reloc  ascii   :.;K;
3518 0x000382a3 0x0043e4a3 41  42   .reloc  ascii   >!>%>)>->1>5>9>=>A>E>I>M>Q>U>Y>]>a>e>i>m>
3519 0x000382df 0x0043e4df 5   6    .reloc  ascii   1+2z2
3520 0x000382e7 0x0043e4e7 7   8    .reloc  ascii   2<7[7s7
3521 0x000382f3 0x0043e4f3 5   6    .reloc  ascii   8$868
3522 0x00038303 0x0043e503 5   6    .reloc  ascii   9*9/9
3523 0x00038309 0x0043e509 5   6    .reloc  ascii   :b:o:
3524 0x00038325 0x0043e525 9   10   .reloc  ascii   <O<^<k<v<
3525 0x00038337 0x0043e537 19  20   .reloc  ascii   <+=7=C=M=S=]=h=r=|=
3526 0x00038373 0x0043e573 17  18   .reloc  ascii   >&>8>H>P>X>`>o>{>
3527 0x000383a1 0x0043e5a1 27  28   .reloc  ascii   ? ?$?(?,?0?4?8?<?@?T?`?t?|?
3528 0x000383e3 0x0043e5e3 21  22   .reloc  ascii   1\a222B2M2R2]2b2m2r2}2
3529 0x00038405 0x0043e605 7   8    .reloc  ascii   3M4Z4m4
