[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4606 0x0003f90d 0x0044070d 4   5    .data   ascii   fCr4
4607 0x0003f926 0x00440726 4   5    .data   ascii   bBiH
4608 0x0003f92f 0x0044072f 4   5    .data   ascii   $L3g
4609 0x0003f953 0x00440753 5   7    .data   utf8    EÒ\b<P blocks=Basic Latin,Latin-1 Supplement
4610 0x0003f971 0x00440771 5   7    .data   utf8    KӠ)c6 blocks=Basic Latin,Cyrillic
4611 0x0003f9f7 0x004407f7 4   5    .data   ascii   '?dq
4612 0x0003fa48 0x00440848 10  15   .data   utf8    hf+7\a<ڈ)Ե˯ blocks=Basic Latin,Arabic,Armenian,Spacing Modifier Letters
4613 0x0003fa5c 0x0044085c 4   5    .data   ascii    ?pu
4614 0x0003fa67 0x00440867 4   6    .data   utf8    Ųg]\n blocks=Latin Extended-A,Basic Latin
4615 0x0003fa86 0x00440886 4   5    .data   ascii   iL\vX
4616 0x0003fb14 0x00440914 5   6    .data   ascii   |1vM5
4617 0x0003fb2f 0x0044092f 4   7    .data   utf8    nЁ9Љ blocks=Basic Latin,Cyrillic
4618 0x0003fb87 0x00440987 4   5    .data   ascii   KX$^
4619 0x0003fb8d 0x0044098d 4   5    .data   ascii   b=,c
4620 0x0003fb93 0x00440993 9   11   .data   utf8    ɆEprBp\b\e\n blocks=Latin Extended-B,Basic Latin
4621 0x0003fc0b 0x00440a0b 5   6    .data   ascii   $BdnV
4622 0x0003fc1a 0x00440a1a 7   8    .data   ascii   78th{?z
4623 0x0003fc58 0x00440a58 4   6    .data   utf8    I]ݜN blocks=Basic Latin,Arabic Supplement
4624 0x0003fc83 0x00440a83 4   5    .data   ascii   lO`X
4625 0x0003fc90 0x00440a90 4   5    .data   ascii   }7*r
4626 0x0003fc97 0x00440a97 5   6    .data   ascii   k5!HR
4627 0x0003fcc4 0x00440ac4 5   6    .data   ascii   k0lwV
4628 0x0003fcdf 0x00440adf 7   8    .data   ascii   alDXsn6
4629 0x0003fcef 0x00440aef 4   6    .data   utf8    w'\nԡ blocks=Basic Latin,Cyrillic Supplement
4630 0x0003fd1a 0x00440b1a 6   9    .data   utf8    }QԊ ۷| blocks=Basic Latin,Cyrillic Supplement,Arabic
4631 0x0003fd2d 0x00440b2d 7   8    .data   ascii   Q a1p\tY
4632 0x0003fdb2 0x00440bb2 4   5    .data   ascii   7y25
4633 0x0003fdd9 0x00440bd9 4   6    .data   utf8    UнVI blocks=Basic Latin,Cyrillic
4634 0x0003fe76 0x00440c76 7   10   .data   utf8    R}[͠ڟt| blocks=Basic Latin,Combining Diacritical Marks,Arabic
4635 0x0003feb0 0x00440cb0 7   8    .data   ascii   y5RHj<n
4636 0x0003fecc 0x00440ccc 4   5    .data   ascii   Qdo|
4637 0x0003fee0 0x00440ce0 4   5    .data   ascii   PS,.
4638 0x0003ff2c 0x00440d2c 4   5    .data   ascii   @kQ'
4639 0x0003ff40 0x00440d40 4   5    .data   ascii   lNPL
4640 0x0004003d 0x00440e3d 4   5    .data   ascii   7x$^
4641 0x00040057 0x00440e57 6   7    .data   ascii   TjQW<%
4642 0x00040062 0x00440e62 4   5    .data   ascii   n)y+
4643 0x00040073 0x00440e73 5   6    .data   ascii   "V=`y
4644 0x0004008f 0x00440e8f 5   6    .data   ascii   4&TSm
4645 0x000401a7 0x00440fa7 4   6    .data   utf8    -ۉmT blocks=Basic Latin,Arabic
4646 0x000401b1 0x00440fb1 9   12   .data   utf8    *꒤q] TS]o blocks=Basic Latin,Yi Radicals
4647 0x000401c6 0x00440fc6 4   5    .data   ascii   \e053
4648 0x0004026d 0x0044106d 4   5    .data   ascii   a=\tw
4649 0x00040277 0x00441077 4   7    .data   utf8    skڨɿ blocks=Basic Latin,Arabic,IPA Extensions
4650 0x0004029d 0x0044109d 5   6    .data   ascii   Q}3u=
4651 0x000402a7 0x004410a7 8   10   .data   utf8    t6f·t6"M blocks=Basic Latin,Greek and Coptic
4652 0x000402c2 0x004410c2 5   8    .data   utf8    ż.ԃ|' blocks=Latin Extended-A,Basic Latin,Cyrillic Supplement
4653 0x000402f0 0x004410f0 4   5    .data   ascii   [q7]
4654 0x000402f5 0x004410f5 4   5    .data   ascii   CwDs
4655 0x00040302 0x00441102 4   5    .data   ascii   $p] 
4656 0x0004036a 0x0044116a 4   6    .data   utf8    'ۼ\6 blocks=Basic Latin,Arabic
4657 0x0004038f 0x0044118f 4   6    .data   utf8    F_%ͧ blocks=Basic Latin,Combining Diacritical Marks
4658 0x0004039e 0x0044119e 5   6    .data   ascii   cm?xe
4659 0x0004042f 0x0044122f 4   5    .data   ascii   SPy\e
4660 0x0004044e 0x0044124e 4   5    .data   ascii   <jPk
4661 0x000404c6 0x004412c6 6   7    .data   ascii   1`z4cP
4662 0x000404f9 0x004412f9 5   6    .data   ascii   +}L>"
4663 0x00040508 0x00441308 5   7    .data   utf8    G[MׇO blocks=Basic Latin,Hebrew
4664 0x00040583 0x00441383 5   6    .data   ascii   nh{3o
4665 0x000405ea 0x004413ea 7   9    .data   utf8    .(PàLFm blocks=Basic Latin,Latin-1 Supplement
4666 0x00040610 0x00441410 5   7    .data   utf8    z5%4Ԕ blocks=Basic Latin,Cyrillic Supplement
4667 0x000406b2 0x004414b2 6   7    .data   ascii   Cur+.h
4668 0x000406ce 0x004414ce 4   7    .data   utf8    @p| blocks=Private Use Area,Basic Latin
4669 0x00040703 0x00441503 4   5    .data   ascii   ZH@z
4670 0x00040708 0x00441508 5   7    .data   utf8    DhaC˱ blocks=Basic Latin,Spacing Modifier Letters
4671 0x00040738 0x00441538 4   6    .data   utf8    ũG!i blocks=Latin Extended-A,Basic Latin
4672 0x00040771 0x00441571 4   6    .data   utf8    KYtA
4673 0x0004077b 0x0044157b 5   8    .data   utf8    |`t셼F blocks=Basic Latin,Hangul Syllables
4674 0x00040795 0x00441595 6   7    .data   ascii   un.;\tR
4675 0x000407d3 0x004415d3 4   5    .data   ascii   \r_94
4676 0x00040817 0x00441617 5   6    .data   ascii   1t2fN
4677 0x000408c0 0x004416c0 4   5    .data   ascii   gA$n
4678 0x000408c9 0x004416c9 4   5    .data   ascii   >'(-
4679 0x00040989 0x00441789 8   9    .data   ascii   &\v^d.5i?
4680 0x000409e2 0x004417e2 7   10   .data   utf8    ]C㘞W\bMS blocks=Basic Latin,CJK Unified Ideographs Extension A
4681 0x00040a21 0x00441821 4   6    .data   utf8    B7"Ԍ blocks=Basic Latin,Cyrillic Supplement
4682 0x00040a8e 0x0044188e 5   6    .data   ascii   \e~ba+
4683 0x00040aad 0x004418ad 4   6    .data   utf8    A3̅* blocks=Basic Latin,Combining Diacritical Marks
4684 0x00040ab6 0x004418b6 9   10   .data   ascii   z&lw%&`,T
4685 0x00040ad6 0x004418d6 5   6    .data   ascii   w.\e \v
4686 0x00040ae5 0x004418e5 4   6    .data   utf8    Bҁvn blocks=Basic Latin,Cyrillic
4687 0x00040b17 0x00441917 5   6    .data   ascii   1~RXy
4688 0x00040b70 0x00441970 6   7    .data   ascii   \e'wjgh
4689 0x00040bb6 0x004419b6 4   5    .data   ascii   <'{5
4690 0x00040bbe 0x004419be 5   6    .data   ascii   8Ty-0
4691 0x00040bda 0x004419da 5   6    .data   ascii   7@2y[
4692 0x00040c29 0x00441a29 6   9    .data   utf8    8 r옥p> blocks=Basic Latin,Hangul Syllables
4693 0x00040c4a 0x00441a4a 4   5    .data   ascii   ak= 
4694 0x00040d04 0x00441b04 4   5    .data   ascii   ~u]+
4695 0x00040d11 0x00441b11 4   5    .data   ascii   #<wd
4696 0x00040d21 0x00441b21 5   7    .data   utf8    DNځ'l blocks=Basic Latin,Arabic
4697 0x00040d2a 0x00441b2a 7   8    .data   ascii   cTZN5VN
4698 0x00040d77 0x00441b77 4   5    .data   ascii   "K)P
4699 0x00040d7f 0x00441b7f 5   6    .data   ascii   ]F"O8
4700 0x00040d8b 0x00441b8b 4   5    .data   ascii   TUo@
4701 0x00040dbe 0x00441bbe 4   5    .data   ascii   k\vA>
4702 0x00040dcc 0x00441bcc 5   6    .data   ascii   V\f<{y
4703 0x00040ddd 0x00441bdd 5   6    .data   ascii   &r(^\r
4704 0x00040e06 0x00441c06 4   5    .data   ascii   H`Y\
4705 0x00040e2f 0x00441c2f 5   6    .data   ascii   L8Fe9
4706 0x00040f63 0x00441d63 17  18   .data   ascii   /~u10juD0WuX0&uq0
4707 0x00040f95 0x00441d95 5   6    .data   ascii   ta1#u
4708 0x00040fa5 0x00441da5 7   8    .data   ascii   s&2^s-2
4709 0x00040fc1 0x00441dc1 9   10   .data   ascii   rI3\vs~3!s
4710 0x00040fd5 0x00441dd5 5   6    .data   ascii   r\f4ry
4711 0x00040fdb 0x00441ddb 7   8    .data   ascii   4yyP44y
4712 0x00040ff3 0x00441df3 5   6    .data   ascii   5%xz5
4713 0x00040fff 0x00441dff 5   6    .data   ascii   5mx\a6
4714 0x0004101b 0x00441e1b 5   6    .data   ascii   6=w:7
4715 0x00041025 0x00441e25 5   6    .data   ascii   vv7Lv
4716 0x00041033 0x00441e33 5   6    .data   ascii   7w}+8
4717 0x00041039 0x00441e39 13  14   .data   ascii   }98O}T8V}e8x}
4718 0x0004105b 0x00441e5b 9   10   .data   ascii   9O|B9)|p9
4719 0x000410aa 0x00441eaa 5   7    .data   utf8    T;ƀ^; blocks=Basic Latin,Latin Extended-B
4720 0x000410c1 0x00441ec1 7   8    .data   ascii   yG<Uyz<
4721 0x000410cb 0x00441ecb 15  16   .data   ascii   <*z!=OzZ=6z\=\r{
4722 0x000410f1 0x00441ef1 7   8    .data   ascii   {%>Y{2>
4723 0x00041111 0x00441f11 5   6    .data   ascii   |v?!|
4724 0x0004112f 0x00441f2f 7   8    .data   ascii   1xv%1Xv
4725 0x00041145 0x00441f45 13  14   .data   ascii   w'2LwC2@wk2\nw
4726 0x0004115d 0x00441f5d 7   8    .data   ascii   v\v3ox!3
4727 0x0004116d 0x00441f6d 9   10   .data   ascii   q74Xqh4(q
4728 0x0004118f 0x00441f8f 5   6    .data   ascii   5{p05
4729 0x00041195 0x00441f95 5   6    .data   ascii   pf5#q
4730 0x000411af 0x00441faf 11  12   .data   ascii   6%t)7jr;7Sr
4731 0x000411c5 0x00441fc5 5   6    .data   ascii   }t8\e~
4732 0x000411cb 0x00441fcb 5   6    .data   ascii   8h|]9
4733 0x000411e6 0x00441fe6 4   5    .data   ascii   ";A~
4734 0x000411fd 0x00441ffd 5   6    .data   ascii   y`<]y
4735 0x00041227 0x00442027 5   6    .data   ascii   ?qzB?
4736 0x0004124d 0x0044204d 11  12   .data   ascii   u,0CuL0lup0
4737 0x0004126b 0x0044206b 15  16   .data   ascii   0xt+1WtH1JtY1\fw
4738 0x000412a1 0x004420a1 5   6    .data   ascii   od6\vp
4739 0x000412a9 0x004420a9 5   6    .data   ascii   o~7\aq
4740 0x000412c5 0x004420c5 5   6    .data   ascii   |b;a|
4741 0x000412db 0x004420db 7   8    .data   ascii   <QzQ=\v{
4742 0x000412e3 0x004420e3 5   6    .data   ascii   =Dw[>
4743 0x000412fd 0x004420fd 5   6    .data   ascii   ub0mu
4744 0x0004130b 0x0044210b 5   6    .data   ascii   2ysW2
4745 0x00041311 0x00442111 7   8    .data   ascii   se2Gs\b3
4746 0x00041319 0x00442119 11  12   .data   ascii   t~3It\f4dqN4
4747 0x00041327 0x00442127 5   6    .data   ascii   4:q[5
4748 0x00041333 0x00442133 5   6    .data   ascii   5Or\b6
4749 0x0004135b 0x0044215b 5   6    .data   ascii   7f}k8
4750 0x0004136d 0x0044216d 9   10   .data   ascii   ~59E~Z9+~
4751 0x0004138f 0x0044218f 9   10   .data   ascii   ;a{\e<py'<
4752 0x000413af 0x004421af 9   10   .data   ascii   =dw;>WwB>
4753 0x000413c1 0x004421c1 5   6    .data   ascii   vE?zv
4754 0x000413d0 0x004421d0 8   9    .data   ascii   JuL0kup0
4755 0x000413ed 0x004421ed 5   6    .data   ascii   s.2\nt
4756 0x00041403 0x00442203 5   6    .data   ascii   3dr{4
4757 0x00041417 0x00442217 5   6    .data   ascii   6\oW7
4758 0x00041423 0x00442223 9   10   .data   ascii   8&}s9\f|>:
4759 0x0004142d 0x0044222d 5   6    .data   ascii   {n:G{
4760 0x00041433 0x00442233 5   6    .data   ascii   :~z\r;
4761 0x0004144b 0x0044224b 5   6    .data   ascii   =rxq=
4762 0x0004147d 0x0044227d 5   6    .data   ascii   vZ1"w
4763 0x00041487 0x00442287 7   8    .data   ascii   1ZwO2sx
4764 0x0004149b 0x0044229b 5   6    .data   ascii   3}y-4
4765 0x000414a7 0x004422a7 5   6    .data   ascii   5\zD5
4766 0x000414af 0x004422af 5   6    .data   ascii   5x{Y6
4767 0x000414bd 0x004422bd 5   6    .data   ascii   |E7F|
4768 0x000414d7 0x004422d7 7   8    .data   ascii   9qo":\ap
4769 0x000414e3 0x004422e3 5   6    .data   ascii   ;cp0;
4770 0x000414f9 0x004422f9 5   6    .data   ascii   q]<%q
4771 0x000414ff 0x004422ff 5   6    .data   ascii   <^q&=
4772 0x0004151d 0x0044231d 5   6    .data   ascii   sq>"s
4773 0x00041541 0x00442341 9   10   .data   ascii   t@?Ct|?\tt
4774 0x00041560 0x00442360 12  13   .data   ascii   ^uQ0.uc0#um0
4775 0x0004157f 0x0044237f 5   6    .data   ascii   0sv\f1
4776 0x000415ab 0x004423ab 11  12   .data   ascii   3kv83cv33\rw
4777 0x000415c9 0x004423c9 7   8    .data   ascii   y>4EyN4
4778 0x000415d7 0x004423d7 5   6    .data   ascii   55x^5
4779 0x000415dd 0x004423dd 9   10   .data   ascii   y;6L{B6Z{
4780 0x00041621 0x00442421 7   8    .data   ascii   l%9xl[9
4781 0x0004163d 0x0044243d 7   8    .data   ascii   l/:Do_:
4782 0x0004164b 0x0044244b 11  12   .data   ascii   :9nL;[n|;,n
4783 0x00041661 0x00442461 7   8    .data   ascii   qD<Uqw<
4784 0x00041687 0x00442487 5   6    .data   ascii   =vs>>
4785 0x00041693 0x00442493 5   6    .data   ascii   >Tp\v?
4786 0x000416ab 0x004424ab 5   6    .data   ascii   0buE0
4787 0x000416c5 0x004424c5 11  12   .data   ascii   vJ1mvg1\vm1
4788 0x000416e1 0x004424e1 11  12   .data   ascii   sF2]sQ23s\2
4789 0x00041701 0x00442501 5   6    .data   ascii   tv3\rt
4790 0x0004173d 0x0044253d 9   10   .data   ascii   wH6Fwn6\nw
4791 0x00041767 0x00442567 9   10   .data   ascii   8`mM8*mn8
4792 0x00041775 0x00442575 5   6    .data   ascii   l\t9bl
4793 0x000417ab 0x004425ab 5   6    .data   ascii   <iqH<
4794 0x000417b5 0x004425b5 7   8    .data   ascii   qj<rqz<
4795 0x000417d5 0x004425d5 13  14   .data   ascii   pK=XpP=cp\=Cp
4796 0x00041827 0x00442627 13  14   .data   ascii   ?qn!?sn4?VnJ?
4797 0x00041835 0x00442635 7   8    .data   ascii   nR?qna?
4798 0x00041863 0x00442663 23  24   .data   ascii   0hu#0au10cuQ0.ua0"ut0'v
4799 0x000418bd 0x004426bd 9   10   .data   ascii   x&3RxN3xx
4800 0x000418d1 0x004426d1 5   6    .data   ascii   q?4]q
4801 0x000418e3 0x004426e3 7   8    .data   ascii   4@r_5$r
4802 0x00041917 0x00442717 7   8    .data   ascii   8fm79#n
4803 0x0004191f 0x0044271f 9   10   .data   ascii   9Cn\b:fox:
4804 0x0004192b 0x0044272b 5   6    .data   ascii   :JoL;
4805 0x00041943 0x00442743 5   6    .data   ascii   <*i\n=
4806 0x00041949 0x00442749 9   10   .data   ascii   j,=KjS=3j
4807 0x0004195d 0x0044275d 7   8    .data   ascii   j\v?{lD?
4808 0x00041987 0x00442787 5   6    .data   ascii   0rv;1
4809 0x000419ab 0x004427ab 23  24   .data   ascii   2.x\t3ov 3bv/3Uvf3qv}3!w
4810 0x000419d1 0x004427d1 9   10   .data   ascii   q)4Cqd4\rr
4811 0x000419eb 0x004427eb 5   6    .data   ascii   5)p^5
4812 0x000419f3 0x004427f3 5   6    .data   ascii   5BsU6
4813 0x00041a1f 0x0044281f 5   6    .data   ascii   7gm48
4814 0x00041a4b 0x0044284b 15  16   .data   ascii   :xo.:EoW:nox:)o
4815 0x00041a6f 0x0044286f 9   10   .data   ascii   <{iC<?iy<
4816 0x00041abd 0x004428bd 9   10   .data   ascii   u10Uu]0xu
4817 0x00041ad1 0x004428d1 5   6    .data   ascii   v11Nv
4818 0x00041ae7 0x004428e7 5   6    .data   ascii   3Qt<3
4819 0x00041b01 0x00442901 5   6    .data   ascii   q^4*q
4820 0x00041b0b 0x0044290b 5   6    .data   ascii   4xr\f5
4821 0x00041b15 0x00442915 5   6    .data   ascii   ru5.r
4822 0x00041b27 0x00442927 5   6    .data   ascii   8|mG8
4823 0x00041b43 0x00442943 5   6    .data   ascii   :olt;
4824 0x00041b51 0x00442951 5   6    .data   ascii   ie<Ri
4825 0x00041b5d 0x0044295d 9   10   .data   ascii   h\f=pjB=\nj
4826 0x00041b67 0x00442967 11  12   .data   ascii   =lg">QgY>Bg
4827 0x00041b7b 0x0044297b 5   6    .data   ascii   >xh\t?
4828 0x00041ba3 0x004429a3 5   6    .data   ascii   0fu60
4829 0x00041bb9 0x004429b9 5   6    .data   ascii   tK1_t
4830 0x00041bbf 0x004429bf 5   6    .data   ascii   1\tu52
4831 0x00041bc5 0x004429c5 5   6    .data   ascii   sE2Js
4832 0x00041bd7 0x004429d7 5   6    .data   ascii   2ur:3
4833 0x00041bdd 0x004429dd 9   10   .data   ascii   r[3/r\37r
4834 0x00041c2d 0x00442a2d 7   8    .data   ascii   o:6YoD6
4835 0x00041c47 0x00442a47 7   8    .data   ascii   7vnx7en
4836 0x00041c55 0x00442a55 9   10   .data   ascii   m88Rm=8/m
4837 0x00041c6d 0x00442a6d 7   8    .data   ascii   l\r9Dl>9
4838 0x00041c77 0x00442a77 5   7    .data   utf8    9,ߟ9M blocks=Basic Latin,NKo
4839 0x00041d52 0x00442b52 8   11   .data   utf8    U2\fׁ2#ד2 blocks=Basic Latin,Hebrew
4840 0x00041d6a 0x00442b6a 5   7    .data   utf8    25Jڍ5 blocks=Basic Latin,Arabic
4841 0x00041eba 0x00442cba 6   8    .data   utf8    Y33հ38 blocks=Basic Latin,Armenian
4842 0x00041f0e 0x00442d0e 6   8    .data   utf8    h;\aܧ;  blocks=Basic Latin,Syriac
4843 0x00041f50 0x00442d50 7   11   .data   utf8    bՉ0\v՚0) blocks=Basic Latin,Armenian
4844 0x00041fd2 0x00442dd2 5   7    .data   utf8    67:֧7 blocks=Basic Latin,Hebrew
4845 0x00041fe6 0x00442de6 5   7    .data   utf8    =8G݇8 blocks=Basic Latin,Syriac
4846 0x00042035 0x00442e35 5   8    .data   utf8    ڎ;:ڿ; blocks=Arabic,Basic Latin
4847 0x00042072 0x00442e72 6   8    .data   utf8    T>2ߕ>h blocks=Basic Latin,NKo
4848 0x00042086 0x00442e86 5   7    .data   utf8    z? ݯ? blocks=Basic Latin,Arabic Supplement
4849 0x000420a2 0x00442ea2 5   7    .data   utf8    a0\a֛0 blocks=Basic Latin,Hebrew
4850 0x000420da 0x00442eda 5   7    .data   utf8    \3\bق3 blocks=Basic Latin,Arabic
4851 0x000420f9 0x00442ef9 9   13   .data   utf8    ћ4)џ4:ѿ4R blocks=Cyrillic,Basic Latin
4852 0x0004212f 0x00442f2f 4   6    .data   utf8    62Ӧ7 blocks=Basic Latin,Cyrillic
4853 0x0004213a 0x00442f3a 9   12   .data   utf8    {8/ݠ8yކ92 blocks=Basic Latin,Arabic Supplement,Thaana
4854 0x0004218d 0x00442f8d 5   8    .data   utf8    ը1)ո1 blocks=Armenian,Basic Latin
4855 0x000421c9 0x00442fc9 5   8    .data   utf8    ֔0-ְ0 blocks=Hebrew,Basic Latin
4856 0x00042235 0x00443035 8   12   .data   utf8    ր3!֨31ְ3 blocks=Armenian,Basic Latin,Hebrew
4857 0x00042289 0x00443089 5   8    .data   utf8    Ӑ5)Ӹ5 blocks=Cyrillic,Basic Latin
4858 0x0004256b 0x0044336b 4   5    .data   ascii   e^i\b
4859 0x00042574 0x00443374 4   6    .data   utf8    8 ܃y blocks=Basic Latin,Syriac
4860 0x00042641 0x00443441 5   8    .data   utf8    h싉5\vE blocks=Basic Latin,Hangul Syllables
4861 0x00042724 0x00443524 4   5    .data   ascii   Kf\vP
4862 0x00042778 0x00443578 4   5    .data   ascii   Se&V
4863 0x0004285c 0x0044365c 4   5    .data   ascii   @\t\bu
4864 0x00042930 0x00443730 4   7    .data   utf8    Iٻ̸  blocks=Basic Latin,Arabic,Combining Diacritical Marks
4865 0x00042948 0x00443748 15  16   .data   ascii   h\t\bty =\f< U\b? E
4866 0x0004295f 0x0044375f 5   7    .data   utf8    ĉ =\b\ blocks=Latin Extended-A,Basic Latin
4867 0x00042b16 0x00443916 4   7    .data   utf8    ܃9CE blocks=Syriac,Basic Latin
4868 0x00042b81 0x00443981 4   8    .data   utf8    Y􃴥t^ blocks=Basic Latin,Supplementary Private Use Area-B
4869 0x00042b9c 0x0044399c 4   5    .data   ascii   B\aoR
4870 0x00042c9b 0x00443a9b 4   5    .data   ascii   E)/E
4871 0x00042ccb 0x00443acb 6   10   .data   utf8    EX˃E鴷H blocks=Basic Latin,Spacing Modifier Letters,CJK Unified Ideographs
4872 0x00042d13 0x00443b13 6   10   .data   utf8    ̸0܋Э3E blocks=Combining Diacritical Marks,Basic Latin,Syriac,Cyrillic
4873 0x00042d54 0x00443b54 4   5    .data   ascii   8\r}D
4874 0x00042d70 0x00443b70 4   5    .data   ascii   ?0E\b
4875 0x00042d89 0x00443b89 4   5    .data   ascii   ,B$t
4876 0x00042e1e 0x00443c1e 6   10   .data   utf8    ًୁBi.E blocks=Arabic,Oriya,Basic Latin
4877 0x00042e5b 0x00443c5b 4   5    .data   ascii   Hi.U
4878 0x00042e80 0x00443c80 6   8    .data   utf8    ϧ1EuuL blocks=Greek and Coptic,Basic Latin
4879 0x00042ea3 0x00443ca3 4   5    .data   ascii   Bq2D
4880 0x00042eaf 0x00443caf 4   5    .data   ascii   qY,U
4881 0x00042eb5 0x00443cb5 6   7    .data   ascii   PJ<],E
4882 0x00042ee7 0x00443ce7 4   5    .data   ascii   Hq.=
4883 0x00042ef2 0x00443cf2 5   6    .data   ascii   \vBQ.E
4884 0x00042f07 0x00443d07 5   6    .data   ascii   M],U\b
4885 0x00042f89 0x00443d89 5   7    .data   utf8    CM]#q
4886 0x00042fd8 0x00443dd8 6   8    .data   utf8    OɁAy=\t blocks=Basic Latin,Latin Extended-B
4887 0x00042ff4 0x00443df4 4   6    .data   utf8    8*܃y blocks=Basic Latin,Syriac
4888 0x0004300b 0x00443e0b 6   7    .data   ascii   Ea*=\b\f
4889 0x00043023 0x00443e23 4   7    .data   utf8    ⍥\b@" blocks=Miscellaneous Technical,Basic Latin
4890 0x00043031 0x00443e31 4   5    .data   ascii   *E\bh
4891 0x000430c1 0x00443ec1 4   7    .data   utf8    j쉌0U blocks=Basic Latin,Hangul Syllables
4892 0x00043113 0x00443f13 6   10   .data   utf8    ̸0܃9ŃE blocks=Combining Diacritical Marks,Basic Latin,Syriac,Latin Extended-A
4893 0x00043126 0x00443f26 5   6    .data   ascii   \vQi.U
4894 0x00043266 0x00444066 5   6    .data   ascii   \nBi,E
4895 0x00043284 0x00444084 5   6    .data   ascii   r-}pi
4896 0x000432af 0x004440af 4   5    .data   ascii   P|e\b
4897 0x0004330f 0x0044410f 4   5    .data   ascii   R\b"p
4898 0x00043348 0x00444148 4   5    .data   ascii   H]PR
4899 0x0004345c 0x0044425c 14  15   .data   ascii   GetProcAddress
4900 0x00043470 0x00444270 48  98   .data   utf16le kNT3rfecee42t96b2872ta3y-141ar469c-55aa22rrrrPP1
4901 0x000434d4 0x004442d4 12  13   .data   ascii   VirtualAlloc
4902 0x000434e4 0x004442e4 16  17   .data   ascii   GetModuleHandleA
4903 0x000434f8 0x004442f8 14  15   .data   ascii   LoadLibraryExA
4904 0x00043508 0x00444308 11  12   .data   ascii   CreateFileW
4905 0x00043514 0x00444314 5   6    .data   ascii   Sleep
4906 0x0004351c 0x0044431c 11  12   .data   ascii   RegOpenKeyW
4907 0x00043528 0x00444328 8   9    .data   ascii   advapi32
4908 0x00043534 0x00444334 9   10   .data   ascii   LoadIconW
4909 0x00043540 0x00444340 6   7    .data   ascii   user32
4910 0x00043548 0x00444348 16  17   .data   ascii   RegQueryValueExW
4911 0x0004355c 0x0044435c 8   9    .data   ascii   advapi32
4912 0x00043568 0x00444368 16  34   .data   utf16le c:\mirc\mirc.ini
4913 0x0004358c 0x0044438c 18  19   .data   ascii   GetEnhMetaFileBits
4914 0x000435a0 0x004443a0 5   6    .data   ascii   gdi32
4915 0x000435a8 0x004443a8 12  13   .data   ascii   GetLastError
4916 0x00043697 0x00445097 4   5    .text   ascii   h\BD
4917 0x00043826 0x00445226 4   5    .text   ascii   %$BD
4918 0x0004383d 0x0044523d 4   5    .text   ascii   \r BD
4919 0x00043877 0x00445277 4   5    .text   ascii   \r(BD
4920 0x000438cb 0x004452cb 4   5    .text   ascii   \rDBD
4921 0x000438d1 0x004452d1 4   5    .text   ascii   \r0BD
4922 0x00043999 0x00445399 4   5    .text   ascii   \r0BD
4923 0x000439dc 0x004453dc 4   5    .text   ascii   \r,BD
4924 0x00043a0a 0x0044540a 4   5    .text   ascii   \r(BD
4925 0x00043a16 0x00445416 4   5    .text   ascii   \r0BD
4926 0x00043a1c 0x0044541c 4   5    .text   ascii   \r0BD
4927 0x00043dc0 0x004457c0 4   5    .text   ascii   5LBD
4928 0x00043df6 0x004457f6 4   5    .text   ascii   \rDBD
4929 0x00043e68 0x00445868 4   5    .text   ascii   \rDBD
4930 0x00043e74 0x00445874 4   5    .text   ascii   \r\fDD
4931 0x00043e94 0x00445894 4   5    .text   ascii   \rTBD
4932 0x00043ea7 0x004458a7 4   5    .text   ascii   \r\fDD
4933 0x00043f0d 0x0044590d 18  37   .text   utf8    ҋҋҋҋҋҋҋҋҋҋҋҋҋҋҋҋҋҡ blocks=Cyrillic
4934 0x00043f3e 0x0044593e 4   6    .text   utf8    ң DD blocks=Cyrillic,Basic Latin
4935 0x00043f45 0x00445945 4   6    .text   utf8    ! DD
4936 0x00043f51 0x00445951 16  33   .text   utf8    ҋҋҋҋҋҋҋҋҋҋҋҋҋҋҋҸ blocks=Cyrillic
4937 0x00043fed 0x004459ed 5   6    .text   ascii   1\r DD
4938 0x00044000 0x00445a00 4   5    .text   ascii   5 DD
