[Strings]
nth  paddr      vaddr      len  size section  type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
1309 0x0001d1fa 0x0041ebfa 4    5    .data    ascii   y$pu
1310 0x0001d223 0x0041ec23 5    6    .data    ascii   g\t}eU
1311 0x0001d250 0x0041ec50 4    5    .data    ascii   K]\a`
1312 0x0001d271 0x0041ec71 5    7    .data    utf8    9ɥxsV blocks=Basic Latin,IPA Extensions
1313 0x0001d2d2 0x0041ecd2 4    6    .data    utf8    yɃJq blocks=Basic Latin,Latin Extended-B
1314 0x0001d2e2 0x0041ece2 10   13   .data    utf8    xhNaeБ:S#\a blocks=Basic Latin,Cyrillic
1315 0x0001d38c 0x0041ed8c 4    5    .data    ascii   ^N%0
1316 0x0001d3f1 0x0041edf1 4    5    .data    ascii   Hj[t
1317 0x0001d422 0x0041ee22 4    5    .data    ascii   KeMa
1318 0x0001d48e 0x0041ee8e 4    5    .data    ascii   C\ry6
1319 0x0001d4c5 0x0041eec5 6    7    .data    ascii   !Q>q!B
1320 0x0001d4f6 0x0041eef6 5    6    .data    ascii   e`SOm
1321 0x0001d536 0x0041ef36 6    7    .data    ascii   U\nd&XS
1322 0x0001d54d 0x0041ef4d 4    5    .data    ascii   1"!\b
1323 0x0001d55d 0x0041ef5d 5    6    .data    ascii   [q/o8
1324 0x0001d579 0x0041ef79 6    9    .data    utf8    \bZyաǆY blocks=Basic Latin,Armenian,Latin Extended-B
1325 0x0001d59a 0x0041ef9a 4    5    .data    ascii   0y>D
1326 0x0001d5a9 0x0041efa9 4    5    .data    ascii   ..>>
1327 0x0001d60b 0x0041f00b 4    5    .data    ascii   aF-l
1328 0x0001d617 0x0041f017 4    5    .data    ascii   NS*]
1329 0x0001d6be 0x0041f0be 5    6    .data    ascii   \_%1/
1330 0x0001d6da 0x0041f0da 4    5    .data    ascii   ||2T
1331 0x0001d704 0x0041f104 5    7    .data    utf8    L\n6צ@ blocks=Basic Latin,Hebrew
1332 0x0001d787 0x0041f187 4    5    .data    ascii   }Wuk
1333 0x0001d7b2 0x0041f1b2 4    5    .data    ascii   ki&B
1334 0x0001d7e0 0x0041f1e0 5    6    .data    ascii   :>T"&
1335 0x0001d7ed 0x0041f1ed 4    6    .data    utf8    +\bmʣ blocks=Basic Latin,IPA Extensions
1336 0x0001d80a 0x0041f20a 4    6    .data    utf8    ˁ_Ps blocks=Spacing Modifier Letters,Basic Latin
1337 0x0001d812 0x0041f212 6    7    .data    ascii   b7\tmh;
1338 0x0001d820 0x0041f220 4    5    .data    ascii   \t\n49
1339 0x0001d82a 0x0041f22a 6    7    .data    ascii   ]QP{ `
1340 0x0001d841 0x0041f241 5    6    .data    ascii   +prru
1341 0x0001d85e 0x0041f25e 4    6    .data    utf8    \v\v3ƹ blocks=Basic Latin,Latin Extended-B
1342 0x0001d868 0x0041f268 4    5    .data    ascii   B*aI
1343 0x0001d954 0x0041f354 4    5    .data    ascii   ~apW
1344 0x0001d964 0x0041f364 4    6    .data    utf8    \f]ѕO blocks=Basic Latin,Cyrillic
1345 0x0001d97a 0x0041f37a 5    6    .data    ascii   T\/E"
1346 0x0001d98c 0x0041f38c 4    5    .data    ascii   "}"\v
1347 0x0001d9a3 0x0041f3a3 8    10   .data    utf8    O;.v\nfܶg blocks=Basic Latin,Syriac
1348 0x0001d9ce 0x0041f3ce 5    6    .data    ascii   D\nqpE
1349 0x0001d9f3 0x0041f3f3 5    6    .data    ascii   7D:J\b
1350 0x0001da65 0x0041f465 4    5    .data    ascii   g2-?
1351 0x0001da99 0x0041f499 4    5    .data    ascii   t3E 
1352 0x0001dab6 0x0041f4b6 6    9    .data    utf8    ג2Ν#!! blocks=Hebrew,Basic Latin,Greek and Coptic
1353 0x0001dad1 0x0041f4d1 4    6    .data    utf8    ̵9i- blocks=Combining Diacritical Marks,Basic Latin
1354 0x0001dae4 0x0041f4e4 4    5    .data    ascii   Q1&M
1355 0x0001daea 0x0041f4ea 4    6    .data    utf8    p=إ\b blocks=Basic Latin,Arabic
1356 0x0001db4d 0x0041f54d 4    5    .data    ascii   \t{O*
1357 0x0001db6a 0x0041f56a 6    7    .data    ascii   ?9l$/M
1358 0x0001db8b 0x0041f58b 4    5    .data    ascii   *jCX
1359 0x0001db9e 0x0041f59e 4    5    .data    ascii   tdo5
1360 0x0001dbc9 0x0041f5c9 6    7    .data    ascii   zeTxEM
1361 0x0001dbd7 0x0041f5d7 5    6    .data    ascii   <.\rYe
1362 0x0001dbe5 0x0041f5e5 4    5    .data    ascii   atMm
1363 0x0001dc14 0x0041f614 5    6    .data    ascii   KH5eh
1364 0x0001dc58 0x0041f658 4    5    .data    ascii   :NP_
1365 0x0001dc60 0x0041f660 4    5    .data    ascii   \aH<I
1366 0x0001dc98 0x0041f698 7    8    .data    ascii   R5urRIM
1367 0x0001dcee 0x0041f6ee 4    5    .data    ascii   j\fCd
1368 0x0001dcf5 0x0041f6f5 5    6    .data    ascii   \r\a+>\v
1369 0x0001dd0c 0x0041f70c 7    8    .data    ascii   \n|v\(ph
1370 0x0001dd6a 0x0041f76a 4    5    .data    ascii   PXl$
1371 0x0001dd85 0x0041f785 4    6    .data    utf8    X̘ u blocks=Basic Latin,Combining Diacritical Marks
1372 0x0001ddc6 0x0041f7c6 4    6    .data    utf8    2ê`X blocks=Basic Latin,Latin-1 Supplement
1373 0x0001de0b 0x0041f80b 6    7    .data    ascii   %s:tdg
1374 0x0001de49 0x0041f849 8    9    .data    ascii   Qa!N"\vG)
1375 0x0001de57 0x0041f857 4    5    .data    ascii   G*\vO
1376 0x0001de78 0x0041f878 4    5    .data    ascii   q-)4
1377 0x0001de8d 0x0041f88d 5    6    .data    ascii   A#y=`
1378 0x0001de94 0x0041f894 5    6    .data    ascii   {"AN\v
1379 0x0001de9a 0x0041f89a 5    6    .data    ascii   #p\nc}
1380 0x0001dedf 0x0041f8df 4    6    .data    utf8     +߂O blocks=Basic Latin,NKo
1381 0x0001df13 0x0041f913 4    5    .data    ascii   9`k,
1382 0x0001df2b 0x0041f92b 4    6    .data    utf8    GϻSt blocks=Basic Latin,Greek and Coptic
1383 0x0001df3e 0x0041f93e 5    6    .data    ascii   \b\nS\e<
1384 0x0001df44 0x0041f944 4    5    .data    ascii   =Q.o
1385 0x0001df62 0x0041f962 4    5    .data    ascii   \fOrj
1386 0x0001df67 0x0041f967 4    5    .data    ascii   ~Y0S
1387 0x0001df6c 0x0041f96c 7    10   .data    utf8    7ۑi:ݙD4 blocks=Basic Latin,Arabic,Arabic Supplement
1388 0x0001df76 0x0041f976 9    12   .data    utf8    #@۸\bɆK{h< blocks=Basic Latin,Arabic,Latin Extended-B
1389 0x0001df89 0x0041f989 4    7    .data    utf8    ߍ3&x blocks=NKo,Basic Latin
1390 0x0001dfc0 0x0041f9c0 4    5    .data    ascii   BO#E
1391 0x0001e009 0x0041fa09 5    6    .data    ascii   GD(h\b
1392 0x0001e024 0x0041fa24 4    5    .data    ascii   E9$r
1393 0x0001e080 0x0041fa80 4    5    .data    ascii   bgqj
1394 0x0001e0af 0x0041faaf 4    5    .data    ascii   kr\f:
1395 0x0001e0ca 0x0041faca 5    6    .data    ascii   ;aft[
1396 0x0001e179 0x0041fb79 5    7    .data    utf8    ϛ~tlC blocks=Greek and Coptic,Basic Latin
1397 0x0001e210 0x0041fc10 4    5    .data    ascii   }2-d
1398 0x0001e275 0x0041fc75 6    7    .data    ascii   9YS5h5
1399 0x0001e290 0x0041fc90 6    7    .data    ascii   W;E"Q[
1400 0x0001e2b3 0x0041fcb3 4    5    .data    ascii   'z>T
1401 0x0001e301 0x0041fd01 5    6    .data    ascii   6\a] h
1402 0x0001e355 0x0041fd55 5    6    .data    ascii   X]{/^
1403 0x0001e383 0x0041fd83 4    5    .data    ascii   `ZV4
1404 0x0001e429 0x0041fe29 5    6    .data    ascii   #]=xj
1405 0x0001e431 0x0041fe31 4    7    .data    utf8    kەӤ| blocks=Basic Latin,Arabic,Cyrillic
1406 0x0001e43d 0x0041fe3d 4    5    .data    ascii   nF2I
1407 0x0001e47b 0x0041fe7b 4    6    .data    utf8    +7صh blocks=Basic Latin,Arabic
1408 0x0001e488 0x0041fe88 4    6    .data    utf8    O]˾a blocks=Basic Latin,Spacing Modifier Letters
1409 0x0001e4a6 0x0041fea6 5    6    .data    ascii   S2{e|
1410 0x0001e4af 0x0041feaf 4    6    .data    utf8    ے#x\a blocks=Arabic,Basic Latin
1411 0x0001e54a 0x0041ff4a 4    6    .data    utf8    ʞvd! blocks=IPA Extensions,Basic Latin
1412 0x0001e55e 0x0041ff5e 4    6    .data    utf8    ٲ}nP blocks=Arabic,Basic Latin
1413 0x0001e57e 0x0041ff7e 4    5    .data    ascii   @8Ii
1414 0x0001e592 0x0041ff92 5    7    .data    utf8    OpۅAm blocks=Basic Latin,Arabic
1415 0x0001e5ae 0x0041ffae 4    5    .data    ascii   n_U'
1416 0x0001e5b5 0x0041ffb5 5    6    .data    ascii   vs[B]
1417 0x0001e622 0x00420022 4    5    .data    ascii   6fVy
1418 0x0001e648 0x00420048 4    5    .data    ascii   P\eW@
1419 0x0001e6c2 0x004200c2 4    6    .data    utf8    e'לk blocks=Basic Latin,Hebrew
1420 0x0001e6d2 0x004200d2 4    6    .data    utf8    ʯy\r6 blocks=IPA Extensions,Basic Latin
1421 0x0001e74f 0x0042014f 4    5    .data    ascii   <\bO}
1422 0x0001e766 0x00420166 4    6    .data    utf8    QטG\r blocks=Basic Latin,Hebrew
1423 0x0001e7c4 0x004201c4 4    6    .data    utf8    m2ͲJ blocks=Basic Latin,Greek and Coptic
1424 0x0001e7cd 0x004201cd 4    9    .data    utf8    8ﵳlไ blocks=Basic Latin,Arabic Presentation Forms-A,Thai
1425 0x0001e805 0x00420205 4    5    .data    ascii   *Tfe
1426 0x0001e82c 0x0042022c 4    5    .data    ascii   &.Io
1427 0x0001e831 0x00420231 8    9    .data    ascii   @"I5ZdL'
1428 0x0001e83e 0x0042023e 5    7    .data    utf8    á_l:> blocks=Latin-1 Supplement,Basic Latin
1429 0x0001e8b4 0x004202b4 4    5    .data    ascii   z|fV
1430 0x0001e8be 0x004202be 5    6    .data    ascii   ]=kOt
1431 0x0001e8cf 0x004202cf 5    8    .data    utf8    |[l̎S blocks=Basic Latin,Combining Diacritical Marks
1432 0x0001e8e3 0x004202e3 4    5    .data    ascii   `lO"
1433 0x0001e8ec 0x004202ec 4    5    .data    ascii   Sd\b^
1434 0x0001e919 0x00420319 5    6    .data    ascii   W\rY\rb
1435 0x0001e949 0x00420349 5    6    .data    ascii   ':[N)
1436 0x0001e965 0x00420365 5    6    .data    ascii   o*6YV
1437 0x0001e977 0x00420377 5    6    .data    ascii   vD34J
1438 0x0001e9db 0x004203db 5    7    .data    utf8    ݳI)~Q blocks=Arabic Supplement,Basic Latin
1439 0x0001ea03 0x00420403 7    8    .data    ascii   \t8yN'iV
1440 0x0001ea25 0x00420425 5    8    .data    utf8    լ3İ:q blocks=Armenian,Basic Latin,Latin Extended-A
1441 0x0001ea66 0x00420466 4    5    .data    ascii   $T\nQ
1442 0x0001eafb 0x004204fb 6    8    .data    utf8    #Ķnt;k blocks=Basic Latin,Latin Extended-A
1443 0x0001eb56 0x00420556 4    5    .data    ascii   pGdU
1444 0x0001eb79 0x00420579 4    6    .data    utf8    9FZּ blocks=Basic Latin,Hebrew
1445 0x0001ebca 0x004205ca 4    5    .data    ascii   -o1#
1446 0x0001ebcf 0x004205cf 4    5    .data    ascii   L-81
1447 0x0001ec0f 0x0042060f 4    5    .data    ascii   Md<N
1448 0x0001ec29 0x00420629 5    6    .data    ascii   !2H)K
1449 0x0001ec47 0x00420647 4    6    .data    utf8    \r\bÍl blocks=Basic Latin,Latin-1 Supplement
1450 0x0001ec71 0x00420671 5    6    .data    ascii   2,&0?
1451 0x0001ecb9 0x004206b9 4    5    .data    ascii   c >/
1452 0x0001ed20 0x00420720 4    5    .data    ascii   P,V~
1453 0x0001ed29 0x00420729 4    5    .data    ascii   \t[|=
1454 0x0001ed53 0x00420753 4    6    .data    utf8    jw˪5 blocks=Basic Latin,Spacing Modifier Letters
1455 0x0001ed61 0x00420761 4    6    .data    utf8    \ab'ܺ blocks=Basic Latin,Syriac
1456 0x0001ed88 0x00420788 4    6    .data    utf8    :hXт blocks=Basic Latin,Cyrillic
1457 0x0001eda1 0x004207a1 4    5    .data    ascii   #>$\r
1458 0x0001edd4 0x004207d4 4    6    .data    utf8    /:3ݺ blocks=Basic Latin,Arabic Supplement
1459 0x0001ee12 0x00420812 6    7    .data    ascii   U=yALc
1460 0x0001ee36 0x00420836 4    5    .data    ascii   ywy\v
1461 0x0001ee7a 0x0042087a 4    8    .data    utf8    ϣ8Ϩ؊ blocks=Greek and Coptic,Basic Latin,Arabic
1462 0x0001ee92 0x00420892 5    6    .data    ascii   T;:xX
1463 0x0001eeab 0x004208ab 6    8    .data    utf8    I/^ж\a\f blocks=Basic Latin,Cyrillic
1464 0x0001eef2 0x004208f2 5    6    .data    ascii   k](uj
1465 0x0001ef27 0x00420927 4    5    .data    ascii   o"\eD
1466 0x0001ef44 0x00420944 6    7    .data    ascii   C?e6F\b
1467 0x0001efd2 0x004209d2 4    5    .data    ascii   5\rr@
1468 0x0001f007 0x00420a07 6    7    .data    ascii   \bzM?T$
1469 0x0001f02b 0x00420a2b 4    5    .data    ascii   4%\a%
1470 0x0001f05f 0x00420a5f 4    6    .data    utf8    CZǏp blocks=Basic Latin,Latin Extended-B
1471 0x0001f0a8 0x00420aa8 4    5    .data    ascii   _\e4U
1472 0x0001f0b0 0x00420ab0 7    8    .data    ascii   |ZGig*\a
1473 0x0001f154 0x00420b54 4    5    .data    ascii   YJ,3
1474 0x0001f15b 0x00420b5b 4    6    .data    utf8    ƮI!= blocks=Latin Extended-B,Basic Latin
1475 0x0001f18d 0x00420b8d 5    6    .data    ascii   ! \n'0
1476 0x0001f193 0x00420b93 5    6    .data    ascii   ZDcaa
1477 0x0001f252 0x00420c52 5    7    .data    utf8    )Uȣ T blocks=Basic Latin,Latin Extended-B
1478 0x0001f26a 0x00420c6a 6    7    .data    ascii   )TB2!-
1479 0x0001f27f 0x00420c7f 4    5    .data    ascii   ]^|>
1480 0x0001f2a6 0x00420ca6 5    7    .data    utf8    5R|@ٝ blocks=Basic Latin,Arabic
1481 0x0001f300 0x00420d00 4    5    .data    ascii   &Z$w
1482 0x0001f308 0x00420d08 8    9    .data    ascii   $ld\n[R0p
1483 0x0001f313 0x00420d13 4    6    .data    utf8    -`J3
1484 0x0001f32b 0x00420d2b 4    5    .data    ascii   c4OA
1485 0x0001f361 0x00420d61 4    6    .data    utf8    ʶ4"\v blocks=Spacing Modifier Letters,Basic Latin
1486 0x0001f3b2 0x00420db2 5    6    .data    ascii   XA}S;
1487 0x0001f3fa 0x00420dfa 5    6    .data    ascii   J?O3d
1488 0x0001f42f 0x00420e2f 4    6    .data    utf8    \a2@ƶ blocks=Basic Latin,Latin Extended-B
1489 0x0001f480 0x00420e80 4    5    .data    ascii   $--l
1490 0x0001f493 0x00420e93 6    7    .data    ascii   +aZ|V)
1491 0x0001f517 0x00420f17 4    5    .data    ascii   U-M>
1492 0x0001f528 0x00420f28 4    5    .data    ascii    d:r
1493 0x0001f594 0x00420f94 5    7    .data    utf8    qk"2Ѿ blocks=Basic Latin,Cyrillic
1494 0x0001f5b0 0x00420fb0 4    6    .data    utf8    ݵDJ" blocks=Arabic Supplement,Basic Latin
1495 0x0001f5c5 0x00420fc5 4    5    .data    ascii   :Sk\r
1496 0x0001f5df 0x00420fdf 5    6    .data    ascii   kr`T.
1497 0x0001f60b 0x0042100b 4    5    .data    ascii   e\tEM
1498 0x0001f611 0x00421011 4    5    .data    ascii   H"RZ
1499 0x0001f627 0x00421027 4    5    .data    ascii   6A\b>
1500 0x0001f63f 0x0042103f 4    5    .data    ascii   _("[
1501 0x0001f647 0x00421047 4    5    .data    ascii   NM@r
1502 0x0001f670 0x00421070 4    5    .data    ascii   Xdy2
1503 0x0001f684 0x00421084 5    6    .data    ascii   Hd/\a1
1504 0x0001f68d 0x0042108d 5    6    .data    ascii   #C h2
1505 0x0001f6db 0x004210db 4    6    .data    utf8    .!1Ͳ blocks=Basic Latin,Greek and Coptic
1506 0x0001f733 0x00421133 4    5    .data    ascii   rjJm
1507 0x0001f73c 0x0042113c 4    5    .data    ascii   @\bMe
1508 0x0001f78b 0x0042118b 4    5    .data    ascii   Yv`3
1509 0x0001f797 0x00421197 5    6    .data    ascii   Zs\e,;
1510 0x0001f7bd 0x004211bd 6    7    .data    ascii   +PB$I~
1511 0x0001f7e2 0x004211e2 4    6    .data    utf8    RrCƇ blocks=Basic Latin,Latin Extended-B
1512 0x0001f7f2 0x004211f2 5    6    .data    ascii   b$!%|
1513 0x0001f80a 0x0042120a 4    6    .data    utf8    \rlôB blocks=Basic Latin,Latin-1 Supplement
1514 0x0001f82f 0x0042122f 4    5    .data    ascii   >/Fb
1515 0x0001f890 0x00421290 5    9    .data    utf8    ٰ儗<_d blocks=Arabic,CJK Unified Ideographs,Basic Latin
1516 0x0001f89b 0x0042129b 4    5    .data    ascii   NzHx
1517 0x0001f8af 0x004212af 5    6    .data    ascii   6@qpL
1518 0x0001f8f0 0x004212f0 4    5    .data    ascii   r$;/
1519 0x0001f91b 0x0042131b 6    7    .data    ascii   6"sPMT
1520 0x0001f92a 0x0042132a 5    6    .data    ascii   4cJ.}
1521 0x0001f938 0x00421338 4    5    .data    ascii   :+-h
1522 0x0001f944 0x00421344 4    5    .data    ascii   *w\vp
1523 0x0001f950 0x00421350 4    5    .data    ascii   GO.\f
1524 0x0001f960 0x00421360 4    7    .data    utf8    \ncY훟 blocks=Basic Latin,Hangul Syllables
1525 0x0001f96a 0x0042136a 4    6    .data    utf8    Fp/Φ blocks=Basic Latin,Greek and Coptic
1526 0x0001f99c 0x0042139c 4    5    .data    ascii   n6_"
1527 0x0001f9db 0x004213db 4    7    .data    utf8    n鈒)H blocks=Basic Latin,CJK Unified Ideographs
1528 0x0001f9eb 0x004213eb 4    5    .data    ascii   Rq&F
1529 0x0001fa9a 0x0042149a 5    6    .data    ascii   %ShSy
1530 0x0001faa4 0x004214a4 5    6    .data    ascii   Q@\b2u
1531 0x0001fb7b 0x0042157b 6    7    .data    ascii   >"e8-\f
1532 0x0001fbb0 0x004215b0 6    9    .data    utf8    /aܓ?,ȃ blocks=Basic Latin,Syriac,Latin Extended-B
1533 0x0001fbdd 0x004215dd 5    6    .data    ascii   0+DHy
1534 0x0001fc11 0x00421611 4    5    .data    ascii   f|y)
1535 0x0001fc25 0x00421625 4    5    .data    ascii    \b`+
1536 0x0001fc2a 0x0042162a 4    5    .data    ascii   /jYu
1537 0x0001fc57 0x00421657 4    5    .data    ascii   `tNL
1538 0x0001fc70 0x00421670 9    10   .data    ascii   \e!p\vO.$+8
1539 0x0001fca4 0x004216a4 4    6    .data    utf8    ڧAT1 blocks=Arabic,Basic Latin
1540 0x0001fcbd 0x004216bd 4    5    .data    ascii   \t':k
1541 0x0001fceb 0x004216eb 5    6    .data    ascii   ^) W_
1542 0x0001fd47 0x00421747 4    5    .data    ascii   \aM!H
1543 0x0001fd59 0x00421759 5    6    .data    ascii   +0Cdl
1544 0x0001fdee 0x004217ee 4    5    .data    ascii   :R:h
1545 0x0001fe85 0x00421885 4    5    .data    ascii   JJd\a
1546 0x0001fea1 0x004218a1 4    5    .data    ascii   y%K~
1547 0x0001feed 0x004218ed 4    5    .data    ascii   \Xn{
1548 0x0001fef2 0x004218f2 5    7    .data    utf8    $hִ[5 blocks=Basic Latin,Hebrew
1549 0x0001ff0e 0x0042190e 4    5    .data    ascii    \vq:
1550 0x0001ff3e 0x0042193e 4    5    .data    ascii   |CN>
1551 0x0001ff53 0x00421953 5    6    .data    ascii   d\a/F,
1552 0x0001ff8a 0x0042198a 4    5    .data    ascii   .|bO
1553 0x0001ffad 0x004219ad 4    6    .data    utf8    βq[+ blocks=Greek and Coptic,Basic Latin
1554 0x0001ffc9 0x004219c9 5    6    .data    ascii   `%K6J
1555 0x0001ffda 0x004219da 4    5    .data    ascii   "Wry
1556 0x0002000a 0x00421a0a 5    7    .data    utf8    `ĝ-\rz blocks=Basic Latin,Latin Extended-A
1557 0x0002001e 0x00421a1e 5    6    .data    ascii   fKdtY
1558 0x00020025 0x00421a25 7    9    .data    utf8    9LDųhzx blocks=Basic Latin,Latin Extended-A
1559 0x0002008a 0x00421a8a 7    9    .data    utf8    tjFzȞh* blocks=Basic Latin,Latin Extended-B
1560 0x0002010f 0x00421b0f 4    5    .data    ascii   \a$ 2
1561 0x00020125 0x00421b25 7    8    .data    ascii   L=na zs
1562 0x00020140 0x00421b40 4    5    .data    ascii   O\f8R
1563 0x00020185 0x00421b85 5    6    .data    ascii   c:#-E
1564 0x0002018d 0x00421b8d 4    5    .data    ascii   #Ijg
1565 0x000201a0 0x00421ba0 4    5    .data    ascii   ;>#P
1566 0x000201c6 0x00421bc6 4    5    .data    ascii   \adx+
1567 0x000201e4 0x00421be4 5    6    .data    ascii   .O.fL
1568 0x00020269 0x00421c69 5    6    .data    ascii   Iwe"r
1569 0x00020284 0x00421c84 4    5    .data    ascii   ez5#
1570 0x00020295 0x00421c95 4    5    .data    ascii   |cJ|
1571 0x000202b8 0x00421cb8 9    11   .data    utf8    8\n=yyޚbA< blocks=Basic Latin,Thaana
1572 0x000202d3 0x00421cd3 6    8    .data    utf8    dg`-Ƀ( blocks=Basic Latin,Latin Extended-B
1573 0x00020306 0x00421d06 7    8    .data    ascii   4C_zR\b=
1574 0x00020319 0x00421d19 8    9    .data    ascii   h`*E28S<
1575 0x0002037e 0x00421d7e 8    10   .data    utf8    u[;\ӒB ] blocks=Basic Latin,Cyrillic
1576 0x000203b1 0x00421db1 4    5    .data    ascii   ?gQ~
1577 0x000203bd 0x00421dbd 5    7    .data    utf8    h\b4@ݩ blocks=Basic Latin,Arabic Supplement
1578 0x00020427 0x00421e27 4    5    .data    ascii   zw^ 
1579 0x00020435 0x00421e35 8    10   .data    utf8    ^Mi<\eOYJ
1580 0x00020443 0x00421e43 4    9    .data    utf8    ё雷iڰ blocks=Cyrillic,CJK Compatibility Ideographs,Basic Latin,Arabic
1581 0x000204bf 0x00421ebf 4    5    .data    ascii   ?3A\f
1582 0x00020514 0x00421f14 4    5    .data    ascii   \t~P>
1583 0x0002053b 0x00421f3b 4    5    .data    ascii   3WiC
1584 0x0002059e 0x00421f9e 4    5    .data    ascii   C|Oo
1585 0x000205ca 0x00421fca 6    7    .data    ascii   N`03WY
1586 0x00020641 0x00422041 5    6    .data    ascii   vZRAZ
1587 0x00020663 0x00422063 4    6    .data    utf8    0Ť~a blocks=Basic Latin,Latin Extended-A
1588 0x0002066c 0x0042206c 5    7    .data    utf8    7}n˂\f blocks=Basic Latin,Spacing Modifier Letters
1589 0x000206c7 0x004220c7 4    5    .data    ascii   Bc\eP
1590 0x000206cd 0x004220cd 4    5    .data    ascii   \vl>'
1591 0x000206d8 0x004220d8 4    5    .data    ascii   _\aAt
1592 0x000206ef 0x004220ef 4    6    .data    utf8    Oiбv blocks=Basic Latin,Cyrillic
1593 0x00020716 0x00422116 4    6    .data    utf8    \fEٜk blocks=Basic Latin,Arabic
1594 0x0002075e 0x0042215e 4    5    .data    ascii   "_{I
1595 0x0002077d 0x0042217d 4    5    .data    ascii   >"4{
1596 0x00020786 0x00422186 4    6    .data    utf8    ZRs:
1597 0x0002079b 0x0042219b 6    7    .data    ascii   `=G:{-
1598 0x0002082c 0x0042222c 4    5    .data    ascii   tR\f\v
1599 0x000208ab 0x004222ab 4    5    .data    ascii   _!w+
1600 0x000208b3 0x004222b3 4    5    .data    ascii   Cag*
1601 0x00020906 0x00422306 4    7    .data    utf8    ꇛM\} blocks=Yi Syllables,Basic Latin
1602 0x00020921 0x00422321 7    10   .data    utf8    \bCāʈt]{ blocks=Basic Latin,Latin Extended-A,IPA Extensions
1603 0x00020958 0x00422358 4    8    .data    utf8    \?짪Ě blocks=Basic Latin,Hangul Syllables,Latin Extended-A
1604 0x0002096e 0x0042236e 4    7    .data    utf8    繬Pi3 blocks=CJK Unified Ideographs,Basic Latin
1605 0x0002097e 0x0042237e 5    6    .data    ascii   |i&{{
1606 0x000209ef 0x004223ef 7    9    .data    utf8    PhקlEq) blocks=Basic Latin,Hebrew
1607 0x00020a47 0x00422447 5    7    .data    utf8    g_i#2
1608 0x00020a5e 0x0042245e 8    9    .data    ascii   u\a9+pX[5
1609 0x00020a6e 0x0042246e 4    5    .data    ascii   uD5W
1610 0x00020ad5 0x004224d5 4    6    .data    utf8    ؆7vZ blocks=Arabic,Basic Latin
1611 0x00020adc 0x004224dc 4    5    .data    ascii   O$Tu
1612 0x00020b12 0x00422512 5    6    .data    ascii   H:4\vv
1613 0x00020b29 0x00422529 4    5    .data    ascii   Ur4B
1614 0x00020b35 0x00422535 4    5    .data    ascii   \f}SV
1615 0x00020b47 0x00422547 5    6    .data    ascii   =+\fjH
1616 0x00020c02 0x00422602 4    6    .data    utf8    lpκg blocks=Basic Latin,Greek and Coptic
1617 0x00020c56 0x00422656 4    5    .data    ascii   (iv3
