[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
7529 0x0006cdac 0x1006cdac 7   8    .data   ascii   F:LP<J3
7530 0x0006cdb6 0x1006cdb6 4   5    .data   ascii   R/.N
7531 0x0006cdc6 0x1006cdc6 5   6    .data   ascii   405v?
7532 0x0006cdd7 0x1006cdd7 4   5    .data   ascii   $H\n6
7533 0x0006cdde 0x1006cdde 7   8    .data   ascii   i\t3wz97
7534 0x0006ce2b 0x1006ce2b 5   6    .data   ascii   Zq)%=
7535 0x0006ce61 0x1006ce61 6   8    .data   utf8    a/MDGݰ blocks=Basic Latin,Arabic Supplement
7536 0x0006ce8c 0x1006ce8c 4   5    .data   ascii   6s`a
7537 0x0006ceb6 0x1006ceb6 6   8    .data   utf8    G+SΛ_^ blocks=Basic Latin,Greek and Coptic
7538 0x0006cebe 0x1006cebe 6   10   .data   utf8    9ŵ{݂Ղ\v blocks=Basic Latin,Latin Extended-A,Syriac,Armenian
7539 0x0006cf2f 0x1006cf2f 4   5    .data   ascii   :7m!
7540 0x0006cf4b 0x1006cf4b 4   5    .data   ascii   @@[:
7541 0x0006cf72 0x1006cf72 7   10   .data   utf8    ~v^݉ۂ=\t blocks=Basic Latin,Syriac,Arabic
7542 0x0006cf9b 0x1006cf9b 5   6    .data   ascii   s"qxD
7543 0x0006cfbd 0x1006cfbd 5   6    .data   ascii   i0f{/
7544 0x0006cff2 0x1006cff2 4   6    .data   utf8    cԄ'~ blocks=Basic Latin,Cyrillic Supplement
7545 0x0006d032 0x1006d032 5   6    .data   ascii   Mmq\r+
7546 0x0006d0c2 0x1006d0c2 5   7    .data   utf8    j]\נO blocks=Basic Latin,Hebrew
7547 0x0006d152 0x1006d152 4   5    .data   ascii   Ex'.
7548 0x0006d166 0x1006d166 6   8    .data   utf8    qaٍ\c0 blocks=Basic Latin,Arabic
7549 0x0006d16e 0x1006d16e 5   7    .data   utf8    U$3θ/ blocks=Basic Latin,Greek and Coptic
7550 0x0006d1db 0x1006d1db 4   6    .data   utf8    =2܀B blocks=Basic Latin,Syriac
7551 0x0006d1fa 0x1006d1fa 4   6    .data   utf8    ^ۉ:] blocks=Basic Latin,Arabic
7552 0x0006d249 0x1006d249 4   5    .data   ascii   U:r^
7553 0x0006d2cb 0x1006d2cb 4   6    .data   utf8    ɴB<) blocks=IPA Extensions,Basic Latin
7554 0x0006d336 0x1006d336 5   7    .data   utf8    SӖ!Fj blocks=Basic Latin,Cyrillic
7555 0x0006d371 0x1006d371 5   6    .data   ascii   1vBU\a
7556 0x0006d37f 0x1006d37f 8   10   .data   utf8    ,(H/(e/ǐ blocks=Basic Latin,Latin Extended-B
7557 0x0006d390 0x1006d390 8   9    .data   ascii   ^'}-|YyZ
7558 0x0006d3d1 0x1006d3d1 4   5    .data   ascii   2mrc
7559 0x0006d3e2 0x1006d3e2 4   5    .data   ascii   ,t"{
7560 0x0006d3ef 0x1006d3ef 5   6    .data   ascii   b2De[
7561 0x0006d415 0x1006d415 4   5    .data   ascii   ?\n0n
7562 0x0006d423 0x1006d423 5   6    .data   ascii   6y\f'w
7563 0x0006d44c 0x1006d44c 4   8    .data   utf8    5ЊW퐙 blocks=Basic Latin,Cyrillic,Hangul Syllables
7564 0x0006d47f 0x1006d47f 5   6    .data   ascii   )/QSM
7565 0x0006d4b2 0x1006d4b2 5   6    .data   ascii   |ZH_l
7566 0x0006d4ed 0x1006d4ed 5   6    .data   ascii   h,WR:
7567 0x0006d4f4 0x1006d4f4 4   5    .data   ascii   \f\b:l
7568 0x0006d523 0x1006d523 5   6    .data   ascii   ,hLwZ
7569 0x0006d52c 0x1006d52c 7   8    .data   ascii   &X$Ge\np
7570 0x0006d597 0x1006d597 5   6    .data   ascii   6p$O#
7571 0x0006d5e7 0x1006d5e7 4   5    .data   ascii   {,6\n
7572 0x0006d5fc 0x1006d5fc 4   7    .data   utf8    ڌUЃ\e blocks=Arabic,Basic Latin,Cyrillic
7573 0x0006d613 0x1006d613 4   6    .data   utf8    )vpR
7574 0x0006d698 0x1006d698 6   7    .data   ascii   qwy9E+
7575 0x0006d6cb 0x1006d6cb 5   6    .data   ascii   D'tyy
7576 0x0006d6d7 0x1006d6d7 8   11   .data   utf8    uVNꄪxK#+ blocks=Basic Latin,Yi Syllables
7577 0x0006d722 0x1006d722 5   6    .data   ascii   B^\fQ$
7578 0x0006d729 0x1006d729 4   5    .data   ascii   0hbL
7579 0x0006d756 0x1006d756 4   5    .data   ascii   o@\ev
7580 0x0006d75d 0x1006d75d 4   5    .data   ascii   :=5k
7581 0x0006d774 0x1006d774 4   5    .data   ascii   [3ky
7582 0x0006d779 0x1006d779 5   7    .data   utf8    ^C֪12 blocks=Basic Latin,Hebrew
7583 0x0006d789 0x1006d789 4   5    .data   ascii   Kx\e\a
7584 0x0006d7c7 0x1006d7c7 4   5    .data   ascii   \r"wF
7585 0x0006d7cc 0x1006d7cc 4   5    .data   ascii   pYXW
7586 0x0006d7ff 0x1006d7ff 4   5    .data   ascii   "90$
7587 0x0006d815 0x1006d815 7   8    .data   ascii   oa~n ao
7588 0x0006d85e 0x1006d85e 9   11   .data   utf8    }\rxpe|Ԙ*v blocks=Basic Latin,Cyrillic Supplement
7589 0x0006d88a 0x1006d88a 7   9    .data   utf8    ڻ\aqy]z} blocks=Arabic,Basic Latin
7590 0x0006d8a0 0x1006d8a0 4   5    .data   ascii   dHhb
7591 0x0006d8b3 0x1006d8b3 5   8    .data   utf8    '9ֵTɸ blocks=Basic Latin,Hebrew,IPA Extensions
7592 0x0006d8ff 0x1006d8ff 4   5    .data   ascii   Y!Yk
7593 0x0006d94f 0x1006d94f 4   6    .data   utf8    +8њ2 blocks=Basic Latin,Cyrillic
7594 0x0006d977 0x1006d977 5   6    .data   ascii   9Ww<5
7595 0x0006d997 0x1006d997 4   6    .data   utf8    eS˻M blocks=Basic Latin,Spacing Modifier Letters
7596 0x0006d9fa 0x1006d9fa 4   6    .data   utf8    `yԲ9 blocks=Basic Latin,Armenian
7597 0x0006da0e 0x1006da0e 4   5    .data   ascii   T4{^
7598 0x0006da2a 0x1006da2a 6   7    .data   ascii   mReAY&
7599 0x0006da62 0x1006da62 5   6    .data   ascii   Tvm\ty
7600 0x0006dac6 0x1006dac6 6   8    .data   utf8    9>AɁ&o blocks=Basic Latin,Latin Extended-B
7601 0x0006dad3 0x1006dad3 4   6    .data   utf8    ҰGkW blocks=Cyrillic,Basic Latin
7602 0x0006db0f 0x1006db0f 4   5    .data   ascii   U`&o
7603 0x0006db17 0x1006db17 4   5    .data   ascii   `GMG
7604 0x0006db28 0x1006db28 4   5    .data   ascii   9dz[
7605 0x0006db42 0x1006db42 4   6    .data   utf8    I8Jד blocks=Basic Latin,Hebrew
7606 0x0006db73 0x1006db73 4   6    .data   utf8    gC?ܚ blocks=Basic Latin,Syriac
7607 0x0006dbba 0x1006dbba 4   5    .data   ascii   '\nTq
7608 0x0006dbdc 0x1006dbdc 4   5    .data   ascii   H#o 
7609 0x0006dbea 0x1006dbea 4   5    .data   ascii   |r.]
7610 0x0006dc1a 0x1006dc1a 6   8    .data   utf8    ?Wޭh#@ blocks=Basic Latin,Thaana
7611 0x0006dc73 0x1006dc73 4   5    .data   ascii   e=kh
7612 0x0006dc8d 0x1006dc8d 4   5    .data   ascii   \fi8_
7613 0x0006dcb3 0x1006dcb3 5   6    .data   ascii   Q`fmI
7614 0x0006dd25 0x1006dd25 5   6    .data   ascii   ((\eHi
7615 0x0006dd77 0x1006dd77 4   6    .data   utf8    HܔW6 blocks=Basic Latin,Syriac
7616 0x0006ddac 0x1006ddac 6   8    .data   utf8    oBp¿Z; blocks=Basic Latin,Latin-1 Supplement
7617 0x0006ddcb 0x1006ddcb 5   6    .data   ascii   P4^%5
7618 0x0006dde9 0x1006dde9 4   6    .data   utf8    i[7҅ blocks=Basic Latin,Cyrillic
7619 0x0006ddfd 0x1006ddfd 6   8    .data   utf8    ߖ:\bvcd blocks=NKo,Basic Latin
7620 0x0006de6a 0x1006de6a 4   6    .data   utf8    HZBە blocks=Basic Latin,Arabic
7621 0x0006de89 0x1006de89 4   5    .data   ascii   WFzw
7622 0x0006deb9 0x1006deb9 5   9    .data   utf8    <˱ꋜ<; blocks=Basic Latin,Spacing Modifier Letters,Yi Syllables
7623 0x0006df6c 0x1006df6c 6   7    .data   ascii   <x,/B;
7624 0x0006dffa 0x1006dffa 4   6    .data   utf8    ϽZ2Q blocks=Greek and Coptic,Basic Latin
7625 0x0006e011 0x1006e011 6   7    .data   ascii   9\r&SN\r
7626 0x0006e028 0x1006e028 4   5    .data   ascii   9S i
7627 0x0006e03d 0x1006e03d 4   5    .data   ascii   {#kZ
7628 0x0006e052 0x1006e052 6   7    .data   ascii   <2|2r}
7629 0x0006e062 0x1006e062 4   5    .data   ascii   ?H&\v
7630 0x0006e06f 0x1006e06f 4   5    .data   ascii   ZNim
7631 0x0006e081 0x1006e081 4   5    .data   ascii   Dj$k
7632 0x0006e086 0x1006e086 5   8    .data   utf8    -Bݾ7ƍ blocks=Basic Latin,Arabic Supplement,Latin Extended-B
7633 0x0006e08f 0x1006e08f 4   5    .data   ascii   JfSN
7634 0x0006e0d0 0x1006e0d0 6   7    .data   ascii   wb\eI4$
7635 0x0006e0e0 0x1006e0e0 5   7    .data   utf8    ~ӣ!gz blocks=Basic Latin,Cyrillic
7636 0x0006e106 0x1006e106 4   5    .data   ascii   0UrM
7637 0x0006e10e 0x1006e10e 6   7    .data   ascii   6rT079
7638 0x0006e14c 0x1006e14c 5   6    .data   ascii   e"\t!S
7639 0x0006e17a 0x1006e17a 4   6    .data   utf8    \bԣE} blocks=Basic Latin,Cyrillic Supplement
7640 0x0006e1a5 0x1006e1a5 4   5    .data   ascii   P_*T
7641 0x0006e1b4 0x1006e1b4 4   5    .data   ascii   TC)x
7642 0x0006e1cc 0x1006e1cc 4   7    .data   utf8    Nd饉f blocks=Basic Latin,CJK Unified Ideographs
7643 0x0006e283 0x1006e283 4   5    .data   ascii   D@\t^
7644 0x0006e288 0x1006e288 6   7    .data   ascii   4'qQk\n
7645 0x0006e2a9 0x1006e2a9 5   8    .data   utf8    m\a;/ blocks=Private Use Area,Basic Latin
7646 0x0006e2b4 0x1006e2b4 5   7    .data   utf8    ڪa8%d blocks=Arabic,Basic Latin
7647 0x0006e2e9 0x1006e2e9 6   7    .data   ascii   }ma6{a
7648 0x0006e2fe 0x1006e2fe 4   5    .data   ascii   \t.\nz
7649 0x0006e334 0x1006e334 4   7    .data   utf8    濪\f=> blocks=CJK Unified Ideographs,Basic Latin
7650 0x0006e33b 0x1006e33b 4   5    .data   ascii   \fo#W
7651 0x0006e38e 0x1006e38e 5   6    .data   ascii   zy\r%}
7652 0x0006e39c 0x1006e39c 4   6    .data   utf8    *yIε blocks=Basic Latin,Greek and Coptic
7653 0x0006e3ba 0x1006e3ba 5   7    .data   utf8    G=ƴ1} blocks=Basic Latin,Latin Extended-B
7654 0x0006e3e8 0x1006e3e8 5   6    .data   ascii   D#[b9
7655 0x0006e3ee 0x1006e3ee 6   8    .data   utf8    zՉxtCW blocks=Basic Latin,Armenian
7656 0x0006e3f7 0x1006e3f7 5   6    .data   ascii   -Q)!<
7657 0x0006e40a 0x1006e40a 6   7    .data   ascii   \n\53lM
7658 0x0006e43f 0x1006e43f 6   7    .data   ascii   X(;Oz^
7659 0x0006e474 0x1006e474 6   7    .data   ascii   Fr^mv&
7660 0x0006e488 0x1006e488 9   10   .data   ascii   Zg5:X1]y;
7661 0x0006e4a0 0x1006e4a0 4   5    .data   ascii   9!BS
7662 0x0006e4bb 0x1006e4bb 4   5    .data   ascii   bs&J
7663 0x0006e556 0x1006e556 4   7    .data   utf8    ʁԅ\a- blocks=IPA Extensions,Cyrillic Supplement,Basic Latin
7664 0x0006e564 0x1006e564 4   5    .data   ascii   3Q&P
7665 0x0006e66a 0x1006e66a 4   6    .data   utf8    |qƂT blocks=Basic Latin,Latin Extended-B
7666 0x0006e68f 0x1006e68f 5   6    .data   ascii   mg\ra0
7667 0x0006e6e1 0x1006e6e1 6   8    .data   utf8    Cŏ[U\b@ blocks=Basic Latin,Latin Extended-A
7668 0x0006e6f5 0x1006e6f5 7   8    .data   ascii   \aq=z-`t
7669 0x0006e6fe 0x1006e6fe 4   5    .data   ascii   ;?0>
7670 0x0006e711 0x1006e711 4   5    .data   ascii   g\bR5
7671 0x0006e71e 0x1006e71e 4   5    .data   ascii   +@H@
7672 0x0006e734 0x1006e734 5   6    .data   ascii   UbxJ5
7673 0x0006e793 0x1006e793 6   7    .data   ascii   i,hgkz
7674 0x0006e7b2 0x1006e7b2 4   6    .data   utf8    =ΏN  blocks=Basic Latin,Greek and Coptic
7675 0x0006e812 0x1006e812 8   10   .data   utf8    ׁLskmiF5 blocks=Hebrew,Basic Latin
7676 0x0006e827 0x1006e827 4   5    .data   ascii   IF<6
7677 0x0006e855 0x1006e855 4   6    .data   utf8    ΖiYR blocks=Greek and Coptic,Basic Latin
7678 0x0006e8af 0x1006e8af 9   11   .data   utf8    wk߹<R^8\vv blocks=Basic Latin,NKo
7679 0x0006e8cb 0x1006e8cb 4   5    .data   ascii   Z\'\r
7680 0x0006e8d6 0x1006e8d6 4   5    .data   ascii   l#j6
7681 0x0006e8e6 0x1006e8e6 6   7    .data   ascii   %!(FEm
7682 0x0006e90e 0x1006e90e 5   6    .data   ascii   o%7<i
7683 0x0006e91b 0x1006e91b 4   6    .data   utf8    ˝Z%C blocks=Spacing Modifier Letters,Basic Latin
7684 0x0006e94b 0x1006e94b 4   7    .data   utf8    W\b5ᵽ blocks=Basic Latin,Phonetic Extensions
7685 0x0006e953 0x1006e953 5   7    .data   utf8    Ѩ0byK blocks=Cyrillic,Basic Latin
7686 0x0006e971 0x1006e971 5   6    .data   ascii   6[lR3
7687 0x0006e9c3 0x1006e9c3 4   5    .data   ascii   0lS 
7688 0x0006e9ee 0x1006e9ee 6   7    .data   ascii   Z\tJZdK
7689 0x0006ea0c 0x1006ea0c 4   5    .data   ascii   {#P\b
7690 0x0006ea12 0x1006ea12 4   5    .data   ascii   &R3\
7691 0x0006ea46 0x1006ea46 5   6    .data   ascii   4!iCb
7692 0x0006ea57 0x1006ea57 4   5    .data   ascii   98^C
7693 0x0006ea68 0x1006ea68 4   5    .data   ascii   ;s{O
7694 0x0006eb1b 0x1006eb1b 5   7    .data   utf8    \v4\ 8
7695 0x0006eb27 0x1006eb27 5   6    .data   ascii   LsTba
7696 0x0006eb57 0x1006eb57 4   5    .data   ascii   &hFS
7697 0x0006eb7a 0x1006eb7a 4   5    .data   ascii   #.Z#
7698 0x0006ebc7 0x1006ebc7 5   7    .data   utf8    ;߃a3\r blocks=Basic Latin,NKo
7699 0x0006ec0a 0x1006ec0a 9   10   .data   ascii   \a?\vWT8\t'\v
7700 0x0006ec1c 0x1006ec1c 4   5    .data   ascii   o1%H
7701 0x0006ec3c 0x1006ec3c 4   5    .data   ascii   x9~h
7702 0x0006ecdc 0x1006ecdc 4   7    .data   utf8    \n˚'Ӑ blocks=Basic Latin,Spacing Modifier Letters,Cyrillic
7703 0x0006ed12 0x1006ed12 4   5    .data   ascii   u;1Z
7704 0x0006ed1a 0x1006ed1a 5   7    .data   utf8    /g ZY
7705 0x0006ed21 0x1006ed21 4   5    .data   ascii   Un2R
7706 0x0006ed2e 0x1006ed2e 7   10   .data   utf8    {@O:akɢ blocks=Basic Latin,IPA Extensions
7707 0x0006ed88 0x1006ed88 4   5    .data   ascii   sPG!
7708 0x0006edba 0x1006edba 4   5    .data   ascii   QV|P
7709 0x0006eddb 0x1006eddb 6   7    .data   ascii   PrJs:o
7710 0x0006ede7 0x1006ede7 4   7    .data   utf8    (݆Å/ blocks=Basic Latin,Syriac,Latin-1 Supplement
7711 0x0006ee56 0x1006ee56 4   5    .data   ascii   oj*N
7712 0x0006ee93 0x1006ee93 4   8    .data   utf8    瀒܊q] blocks=CJK Unified Ideographs,Syriac,Basic Latin
7713 0x0006eecc 0x1006eecc 5   6    .data   ascii   c2<RE
7714 0x0006eee3 0x1006eee3 4   5    .data   ascii   \e-7
7715 0x0006ef2b 0x1006ef2b 4   5    .data   ascii   :s!D
7716 0x0006ef6e 0x1006ef6e 5   6    .data   ascii   \nD2sc
7717 0x0006ef98 0x1006ef98 7   10   .data   utf8    ?\Fכ{~ʕ blocks=Basic Latin,Hebrew,IPA Extensions
7718 0x0006f066 0x1006f066 4   5    .data   ascii   r"S]
7719 0x0006f0b9 0x1006f0b9 5   7    .data   utf8    ^قgqU blocks=Basic Latin,Arabic
7720 0x0006f0e1 0x1006f0e1 4   5    .data   ascii   UyXM
7721 0x0006f10d 0x1006f10d 7   9    .data   utf8    7x̗u OA blocks=Basic Latin,Combining Diacritical Marks
7722 0x0006f141 0x1006f141 5   9    .data   utf8    \ƴzP쇈 blocks=Basic Latin,Latin Extended-B,Hangul Syllables
7723 0x0006f157 0x1006f157 4   5    .data   ascii   5 \eg
7724 0x0006f1ca 0x1006f1ca 4   5    .data   ascii   83>w
7725 0x0006f1f2 0x1006f1f2 6   8    .data   utf8    3ߴAn-N blocks=Basic Latin,NKo
7726 0x0006f217 0x1006f217 6   7    .data   ascii   VT)M}|
7727 0x0006f248 0x1006f248 4   5    .data   ascii   54)j
7728 0x0006f271 0x1006f271 4   5    .data   ascii   \aem2
7729 0x0006f27c 0x1006f27c 5   6    .data   ascii   2n]u>
7730 0x0006f2c9 0x1006f2c9 4   6    .data   utf8    \nuȗ] blocks=Basic Latin,Latin Extended-B
7731 0x0006f2d8 0x1006f2d8 7   8    .data   ascii   0xV\v{^\b
7732 0x0006f2e0 0x1006f2e0 7   10   .data   utf8    Yzlf3\t徲 blocks=Basic Latin,CJK Unified Ideographs
7733 0x0006f31e 0x1006f31e 5   6    .data   ascii   K\rK*L
7734 0x0006f33e 0x1006f33e 6   8    .data   utf8    1[&ۈ:z blocks=Basic Latin,Arabic
7735 0x0006f354 0x1006f354 4   5    .data   ascii   #TXi
7736 0x0006f39a 0x1006f39a 4   6    .data   utf8    cDdɩ blocks=Basic Latin,IPA Extensions
7737 0x0006f3b5 0x1006f3b5 4   5    .data   ascii   ^\a"C
7738 0x0006f3d2 0x1006f3d2 4   5    .data   ascii   ]C\b\f
7739 0x0006f3ed 0x1006f3ed 5   10   .data   utf8    T3<􄭤ʗ blocks=Basic Latin,Supplementary Private Use Area-B,IPA Extensions
7740 0x0006f436 0x1006f436 5   6    .data   ascii   H/q q
7741 0x0006f459 0x1006f459 4   5    .data   ascii   \fdj$
7742 0x0006f47c 0x1006f47c 6   8    .data   utf8    ڂ\b\Ob~ blocks=Arabic,Basic Latin
7743 0x0006f4b4 0x1006f4b4 4   7    .data   utf8    j\t情n blocks=Basic Latin,CJK Unified Ideographs
7744 0x0006f53f 0x1006f53f 5   7    .data   utf8    j\Τy= blocks=Basic Latin,Greek and Coptic
7745 0x0006f591 0x1006f591 5   6    .data   ascii   aa*gx
7746 0x0006f626 0x1006f626 4   5    .data   ascii   Ba?6
7747 0x0006f69f 0x1006f69f 4   6    .data   utf8    C'N̨ blocks=Basic Latin,Combining Diacritical Marks
7748 0x0006f6b5 0x1006f6b5 4   5    .data   ascii   5^NW
7749 0x0006f6c1 0x1006f6c1 7   8    .data   ascii   "UD\f%!(
7750 0x0006f76c 0x1006f76c 4   5    .data   ascii   )0c~
7751 0x0006f776 0x1006f776 5   8    .data   utf8    s뾱qR. blocks=Basic Latin,Hangul Syllables
7752 0x0006f782 0x1006f782 4   5    .data   ascii   f#11
7753 0x0006f792 0x1006f792 4   5    .data   ascii   hx\a4
7754 0x0006f7d6 0x1006f7d6 6   7    .data   ascii   P\b1a@E
7755 0x0006f7e6 0x1006f7e6 4   5    .data   ascii   ZVms
7756 0x0006f7f7 0x1006f7f7 5   6    .data   ascii   rhb9w
7757 0x0006f81b 0x1006f81b 5   8    .data   utf8    68B躻! blocks=Basic Latin,CJK Unified Ideographs
7758 0x0006f864 0x1006f864 7   9    .data   utf8    Jee4':ò blocks=Basic Latin,Latin-1 Supplement
7759 0x0006f87c 0x1006f87c 4   6    .data   utf8    C݅&) blocks=Basic Latin,Syriac
7760 0x0006f896 0x1006f896 4   7    .data   utf8    2jd짼 blocks=Basic Latin,Hangul Syllables
7761 0x0006f8b3 0x1006f8b3 4   5    .data   ascii   T/+'
7762 0x0006f93c 0x1006f93c 4   5    .data   ascii   Zk}7
7763 0x0006f97c 0x1006f97c 8   9    .data   ascii   s%=Xfl'5
7764 0x0006fa6d 0x1006fa6d 4   5    .data   ascii   .0i\n
7765 0x0006fa84 0x1006fa84 5   6    .data   ascii   \n=AmV
7766 0x0006faa4 0x1006faa4 7   8    .data   ascii   0{`eYb=
7767 0x0006facc 0x1006facc 4   5    .data   ascii   dVGt
7768 0x0006fadd 0x1006fadd 4   5    .data   ascii   ~Mr2
7769 0x0006fb03 0x1006fb03 4   5    .data   ascii    fLd
7770 0x0006fb28 0x1006fb28 6   7    .data   ascii   =m;K,e
7771 0x0006fb68 0x1006fb68 7   8    .data   ascii   &y4<9IW
7772 0x0006fb84 0x1006fb84 4   5    .data   ascii   \f\tH+
7773 0x0006fbaf 0x1006fbaf 4   6    .data   utf8    Ŏ0KC blocks=Latin Extended-A,Basic Latin
7774 0x0006fbf4 0x1006fbf4 4   6    .data   utf8    g\fb݁ blocks=Basic Latin,Syriac
7775 0x0006fc56 0x1006fc56 4   5    .data   ascii   N!gM
7776 0x0006fc8d 0x1006fc8d 4   5    .data   ascii   \t5\tW
7777 0x0006fd35 0x1006fd35 5   7    .data   utf8    (a9:Ɲ blocks=Basic Latin,Latin Extended-B
7778 0x0006fd56 0x1006fd56 5   7    .data   utf8    GD\râS blocks=Basic Latin,Latin-1 Supplement
7779 0x0006fd76 0x1006fd76 5   6    .data   ascii   &Z7T\f
7780 0x0006fe68 0x1006fe68 9   10   .data   ascii   C~g\n\e2a\bk
7781 0x0006fe79 0x1006fe79 4   6    .data   utf8    dJYр blocks=Basic Latin,Cyrillic
7782 0x0006feb5 0x1006feb5 4   6    .data   utf8    \rPՙl blocks=Basic Latin,Armenian
7783 0x0006fec5 0x1006fec5 5   6    .data   ascii   tkb>6
7784 0x0006fecd 0x1006fecd 4   5    .data   ascii   jPZb
7785 0x0006fed8 0x1006fed8 4   5    .data   ascii   7z~5
7786 0x0006ff84 0x1006ff84 5   6    .data   ascii   '`D\bM
7787 0x0006ff8c 0x1006ff8c 5   7    .data   utf8    7jԉj} blocks=Basic Latin,Cyrillic Supplement
7788 0x0006ffa1 0x1006ffa1 4   5    .data   ascii   Co4K
7789 0x0006ffb3 0x1006ffb3 5   6    .data   ascii   @EK\j
7790 0x0006ffcb 0x1006ffcb 8   10   .data   utf8    \ۦ"='v"X blocks=Basic Latin,Arabic
7791 0x0006fff9 0x1006fff9 4   7    .data   utf8    Qֶӎ\n blocks=Basic Latin,Hebrew,Cyrillic
7792 0x00070019 0x10070019 5   6    .data   ascii   Vv5\t\t
7793 0x00070068 0x10070068 6   9    .data   utf8    fg䏏Z>9 blocks=Basic Latin,CJK Unified Ideographs Extension A
7794 0x000700b5 0x100700b5 4   5    .data   ascii   rCld
7795 0x000700d9 0x100700d9 4   6    .data   utf8    g܄n8 blocks=Basic Latin,Syriac
7796 0x00070148 0x10070148 6   7    .data   ascii   2m(FFp
7797 0x00070154 0x10070154 4   5    .data   ascii   s:}>
7798 0x00070174 0x10070174 4   5    .data   ascii   l][I
7799 0x00070187 0x10070187 4   6    .data   utf8    xDϛr blocks=Basic Latin,Greek and Coptic
7800 0x0007019c 0x1007019c 5   6    .data   ascii   XF|e6
7801 0x000701af 0x100701af 4   8    .data   utf8    ޔV轛U blocks=Thaana,Basic Latin,CJK Unified Ideographs
7802 0x000701e6 0x100701e6 5   7    .data   utf8    ߸%dx\a blocks=NKo,Basic Latin
7803 0x000701fd 0x100701fd 5   7    .data   utf8    ӀKCNw blocks=Cyrillic,Basic Latin
7804 0x0007020e 0x1007020e 5   6    .data   ascii   rJ&P<
7805 0x0007024c 0x1007024c 6   8    .data   utf8    ~ui\e.ʕ blocks=Basic Latin,IPA Extensions
7806 0x0007029c 0x1007029c 4   5    .data   ascii   {?^c
7807 0x000702c4 0x100702c4 6   7    .data   ascii   |e:w$m
7808 0x00070338 0x10070338 5   6    .data   ascii   \fz  p
7809 0x00070371 0x10070371 4   5    .data   ascii   Xj{L
7810 0x0007038f 0x1007038f 4   6    .data   utf8    S;ظa blocks=Basic Latin,Arabic
7811 0x000703a2 0x100703a2 4   5    .data   ascii   $P.7
7812 0x000703dc 0x100703dc 4   6    .data   utf8    h-ґ5 blocks=Basic Latin,Cyrillic
7813 0x00070437 0x10070437 4   5    .data   ascii   |o`%
7814 0x000704c2 0x100704c2 5   7    .data   utf8    ^њE1E blocks=Basic Latin,Cyrillic
7815 0x000704d9 0x100704d9 5   6    .data   ascii   !\e!m0
7816 0x000704df 0x100704df 4   6    .data   utf8    d\v:Ϲ blocks=Basic Latin,Greek and Coptic
7817 0x000704e8 0x100704e8 5   6    .data   ascii   t]*Pj
7818 0x000704f2 0x100704f2 4   7    .data   utf8    \v\ve blocks=Basic Latin,Private Use Area
7819 0x0007051f 0x1007051f 4   5    .data   ascii   K)s,
7820 0x000705ed 0x100705ed 5   6    .data   ascii   z5*#l
7821 0x00070641 0x10070641 4   5    .data   ascii   5vk/
7822 0x00070674 0x10070674 7   8    .data   ascii   \n\fCxDec
7823 0x000706cf 0x100706cf 4   6    .data   utf8    {ʍ.\ blocks=Basic Latin,IPA Extensions
7824 0x000706f1 0x100706f1 7   8    .data   ascii   C@)iWGS
7825 0x00070763 0x10070763 4   5    .data   ascii   AIYW
7826 0x000707c6 0x100707c6 6   9    .data   utf8    *.wЯҁu blocks=Basic Latin,Cyrillic
7827 0x000707d6 0x100707d6 8   9    .data   ascii   q%ka['A\v
7828 0x00070826 0x10070826 4   5    .data   ascii   #/fd
7829 0x00070865 0x10070865 5   6    .data   ascii   z$S\vF
7830 0x00070876 0x10070876 4   5    .data   ascii   %v8o
7831 0x000708fb 0x100708fb 5   6    .data   ascii   kD^ O
7832 0x0007090a 0x1007090a 4   5    .data   ascii   jC\n%
7833 0x0007094a 0x1007094a 4   5    .data   ascii   B+Ak
7834 0x00070982 0x10070982 4   6    .data   utf8    mzĠ\f blocks=Basic Latin,Latin Extended-A
7835 0x000709c5 0x100709c5 4   5    .data   ascii   \v(e8
7836 0x000709cf 0x100709cf 4   6    .data   utf8    >\e(܋ blocks=Basic Latin,Syriac
7837 0x000709ed 0x100709ed 5   7    .data   utf8    q/rΜY blocks=Basic Latin,Greek and Coptic
7838 0x00070a11 0x10070a11 4   5    .data   ascii   3e35
7839 0x00070a19 0x10070a19 5   6    .data   ascii   p8bon
7840 0x00070a23 0x10070a23 4   5    .data   ascii   m\tbn
7841 0x00070a8b 0x10070a8b 4   5    .data   ascii   gpH9
