[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000f0 0x000000f0 4   5            ascii   Rich
2    0x00000200 0x00000200 5   6            ascii   .text
3    0x00000227 0x00000227 7   8            ascii   `.rdata
4    0x0000024f 0x0000024f 6   7            ascii   @.data
5    0x00000278 0x00000278 5   6            ascii   .rsrc
6    0x0000029f 0x0000029f 7   8            ascii   @.reloc
7    0x000004ed 0x004010ed 5   11   .text   utf16le jjjjj
1044 0x00015990 0x00416590 8   18   .rdata  utf16le Saturday
1045 0x00015a04 0x00416604 7   16   .rdata  utf16le January
1046 0x00015a14 0x00416614 8   18   .rdata  utf16le February
1047 0x00015a28 0x00416628 5   12   .rdata  utf16le March
1048 0x00015a34 0x00416634 5   12   .rdata  utf16le April
1049 0x00015a40 0x00416640 4   10   .rdata  utf16le June
1050 0x00015a4c 0x0041664c 4   10   .rdata  utf16le July
1051 0x00015a58 0x00416658 6   14   .rdata  utf16le August
1052 0x00015a68 0x00416668 9   20   .rdata  utf16le September
1053 0x00015a7c 0x0041667c 7   16   .rdata  utf16le October
1054 0x00015a8c 0x0041668c 8   18   .rdata  utf16le November
1055 0x00015aa0 0x004166a0 8   18   .rdata  utf16le December
1056 0x00015ac4 0x004166c4 8   18   .rdata  utf16le MM/dd/yy
1057 0x00015ad8 0x004166d8 19  40   .rdata  utf16le dddd, MMMM dd, yyyy
1058 0x00015b00 0x00416700 8   18   .rdata  utf16le HH:mm:ss
1059 0x00015b14 0x00416714 5   12   .rdata  utf16le en-US
1060 0x00015b2e 0x0041672e 6   14   .rdata  utf16le Aja-JP
1061 0x00015b3c 0x0041673c 5   12   .rdata  utf16le zh-CN
1062 0x00015b48 0x00416748 5   12   .rdata  utf16le ko-KR
1063 0x00015b54 0x00416754 5   12   .rdata  utf16le zh-TW
1064 0x00015c60 0x00416860 33  68   .rdata  utf16le          (((((                  H
1065 0x00015ee7 0x00416ae7 7   8    .rdata  ascii   \a\b\t\n\v\f\r
1066 0x00015f00 0x00416b00 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\]^_`abcdefghijklmnopqrstuvwxyz{|}~
1067 0x00016067 0x00416c67 7   8    .rdata  ascii   \a\b\t\n\v\f\r
1068 0x00016080 0x00416c80 95  96   .rdata  ascii    !"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
1069 0x00016162 0x00416d62 33  68   .rdata  utf16le          (((((                  H
1070 0x00016260 0x00416e60 34  70   .rdata  utf16le       (                          \b
1071 0x00016aa8 0x004176a8 6   14   .rdata  utf16le zh-CHS
1072 0x00016ca4 0x004178a4 5   12   .rdata  utf16le ar-SA
1073 0x00016cb0 0x004178b0 5   12   .rdata  utf16le bg-BG
1074 0x00016cbc 0x004178bc 5   12   .rdata  utf16le ca-ES
1075 0x00016cc8 0x004178c8 5   12   .rdata  utf16le cs-CZ
1076 0x00016cd4 0x004178d4 5   12   .rdata  utf16le da-DK
1077 0x00016ce0 0x004178e0 5   12   .rdata  utf16le de-DE
1078 0x00016cec 0x004178ec 5   12   .rdata  utf16le el-GR
1079 0x00016cf8 0x004178f8 5   12   .rdata  utf16le fi-FI
1080 0x00016d04 0x00417904 5   12   .rdata  utf16le fr-FR
1081 0x00016d10 0x00417910 5   12   .rdata  utf16le he-IL
1082 0x00016d1c 0x0041791c 5   12   .rdata  utf16le hu-HU
1083 0x00016d28 0x00417928 5   12   .rdata  utf16le is-IS
1084 0x00016d34 0x00417934 5   12   .rdata  utf16le it-IT
1085 0x00016d40 0x00417940 5   12   .rdata  utf16le nl-NL
1086 0x00016d4c 0x0041794c 5   12   .rdata  utf16le nb-NO
1087 0x00016d58 0x00417958 5   12   .rdata  utf16le pl-PL
1088 0x00016d64 0x00417964 5   12   .rdata  utf16le pt-BR
1089 0x00016d70 0x00417970 5   12   .rdata  utf16le ro-RO
1090 0x00016d7c 0x0041797c 5   12   .rdata  utf16le ru-RU
1091 0x00016d88 0x00417988 5   12   .rdata  utf16le hr-HR
1092 0x00016d94 0x00417994 5   12   .rdata  utf16le sk-SK
1093 0x00016da0 0x004179a0 5   12   .rdata  utf16le sq-AL
1094 0x00016dac 0x004179ac 5   12   .rdata  utf16le sv-SE
1095 0x00016db8 0x004179b8 5   12   .rdata  utf16le th-TH
1096 0x00016dc4 0x004179c4 5   12   .rdata  utf16le tr-TR
1097 0x00016dd0 0x004179d0 5   12   .rdata  utf16le ur-PK
1098 0x00016ddc 0x004179dc 5   12   .rdata  utf16le id-ID
1099 0x00016de8 0x004179e8 5   12   .rdata  utf16le uk-UA
1100 0x00016df4 0x004179f4 5   12   .rdata  utf16le be-BY
1101 0x00016e00 0x00417a00 5   12   .rdata  utf16le sl-SI
1102 0x00016e0c 0x00417a0c 5   12   .rdata  utf16le et-EE
1103 0x00016e18 0x00417a18 5   12   .rdata  utf16le lv-LV
1104 0x00016e24 0x00417a24 5   12   .rdata  utf16le lt-LT
1105 0x00016e30 0x00417a30 5   12   .rdata  utf16le fa-IR
1106 0x00016e3c 0x00417a3c 5   12   .rdata  utf16le vi-VN
1107 0x00016e48 0x00417a48 5   12   .rdata  utf16le hy-AM
1108 0x00016e54 0x00417a54 10  22   .rdata  utf16le az-AZ-Latn
1109 0x00016e6c 0x00417a6c 5   12   .rdata  utf16le eu-ES
1110 0x00016e78 0x00417a78 5   12   .rdata  utf16le mk-MK
1111 0x00016e84 0x00417a84 5   12   .rdata  utf16le tn-ZA
1112 0x00016e90 0x00417a90 5   12   .rdata  utf16le xh-ZA
1113 0x00016e9c 0x00417a9c 5   12   .rdata  utf16le zu-ZA
1114 0x00016ea8 0x00417aa8 5   12   .rdata  utf16le af-ZA
1115 0x00016eb4 0x00417ab4 5   12   .rdata  utf16le ka-GE
1116 0x00016ec0 0x00417ac0 5   12   .rdata  utf16le fo-FO
1117 0x00016ecc 0x00417acc 5   12   .rdata  utf16le hi-IN
1118 0x00016ed8 0x00417ad8 5   12   .rdata  utf16le mt-MT
1119 0x00016ee4 0x00417ae4 5   12   .rdata  utf16le se-NO
1120 0x00016ef0 0x00417af0 5   12   .rdata  utf16le ms-MY
1121 0x00016efc 0x00417afc 5   12   .rdata  utf16le kk-KZ
1122 0x00016f08 0x00417b08 5   12   .rdata  utf16le ky-KG
1123 0x00016f14 0x00417b14 5   12   .rdata  utf16le sw-KE
1124 0x00016f20 0x00417b20 10  22   .rdata  utf16le uz-UZ-Latn
1125 0x00016f38 0x00417b38 5   12   .rdata  utf16le tt-RU
1126 0x00016f44 0x00417b44 5   12   .rdata  utf16le bn-IN
1127 0x00016f50 0x00417b50 5   12   .rdata  utf16le pa-IN
1128 0x00016f5c 0x00417b5c 5   12   .rdata  utf16le gu-IN
1129 0x00016f68 0x00417b68 5   12   .rdata  utf16le ta-IN
1130 0x00016f74 0x00417b74 5   12   .rdata  utf16le te-IN
1131 0x00016f80 0x00417b80 5   12   .rdata  utf16le kn-IN
1132 0x00016f8c 0x00417b8c 5   12   .rdata  utf16le ml-IN
1133 0x00016f98 0x00417b98 5   12   .rdata  utf16le mr-IN
1134 0x00016fa4 0x00417ba4 5   12   .rdata  utf16le sa-IN
1135 0x00016fb0 0x00417bb0 5   12   .rdata  utf16le mn-MN
1136 0x00016fbc 0x00417bbc 5   12   .rdata  utf16le cy-GB
1137 0x00016fc8 0x00417bc8 5   12   .rdata  utf16le gl-ES
1138 0x00016fd4 0x00417bd4 6   14   .rdata  utf16le kok-IN
1139 0x00016fe4 0x00417be4 6   14   .rdata  utf16le syr-SY
1140 0x00016ff4 0x00417bf4 6   14   .rdata  utf16le div-MV
1141 0x00017004 0x00417c04 6   14   .rdata  utf16le quz-BO
1142 0x00017014 0x00417c14 5   12   .rdata  utf16le ns-ZA
1143 0x00017020 0x00417c20 5   12   .rdata  utf16le mi-NZ
1144 0x0001702c 0x00417c2c 5   12   .rdata  utf16le ar-IQ
1145 0x00017038 0x00417c38 5   12   .rdata  utf16le de-CH
1146 0x00017044 0x00417c44 5   12   .rdata  utf16le en-GB
1147 0x00017050 0x00417c50 5   12   .rdata  utf16le es-MX
1148 0x0001705c 0x00417c5c 5   12   .rdata  utf16le fr-BE
1149 0x00017068 0x00417c68 5   12   .rdata  utf16le it-CH
1150 0x00017074 0x00417c74 5   12   .rdata  utf16le nl-BE
1151 0x00017080 0x00417c80 5   12   .rdata  utf16le nn-NO
1152 0x0001708c 0x00417c8c 5   12   .rdata  utf16le pt-PT
1153 0x00017098 0x00417c98 10  22   .rdata  utf16le sr-SP-Latn
1154 0x000170b0 0x00417cb0 5   12   .rdata  utf16le sv-FI
1155 0x000170bc 0x00417cbc 10  22   .rdata  utf16le az-AZ-Cyrl
1156 0x000170d4 0x00417cd4 5   12   .rdata  utf16le se-SE
1157 0x000170e0 0x00417ce0 5   12   .rdata  utf16le ms-BN
1158 0x000170ec 0x00417cec 10  22   .rdata  utf16le uz-UZ-Cyrl
1159 0x00017104 0x00417d04 6   14   .rdata  utf16le quz-EC
1160 0x00017114 0x00417d14 5   12   .rdata  utf16le ar-EG
1161 0x00017120 0x00417d20 5   12   .rdata  utf16le zh-HK
1162 0x0001712c 0x00417d2c 5   12   .rdata  utf16le de-AT
1163 0x00017138 0x00417d38 5   12   .rdata  utf16le en-AU
1164 0x00017144 0x00417d44 5   12   .rdata  utf16le es-ES
1165 0x00017150 0x00417d50 5   12   .rdata  utf16le fr-CA
1166 0x0001715c 0x00417d5c 10  22   .rdata  utf16le sr-SP-Cyrl
1167 0x00017174 0x00417d74 5   12   .rdata  utf16le se-FI
1168 0x00017180 0x00417d80 6   14   .rdata  utf16le quz-PE
1169 0x00017190 0x00417d90 5   12   .rdata  utf16le ar-LY
1170 0x0001719c 0x00417d9c 5   12   .rdata  utf16le zh-SG
1171 0x000171a8 0x00417da8 5   12   .rdata  utf16le de-LU
1172 0x000171b4 0x00417db4 5   12   .rdata  utf16le en-CA
1173 0x000171c0 0x00417dc0 5   12   .rdata  utf16le es-GT
1174 0x000171cc 0x00417dcc 5   12   .rdata  utf16le fr-CH
1175 0x000171d8 0x00417dd8 5   12   .rdata  utf16le hr-BA
1176 0x000171e4 0x00417de4 6   14   .rdata  utf16le smj-NO
1177 0x000171f4 0x00417df4 5   12   .rdata  utf16le ar-DZ
1178 0x00017200 0x00417e00 5   12   .rdata  utf16le zh-MO
1179 0x0001720c 0x00417e0c 5   12   .rdata  utf16le de-LI
1180 0x00017218 0x00417e18 5   12   .rdata  utf16le en-NZ
1181 0x00017224 0x00417e24 5   12   .rdata  utf16le es-CR
1182 0x00017230 0x00417e30 5   12   .rdata  utf16le fr-LU
1183 0x0001723c 0x00417e3c 10  22   .rdata  utf16le bs-BA-Latn
1184 0x00017254 0x00417e54 6   14   .rdata  utf16le smj-SE
1185 0x00017264 0x00417e64 5   12   .rdata  utf16le ar-MA
1186 0x00017270 0x00417e70 5   12   .rdata  utf16le en-IE
1187 0x0001727c 0x00417e7c 5   12   .rdata  utf16le es-PA
1188 0x00017288 0x00417e88 5   12   .rdata  utf16le fr-MC
1189 0x00017294 0x00417e94 10  22   .rdata  utf16le sr-BA-Latn
1190 0x000172ac 0x00417eac 6   14   .rdata  utf16le sma-NO
1191 0x000172bc 0x00417ebc 5   12   .rdata  utf16le ar-TN
1192 0x000172c8 0x00417ec8 5   12   .rdata  utf16le en-ZA
1193 0x000172d4 0x00417ed4 5   12   .rdata  utf16le es-DO
1194 0x000172e0 0x00417ee0 10  22   .rdata  utf16le sr-BA-Cyrl
1195 0x000172f8 0x00417ef8 6   14   .rdata  utf16le sma-SE
1196 0x00017308 0x00417f08 5   12   .rdata  utf16le ar-OM
1197 0x00017314 0x00417f14 5   12   .rdata  utf16le en-JM
1198 0x00017320 0x00417f20 5   12   .rdata  utf16le es-VE
1199 0x0001732c 0x00417f2c 6   14   .rdata  utf16le sms-FI
1200 0x0001733c 0x00417f3c 5   12   .rdata  utf16le ar-YE
1201 0x00017348 0x00417f48 5   12   .rdata  utf16le en-CB
1202 0x00017354 0x00417f54 5   12   .rdata  utf16le es-CO
1203 0x00017360 0x00417f60 6   14   .rdata  utf16le smn-FI
1204 0x00017370 0x00417f70 5   12   .rdata  utf16le ar-SY
1205 0x0001737c 0x00417f7c 5   12   .rdata  utf16le en-BZ
1206 0x00017388 0x00417f88 5   12   .rdata  utf16le es-PE
1207 0x00017394 0x00417f94 5   12   .rdata  utf16le ar-JO
1208 0x000173a0 0x00417fa0 5   12   .rdata  utf16le en-TT
1209 0x000173ac 0x00417fac 5   12   .rdata  utf16le es-AR
1210 0x000173b8 0x00417fb8 5   12   .rdata  utf16le ar-LB
1211 0x000173c4 0x00417fc4 5   12   .rdata  utf16le en-ZW
1212 0x000173d0 0x00417fd0 5   12   .rdata  utf16le es-EC
1213 0x000173dc 0x00417fdc 5   12   .rdata  utf16le ar-KW
1214 0x000173e8 0x00417fe8 5   12   .rdata  utf16le en-PH
1215 0x000173f4 0x00417ff4 5   12   .rdata  utf16le es-CL
1216 0x00017400 0x00418000 5   12   .rdata  utf16le ar-AE
1217 0x0001740c 0x0041800c 5   12   .rdata  utf16le es-UY
1218 0x00017418 0x00418018 5   12   .rdata  utf16le ar-BH
1219 0x00017424 0x00418024 5   12   .rdata  utf16le es-PY
1220 0x00017430 0x00418030 5   12   .rdata  utf16le ar-QA
1221 0x0001743c 0x0041803c 5   12   .rdata  utf16le es-BO
1222 0x00017448 0x00418048 5   12   .rdata  utf16le es-SV
1223 0x00017454 0x00418054 5   12   .rdata  utf16le es-HN
1224 0x00017460 0x00418060 5   12   .rdata  utf16le es-NI
1225 0x0001746c 0x0041806c 5   12   .rdata  utf16le es-PR
1226 0x00017478 0x00418078 6   14   .rdata  utf16le zh-CHT
1227 0x00017bbc 0x004187bc 5   12   .rdata  utf16le ar-ae
1228 0x00017bc8 0x004187c8 5   12   .rdata  utf16le ar-bh
1229 0x00017bd4 0x004187d4 5   12   .rdata  utf16le ar-dz
1230 0x00017be0 0x004187e0 5   12   .rdata  utf16le ar-eg
1231 0x00017bec 0x004187ec 5   12   .rdata  utf16le ar-iq
1232 0x00017bf8 0x004187f8 5   12   .rdata  utf16le ar-jo
1233 0x00017c04 0x00418804 5   12   .rdata  utf16le ar-kw
1234 0x00017c10 0x00418810 5   12   .rdata  utf16le ar-lb
1235 0x00017c1c 0x0041881c 5   12   .rdata  utf16le ar-ly
1236 0x00017c28 0x00418828 5   12   .rdata  utf16le ar-ma
1237 0x00017c34 0x00418834 5   12   .rdata  utf16le ar-om
1238 0x00017c40 0x00418840 5   12   .rdata  utf16le ar-qa
1239 0x00017c4c 0x0041884c 5   12   .rdata  utf16le ar-sa
1240 0x00017c58 0x00418858 5   12   .rdata  utf16le ar-sy
1241 0x00017c64 0x00418864 5   12   .rdata  utf16le ar-tn
1242 0x00017c70 0x00418870 5   12   .rdata  utf16le ar-ye
1243 0x00017c7c 0x0041887c 10  22   .rdata  utf16le az-az-cyrl
1244 0x00017c94 0x00418894 10  22   .rdata  utf16le az-az-latn
1245 0x00017cac 0x004188ac 5   12   .rdata  utf16le be-by
1246 0x00017cb8 0x004188b8 5   12   .rdata  utf16le bg-bg
1247 0x00017cc4 0x004188c4 5   12   .rdata  utf16le bn-in
1248 0x00017cd0 0x004188d0 10  22   .rdata  utf16le bs-ba-latn
1249 0x00017ce8 0x004188e8 5   12   .rdata  utf16le ca-es
1250 0x00017cf4 0x004188f4 5   12   .rdata  utf16le cs-cz
1251 0x00017d00 0x00418900 5   12   .rdata  utf16le cy-gb
1252 0x00017d0c 0x0041890c 5   12   .rdata  utf16le da-dk
1253 0x00017d18 0x00418918 5   12   .rdata  utf16le de-at
1254 0x00017d24 0x00418924 5   12   .rdata  utf16le de-ch
1255 0x00017d30 0x00418930 5   12   .rdata  utf16le de-de
1256 0x00017d3c 0x0041893c 5   12   .rdata  utf16le de-li
1257 0x00017d48 0x00418948 5   12   .rdata  utf16le de-lu
1258 0x00017d54 0x00418954 6   14   .rdata  utf16le div-mv
1259 0x00017d64 0x00418964 5   12   .rdata  utf16le el-gr
1260 0x00017d70 0x00418970 5   12   .rdata  utf16le en-au
1261 0x00017d7c 0x0041897c 5   12   .rdata  utf16le en-bz
1262 0x00017d88 0x00418988 5   12   .rdata  utf16le en-ca
1263 0x00017d94 0x00418994 5   12   .rdata  utf16le en-cb
1264 0x00017da0 0x004189a0 5   12   .rdata  utf16le en-gb
1265 0x00017dac 0x004189ac 5   12   .rdata  utf16le en-ie
1266 0x00017db8 0x004189b8 5   12   .rdata  utf16le en-jm
1267 0x00017dc4 0x004189c4 5   12   .rdata  utf16le en-nz
1268 0x00017dd0 0x004189d0 5   12   .rdata  utf16le en-ph
1269 0x00017ddc 0x004189dc 5   12   .rdata  utf16le en-tt
1270 0x00017de8 0x004189e8 5   12   .rdata  utf16le en-us
1271 0x00017df4 0x004189f4 5   12   .rdata  utf16le en-za
1272 0x00017e00 0x00418a00 5   12   .rdata  utf16le en-zw
1273 0x00017e0c 0x00418a0c 5   12   .rdata  utf16le es-ar
1274 0x00017e18 0x00418a18 5   12   .rdata  utf16le es-bo
1275 0x00017e24 0x00418a24 5   12   .rdata  utf16le es-cl
1276 0x00017e30 0x00418a30 5   12   .rdata  utf16le es-co
1277 0x00017e3c 0x00418a3c 5   12   .rdata  utf16le es-cr
1278 0x00017e48 0x00418a48 5   12   .rdata  utf16le es-do
1279 0x00017e54 0x00418a54 5   12   .rdata  utf16le es-ec
1280 0x00017e60 0x00418a60 5   12   .rdata  utf16le es-es
1281 0x00017e6c 0x00418a6c 5   12   .rdata  utf16le es-gt
1282 0x00017e78 0x00418a78 5   12   .rdata  utf16le es-hn
1283 0x00017e84 0x00418a84 5   12   .rdata  utf16le es-mx
1284 0x00017e90 0x00418a90 5   12   .rdata  utf16le es-ni
1285 0x00017e9c 0x00418a9c 5   12   .rdata  utf16le es-pa
1286 0x00017ea8 0x00418aa8 5   12   .rdata  utf16le es-pe
1287 0x00017eb4 0x00418ab4 5   12   .rdata  utf16le es-pr
1288 0x00017ec0 0x00418ac0 5   12   .rdata  utf16le es-py
1289 0x00017ecc 0x00418acc 5   12   .rdata  utf16le es-sv
1290 0x00017ed8 0x00418ad8 5   12   .rdata  utf16le es-uy
1291 0x00017ee4 0x00418ae4 5   12   .rdata  utf16le es-ve
1292 0x00017ef0 0x00418af0 5   12   .rdata  utf16le et-ee
1293 0x00017efc 0x00418afc 5   12   .rdata  utf16le eu-es
1294 0x00017f08 0x00418b08 5   12   .rdata  utf16le fa-ir
1295 0x00017f14 0x00418b14 5   12   .rdata  utf16le fi-fi
1296 0x00017f20 0x00418b20 5   12   .rdata  utf16le fo-fo
1297 0x00017f2c 0x00418b2c 5   12   .rdata  utf16le fr-be
1298 0x00017f38 0x00418b38 5   12   .rdata  utf16le fr-ca
1299 0x00017f44 0x00418b44 5   12   .rdata  utf16le fr-ch
1300 0x00017f50 0x00418b50 5   12   .rdata  utf16le fr-fr
1301 0x00017f5c 0x00418b5c 5   12   .rdata  utf16le fr-lu
1302 0x00017f68 0x00418b68 5   12   .rdata  utf16le fr-mc
1303 0x00017f74 0x00418b74 5   12   .rdata  utf16le gl-es
1304 0x00017f80 0x00418b80 5   12   .rdata  utf16le gu-in
1305 0x00017f8c 0x00418b8c 5   12   .rdata  utf16le he-il
1306 0x00017f98 0x00418b98 5   12   .rdata  utf16le hi-in
1307 0x00017fa4 0x00418ba4 5   12   .rdata  utf16le hr-ba
1308 0x00017fb0 0x00418bb0 5   12   .rdata  utf16le hr-hr
1309 0x00017fbc 0x00418bbc 5   12   .rdata  utf16le hu-hu
1310 0x00017fc8 0x00418bc8 5   12   .rdata  utf16le hy-am
1311 0x00017fd4 0x00418bd4 5   12   .rdata  utf16le id-id
1312 0x00017fe0 0x00418be0 5   12   .rdata  utf16le is-is
1313 0x00017fec 0x00418bec 5   12   .rdata  utf16le it-ch
1314 0x00017ff8 0x00418bf8 5   12   .rdata  utf16le it-it
1315 0x00018004 0x00418c04 5   12   .rdata  utf16le ja-jp
1316 0x00018010 0x00418c10 5   12   .rdata  utf16le ka-ge
1317 0x0001801c 0x00418c1c 5   12   .rdata  utf16le kk-kz
1318 0x00018028 0x00418c28 5   12   .rdata  utf16le kn-in
1319 0x00018034 0x00418c34 6   14   .rdata  utf16le kok-in
1320 0x00018044 0x00418c44 5   12   .rdata  utf16le ko-kr
1321 0x00018050 0x00418c50 5   12   .rdata  utf16le ky-kg
1322 0x0001805c 0x00418c5c 5   12   .rdata  utf16le lt-lt
1323 0x00018068 0x00418c68 5   12   .rdata  utf16le lv-lv
1324 0x00018074 0x00418c74 5   12   .rdata  utf16le mi-nz
1325 0x00018080 0x00418c80 5   12   .rdata  utf16le mk-mk
1326 0x0001808c 0x00418c8c 5   12   .rdata  utf16le ml-in
1327 0x00018098 0x00418c98 5   12   .rdata  utf16le mn-mn
1328 0x000180a4 0x00418ca4 5   12   .rdata  utf16le mr-in
1329 0x000180b0 0x00418cb0 5   12   .rdata  utf16le ms-bn
1330 0x000180bc 0x00418cbc 5   12   .rdata  utf16le ms-my
1331 0x000180c8 0x00418cc8 5   12   .rdata  utf16le mt-mt
1332 0x000180d4 0x00418cd4 5   12   .rdata  utf16le nb-no
1333 0x000180e0 0x00418ce0 5   12   .rdata  utf16le nl-be
1334 0x000180ec 0x00418cec 5   12   .rdata  utf16le nl-nl
1335 0x000180f8 0x00418cf8 5   12   .rdata  utf16le nn-no
1336 0x00018104 0x00418d04 5   12   .rdata  utf16le ns-za
1337 0x00018110 0x00418d10 5   12   .rdata  utf16le pa-in
1338 0x0001811c 0x00418d1c 5   12   .rdata  utf16le pl-pl
1339 0x00018128 0x00418d28 5   12   .rdata  utf16le pt-br
1340 0x00018134 0x00418d34 5   12   .rdata  utf16le pt-pt
1341 0x00018140 0x00418d40 6   14   .rdata  utf16le quz-bo
1342 0x00018150 0x00418d50 6   14   .rdata  utf16le quz-ec
1343 0x00018160 0x00418d60 6   14   .rdata  utf16le quz-pe
1344 0x00018170 0x00418d70 5   12   .rdata  utf16le ro-ro
1345 0x0001817c 0x00418d7c 5   12   .rdata  utf16le ru-ru
1346 0x00018188 0x00418d88 5   12   .rdata  utf16le sa-in
1347 0x00018194 0x00418d94 5   12   .rdata  utf16le se-fi
1348 0x000181a0 0x00418da0 5   12   .rdata  utf16le se-no
1349 0x000181ac 0x00418dac 5   12   .rdata  utf16le se-se
1350 0x000181b8 0x00418db8 5   12   .rdata  utf16le sk-sk
1351 0x000181c4 0x00418dc4 5   12   .rdata  utf16le sl-si
1352 0x000181d0 0x00418dd0 6   14   .rdata  utf16le sma-no
1353 0x000181e0 0x00418de0 6   14   .rdata  utf16le sma-se
1354 0x000181f0 0x00418df0 6   14   .rdata  utf16le smj-no
1355 0x00018200 0x00418e00 6   14   .rdata  utf16le smj-se
1356 0x00018210 0x00418e10 6   14   .rdata  utf16le smn-fi
1357 0x00018220 0x00418e20 6   14   .rdata  utf16le sms-fi
1358 0x00018230 0x00418e30 5   12   .rdata  utf16le sq-al
1359 0x0001823c 0x00418e3c 10  22   .rdata  utf16le sr-ba-cyrl
1360 0x00018254 0x00418e54 10  22   .rdata  utf16le sr-ba-latn
1361 0x0001826c 0x00418e6c 10  22   .rdata  utf16le sr-sp-cyrl
1362 0x00018284 0x00418e84 10  22   .rdata  utf16le sr-sp-latn
1363 0x0001829c 0x00418e9c 5   12   .rdata  utf16le sv-fi
1364 0x000182a8 0x00418ea8 5   12   .rdata  utf16le sv-se
1365 0x000182b4 0x00418eb4 5   12   .rdata  utf16le sw-ke
1366 0x000182c0 0x00418ec0 6   14   .rdata  utf16le syr-sy
1367 0x000182d0 0x00418ed0 5   12   .rdata  utf16le ta-in
1368 0x000182dc 0x00418edc 5   12   .rdata  utf16le te-in
1369 0x000182e8 0x00418ee8 5   12   .rdata  utf16le th-th
1370 0x000182f4 0x00418ef4 5   12   .rdata  utf16le tn-za
1371 0x00018300 0x00418f00 5   12   .rdata  utf16le tr-tr
1372 0x0001830c 0x00418f0c 5   12   .rdata  utf16le tt-ru
1373 0x00018318 0x00418f18 5   12   .rdata  utf16le uk-ua
1374 0x00018324 0x00418f24 5   12   .rdata  utf16le ur-pk
1375 0x00018330 0x00418f30 10  22   .rdata  utf16le uz-uz-cyrl
1376 0x00018348 0x00418f48 10  22   .rdata  utf16le uz-uz-latn
1377 0x00018360 0x00418f60 5   12   .rdata  utf16le vi-vn
1378 0x0001836c 0x00418f6c 5   12   .rdata  utf16le xh-za
1379 0x00018378 0x00418f78 6   14   .rdata  utf16le zh-chs
1380 0x00018388 0x00418f88 6   14   .rdata  utf16le zh-cht
1381 0x00018398 0x00418f98 5   12   .rdata  utf16le zh-cn
1382 0x000183a4 0x00418fa4 5   12   .rdata  utf16le zh-hk
1383 0x000183b0 0x00418fb0 5   12   .rdata  utf16le zh-mo
1384 0x000183bc 0x00418fbc 5   12   .rdata  utf16le zh-sg
1385 0x000183c8 0x00418fc8 5   12   .rdata  utf16le zh-tw
1386 0x000183d4 0x00418fd4 5   12   .rdata  utf16le zu-za
1387 0x000183fa 0x00418ffa 4   6    .rdata  utf8    tFМ, blocks=Basic Latin,Cyrillic
1388 0x00018443 0x00419043 4   6    .rdata  utf8    \aIV$
1389 0x000184bb 0x004190bb 4   7    .rdata  utf8    ̿aYܫ blocks=Combining Diacritical Marks,Basic Latin,Syriac
1390 0x00018500 0x00419100 4   5    .rdata  ascii   d8L2
1391 0x0001852c 0x0041912c 7   8    .rdata  ascii   [aOni*{
1392 0x00018556 0x00419156 4   5    .rdata  ascii   @2&@
1393 0x0001858a 0x0041918a 4   5    .rdata  ascii   "RP(
1394 0x00018598 0x00419198 4   6    .rdata  utf8    }]9֙ blocks=Basic Latin,Hebrew
1395 0x00018603 0x00419203 5   6    .rdata  ascii   eLK(w
1396 0x0001862d 0x0041922d 4   5    .rdata  ascii   m\nXo
1397 0x0001866f 0x0041926f 6   7    .rdata  ascii   \bFEMh\f
1398 0x0001867e 0x0041927e 4   5    .rdata  ascii   h0'D
1399 0x0001868d 0x0041928d 6   8    .rdata  utf8    Qh٢%v} blocks=Basic Latin,Arabic
1400 0x000186c7 0x004192c7 4   6    .rdata  utf8    א:@O blocks=Hebrew,Basic Latin
1401 0x000186d0 0x004192d0 4   5    .rdata  ascii   owM&
1402 0x0001870d 0x0041930d 7   9    .rdata  utf8    ~ $s%rс blocks=Basic Latin,Cyrillic
1403 0x0001871b 0x0041931b 7   8    .rdata  ascii   \a@b;zO]
1404 0x0001875b 0x0041935b 4   5    .rdata  ascii   $qE}
1405 0x00018799 0x00419399 4   5    .rdata  ascii   ;*xh
1406 0x000187ee 0x004193ee 4   7    .rdata  utf8    H孎cY blocks=Basic Latin,CJK Unified Ideographs
1407 0x000187fb 0x004193fb 4   7    .rdata  utf8    &>r䴆 blocks=Basic Latin,CJK Unified Ideographs Extension A
1408 0x00018803 0x00419403 4   5    .rdata  ascii   ["93
1409 0x00018808 0x00419408 4   5    .rdata  ascii   u\azK
1410 0x00018834 0x00419434 5   6    .rdata  ascii   iu+-,
1411 0x0001889a 0x0041949a 4   5    .rdata  ascii   \lo}
1412 0x000188a5 0x004194a5 5   6    .rdata  ascii   obwQ4
1413 0x000188bf 0x004194bf 4   5    .rdata  ascii   &Sgw
1414 0x00018948 0x00419548 4   5    .rdata  ascii   R\tE]
1415 0x00018957 0x00419557 4   5    .rdata  ascii   ?nz(
