[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000a7 0x000000a7 5   6            ascii   ~2#n~
2    0x000000af 0x000000af 5   6            ascii   ~2#i~
3    0x000000b7 0x000000b7 7   8            ascii   ~2#{~-q
4    0x000000bf 0x000000bf 7   8            ascii   ~Rich,q
5    0x000001d8 0x000001d8 5   6            ascii   .text
6    0x000001ff 0x000001ff 7   8            ascii   `.rdata
7    0x00000227 0x00000227 6   7            ascii   @.data
8    0x00000250 0x00000250 5   6            ascii   .rsrc
9    0x00000277 0x00000277 6   7            ascii   @.text
368  0x00005c38 0x00406838 4   5    .text   ascii   \bMH#
369  0x00005c89 0x00406889 6   7    .text   ascii   T$<PQR
370  0x00005ce4 0x004068e4 5   6    .text   ascii   GHtV;
371  0x00005d25 0x00406925 7   9    .text   utf8    ;wHrƋOH blocks=Basic Latin,Latin Extended-B
372  0x00005da0 0x004069a0 4   6    .text   utf8    \bH#Ë blocks=Basic Latin,Latin-1 Supplement
373  0x00005dc3 0x004069c3 4   6    .text   utf8    щL$$ blocks=Cyrillic,Basic Latin
374  0x00005e4b 0x00406a4b 4   5    .text   ascii   \bMH#
375  0x00005eab 0x00406aab 5   6    .text   ascii   GHtR;
376  0x00005ee8 0x00406ae8 7   9    .text   utf8    ;wHrƋOH blocks=Basic Latin,Latin Extended-B
377  0x00005f02 0x00406b02 6   7    .text   ascii   G(9G,\e
378  0x00005f2e 0x00406b2e 5   6    .text   ascii   D$@QP
379  0x00005f62 0x00406b62 4   6    .text   utf8    +ȋD$ blocks=Basic Latin,Latin Extended-B
380  0x00005f6c 0x00406b6c 4   5    .text   ascii   L$$;
381  0x00005f8e 0x00406b8e 4   5    .text   ascii   L$$A
382  0x00005f96 0x00406b96 4   5    .text   ascii   L$$u
383  0x00005ff0 0x00406bf0 4   5    .text   ascii   L$<P
384  0x00005ff5 0x00406bf5 4   5    .text   ascii   G4PQ
385  0x000060a2 0x00406ca2 5   6    .text   ascii   <SUVW
386  0x000060c7 0x00406cc7 5   6    .text   ascii   +T$TN
387  0x0000612f 0x00406d2f 4   5    .text   ascii   T$HH
388  0x0000615d 0x00406d5d 5   7    .text   utf8    L$ #Ӌ blocks=Basic Latin,Cyrillic
389  0x00006190 0x00406d90 4   6    .text   utf8    ʋT$T blocks=IPA Extensions,Basic Latin
390  0x0000619e 0x00406d9e 4   6    .text   utf8    ЋD$  blocks=Cyrillic,Basic Latin
391  0x000061cb 0x00406dcb 6   7    .text   ascii   D$Tt*;
392  0x00006224 0x00406e24 5   7    .text   utf8    T$$#ˋ blocks=Basic Latin,Spacing Modifier Letters
393  0x0000625a 0x00406e5a 5   6    .text   ascii   L$$J#
394  0x000062bf 0x00406ebf 6   9    .text   utf8    J#ӋʋT$ blocks=Basic Latin,Cyrillic,IPA Extensions
395  0x000062ce 0x00406ece 4   5    .text   ascii   +D$8
396  0x000062e4 0x00406ee4 4   5    .text   ascii   ;l$<
397  0x000062f3 0x00406ef3 4   5    .text   ascii   D$DI
398  0x00006300 0x00406f00 4   5    .text   ascii   D$(+
399  0x00006307 0x00406f07 4   5    .text   ascii   ;l$T
400  0x00006311 0x00406f11 4   5    .text   ascii   )l$T
401  0x0000632c 0x00406f2c 4   5    .text   ascii   T$(+
402  0x00006333 0x00406f33 10  11   .text   ascii   ;l$TsY)l$T
403  0x0000634d 0x00406f4d 13  14   .text   ascii   L$4;D$Ts<)D$T
404  0x00006378 0x00406f78 5   6    .text   ascii   ;l$Ts
405  0x0000637e 0x00406f7e 4   5    .text   ascii   )l$T
406  0x00006390 0x00406f90 5   7    .text   utf8    +ʋD$T blocks=Basic Latin,IPA Extensions
407  0x000063cf 0x00406fcf 5   7    .text   utf8    uߋl$T blocks=Basic Latin,NKo
408  0x000063fb 0x00406ffb 4   5    .text   ascii   ;t$,
409  0x00006450 0x00407050 4   7    .text   utf8    띋L$P blocks=Hangul Syllables,Basic Latin
410  0x000064b0 0x004070b0 5   7    .text   utf8    L$P+Ճ blocks=Basic Latin,Armenian
411  0x000064b8 0x004070b8 4   6    .text   utf8    H#؍E blocks=Basic Latin,Arabic
412  0x000064c7 0x004070c7 4   5    .text   ascii   D$,+
413  0x000064dc 0x004070dc 5   6    .text   ascii   x<_^]
414  0x0000657d 0x0040717d 7   9    .text   utf8    ʉp<O#|$ blocks=IPA Extensions,Basic Latin
415  0x00006589 0x00407189 4   5    .text   ascii   x8_3
416  0x0000659f 0x0040719f 6   8    .text   utf8    ̋D$\fW3 blocks=Combining Diacritical Marks,Basic Latin
417  0x000065c5 0x004071c5 4   5    .text   ascii   t$\f;
418  0x000065d3 0x004071d3 5   6    .text   ascii   9~ u\n
419  0x000065e0 0x004071e0 7   8    .text   ascii   ~(9~$u\a
420  0x000065f2 0x004071f2 5   6    .text   ascii   N h0%
421  0x0000660b 0x0040720b 4   6    .text   utf8    _ËL$ blocks=Basic Latin,Latin-1 Supplement
422  0x00006647 0x00407247 6   8    .text   utf8    ^_ËN$P blocks=Basic Latin,Latin-1 Supplement
423  0x0000666f 0x0040726f 4   6    .text   utf8    ̋D$\f blocks=Combining Diacritical Marks,Basic Latin
424  0x000066ba 0x004072ba 5   6    .text   ascii   9n4u'
425  0x000066dd 0x004072dd 4   5    .text   ascii   u\a_^
426  0x000066e6 0x004072e6 4   5    .text   ascii   9n(u
427  0x000066fc 0x004072fc 4   5    .text   ascii   F(+{
428  0x0000670c 0x0040730c 4   5    .text   ascii   V4P+
429  0x00006723 0x00407323 4   5    .text   ascii   F,^3
430  0x0000673c 0x0040733c 4   5    .text   ascii   V0U+
431  0x00006753 0x00407353 4   5    .text   ascii   N4W+
432  0x0000676a 0x0040736a 4   5    .text   ascii   V,^3
433  0x0000678d 0x0040738d 6   8    .text   utf8    ͉N,_^3 blocks=Combining Diacritical Marks,Basic Latin
434  0x00006914 0x00407514 5   6    .text   ascii   ;O$v\t
435  0x00006bd5 0x004077d5 4   5    .text   ascii   +T$ 
436  0x00006bdc 0x004077dc 4   5    .text   ascii   T$4P
437  0x00006c77 0x00407877 6   7    .text   ascii   O@;H s
438  0x00006d0a 0x0040790a 4   6    .text   utf8    3\rd$
439  0x00006d30 0x00407930 6   7    .text   ascii   O@;H(s
440  0x00006fd2 0x00407bd2 5   7    .text   utf8    3ۉG@3 blocks=Basic Latin,Arabic
441  0x00007013 0x00407c13 6   7    .text   ascii   T$$QUR
442  0x0000701f 0x00407c1f 6   7    .text   ascii   D$ )D$
443  0x00007026 0x00407c26 4   5    .text   ascii   )D$$
444  0x000070b6 0x00407cb6 7   8    .text   ascii   Oh;O\sN
445  0x00007106 0x00407d06 4   5    .text   ascii   ;O\r
446  0x00007110 0x00407d10 5   6    .text   ascii   9Ghs%
447  0x00007133 0x00407d33 8   11   .text   utf8    Gh9Ghr捇0 blocks=Basic Latin,CJK Unified Ideographs
448  0x00007150 0x00407d50 4   5    .text   ascii   GTPQ
449  0x0000715d 0x00407d5d 4   5    .text   ascii   GpPj
450  0x00007187 0x00407d87 5   6    .text   ascii   G`9Gh
451  0x0000719d 0x00407d9d 5   7    .text   utf8    OLH#Ë blocks=Basic Latin,Latin-1 Supplement
452  0x00007264 0x00407e64 4   5    .text   ascii   L$,;
453  0x00007281 0x00407e81 4   5    .text   ascii   L$,J
454  0x00007294 0x00407e94 4   6    .text   utf8    rڋGh blocks=Basic Latin,Arabic
455  0x000072cb 0x00407ecb 6   8    .text   utf8    ̉L$,uL blocks=Combining Diacritical Marks,Basic Latin
456  0x000072f1 0x00407ef1 4   5    .text   ascii   L$,J
457  0x00007336 0x00407f36 4   5    .text   ascii   L$,J
458  0x0000733e 0x00407f3e 4   6    .text   utf8    ؍A\aE blocks=Arabic,Basic Latin
459  0x000073aa 0x00407faa 5   6    .text   ascii   G`9Gh
460  0x000073d4 0x00407fd4 4   5    .text   ascii   GTPQ
461  0x000073dd 0x00407fdd 4   5    .text   ascii   WpRj
462  0x0000741d 0x0040801d 4   5    .text   ascii   GXPQ
463  0x0000742f 0x0040802f 5   6    .text   ascii   TOpRj
464  0x000074cf 0x004080cf 6   9    .text   utf8    H#ËȋGL blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
465  0x00007549 0x00408149 4   6    .text   utf8    ɉL$  blocks=Latin Extended-B,Basic Latin
466  0x00007561 0x00408161 5   6    .text   ascii   L$ H#
467  0x00007571 0x00408171 4   7    .text   utf8    KȋGL blocks=Basic Latin,Latin Extended-B
468  0x000075a1 0x004081a1 4   5    .text   ascii   L$,J
469  0x000075ac 0x004081ac 4   6    .text   utf8    ŉD$  blocks=Latin Extended-A,Basic Latin
470  0x000075be 0x004081be 4   5    .text   ascii   L$ E
471  0x000075e3 0x004081e3 4   5    .text   ascii   D$ ;
472  0x0000767b 0x0040827b 4   5    .text   ascii   ;wHr
473  0x000076a4 0x004082a4 6   9    .text   utf8    H#ËȋGP blocks=Basic Latin,Latin-1 Supplement,Latin Extended-B
474  0x00007711 0x00408311 4   6    .text   utf8    ɉL$  blocks=Latin Extended-B,Basic Latin
475  0x00007729 0x00408329 5   6    .text   ascii   L$ H#
476  0x00007739 0x00408339 4   7    .text   utf8    KȋGP blocks=Basic Latin,Latin Extended-B
477  0x00007768 0x00408368 4   5    .text   ascii   L$,J
478  0x00007773 0x00408373 4   6    .text   utf8    ŉD$  blocks=Latin Extended-A,Basic Latin
479  0x00007785 0x00408385 4   5    .text   ascii   L$ E
480  0x000077aa 0x004083aa 4   5    .text   ascii   D$ ;
481  0x0000781f 0x0040841f 4   5    .text   ascii   ;wHr
482  0x00007839 0x00408439 5   6    .text   ascii   O,+L$
483  0x00007840 0x00408440 7   8    .text   ascii   L$(9ODv
484  0x0000786a 0x0040846a 6   7    .text   ascii   L$(+L$
485  0x00007876 0x00408476 6   8    .text   utf8    v<+KO0
486  0x00007885 0x00408485 4   6    .text   utf8    +KO4
487  0x000078a9 0x004084a9 4   5    .text   ascii   L$4;
488  0x000078b5 0x004084b5 7   9    .text   utf8    L$$+ȋG@ blocks=Basic Latin,Latin Extended-B
489  0x000078d7 0x004084d7 4   6    .text   utf8    +ȉL$ blocks=Basic Latin,Latin Extended-B
490  0x000078de 0x004084de 8   10   .text   utf8    L$4+ȋD$$ blocks=Basic Latin,Latin Extended-B
491  0x00007975 0x00408575 6   7    .text   ascii   D$(+D$
492  0x0000799c 0x0040859c 4   5    .text   ascii   QRt\a
493  0x00007a6b 0x0040866b 4   5    .text   ascii   ^][_
494  0x00007a71 0x00408671 5   7    .text   utf8    ,ËD$@ blocks=Basic Latin,Latin-1 Supplement
495  0x00007a8b 0x0040868b 4   5    .text   ascii   w<^]
496  0x00007ae2 0x004086e2 5   6    .text   ascii   T$(;P
497  0x00007b0c 0x0040870c 5   7    .text   utf8    ,Ët$@ blocks=Basic Latin,Latin-1 Supplement
498  0x00007b13 0x00408713 5   6    .text   ascii   l$8+n
499  0x00007b1a 0x0040871a 5   6    .text   ascii   \$(+^
500  0x00007ba9 0x004087a9 9   11   .text   utf8    ,ËD$0^][_ blocks=Basic Latin,Latin-1 Supplement
501  0x00007c7f 0x0040887f 4   5    .text   ascii   F$QR
502  0x00007ca2 0x004088a2 4   5    .text   ascii   \$\bV
503  0x00007cd6 0x004088d6 7   9    .text   utf8    [Ã>\nu%j blocks=Basic Latin,Latin-1 Supplement
504  0x00007ce8 0x004088e8 4   7    .text   utf8    WUP谛 blocks=Basic Latin,CJK Unified Ideographs
505  0x00007cf6 0x004088f6 5   6    .text   ascii   t\n_]^
506  0x00007d1c 0x0040891c 5   7    .text   utf8    [ËF(; blocks=Basic Latin,Latin-1 Supplement
507  0x00007d49 0x00408949 6   8    .text   utf8    [ËV4W+ blocks=Basic Latin,Latin-1 Supplement
508  0x00007d5e 0x0040895e 4   5    .text   ascii   ~,_]
509  0x00007db8 0x004089b8 4   5    .text   ascii   vCSU
510  0x00007df4 0x004089f4 6   7    .text   ascii   @;D$\fr
511  0x00007e23 0x00408a23 7   8    .text   ascii   u\f9{<s\a
512  0x00007e2d 0x00408a2d 5   7    .text   utf8    _][Ã; blocks=Basic Latin,Latin-1 Supplement
513  0x00007e64 0x00408a64 5   6    .text   ascii   A9{<s
514  0x00007e90 0x00408a90 4   5    .text   ascii   E\b)E
515  0x00007ea1 0x00408aa1 5   6    .text   ascii   t\n^_]
516  0x00007ef0 0x00408af0 4   5    .text   ascii   8\ru\f
517  0x00007f10 0x00408b10 4   5    .text   ascii   QSVW
518  0x00007f4d 0x00408b4d 6   7    .text   ascii   N(Uh0%
519  0x00007f96 0x00408b96 4   5    .text   ascii   F$UR
520  0x00007f9e 0x00408b9e 4   5    .text   ascii   \b]_^
521  0x00007fec 0x00408bec 4   6    .text   utf8    KP+ˁ blocks=Basic Latin,Spacing Modifier Letters
522  0x00008044 0x00408c44 4   5    .text   ascii   ]_^3
523  0x0000809c 0x00408c9c 4   5    .text   ascii   D$`3
524  0x000080bb 0x00408cbb 5   6    .text   ascii   LLH@;
525  0x00008104 0x00408d04 4   5    .text   ascii   D$\f@
526  0x0000821c 0x00408e1c 5   6    .text   ascii   TTl@;
527  0x0000823e 0x00408e3e 4   5    .text   ascii   D$0P
528  0x0000829d 0x00408e9d 4   5    .text   ascii   T$83
529  0x000082de 0x00408ede 7   9    .text   utf8    T$,*ˈL$ blocks=Basic Latin,Spacing Modifier Letters
530  0x00008309 0x00408f09 4   5    .text   ascii   T$4f
531  0x0000832c 0x00408f2c 5   7    .text   utf8    D$<+˺ blocks=Basic Latin,Spacing Modifier Letters
532  0x0000839a 0x00408f9a 4   5    .text   ascii   DTLf
533  0x000083a0 0x00408fa0 5   6    .text   ascii   u";T$
534  0x000083cf 0x00408fcf 4   5    .text   ascii   t$@#
535  0x000083d5 0x00408fd5 7   8    .text   ascii   t$H;t$8
536  0x0000841a 0x0040901a 4   5    .text   ascii   ~\rBA
537  0x00008441 0x00409041 4   5    .text   ascii   D$<u
538  0x0000846f 0x0040906f 4   5    .text   ascii   L$ +
539  0x00008478 0x00409078 4   5    .text   ascii   T$8f
540  0x000084ad 0x004090ad 4   5    .text   ascii   D$@#
541  0x000084b2 0x004090b2 5   6    .text   ascii   ;D$8t
542  0x000084bd 0x004090bd 5   7    .text   utf8    73ۉD$ blocks=Basic Latin,Arabic
543  0x000085d5 0x004091d5 7   9    .text   utf8    \f6;ʉl$\b blocks=Basic Latin,IPA Extensions
544  0x00008666 0x00409266 5   7    .text   utf8    ]YËT$ blocks=Basic Latin,Latin-1 Supplement
545  0x00008692 0x00409292 5   6    .text   ascii    SUVW
546  0x000086b2 0x004092b2 5   7    .text   utf8    3ɉT$( blocks=Basic Latin,Latin Extended-B
547  0x00008762 0x00409362 5   6    .text   ascii   ;T$$f
548  0x0000876e 0x0040936e 4   5    .text   ascii   |$(f
549  0x000087e1 0x004093e1 4   5    .text   ascii   L$,f
550  0x0000884c 0x0040944c 4   5    .text   ascii   ;L$$
551  0x00008875 0x00409475 4   5    .text   ascii   l$,f
552  0x0000888c 0x0040948c 4   5    .text   ascii   t$ J
553  0x0000889b 0x0040949b 4   5    .text   ascii   _^][
554  0x000088b2 0x004094b2 5   6    .text   ascii   \fSUVW
555  0x00008986 0x00409586 4   5    .text   ascii   _^][
556  0x00008a36 0x00409636 4   5    .text   ascii   H\bf\t
557  0x00008a74 0x00409674 4   5    .text   ascii   T$$f
558  0x00008ad6 0x004096d6 4   6    .text   utf8    ;ˉ|$ blocks=Basic Latin,Spacing Modifier Letters
559  0x00008aeb 0x004096eb 4   5    .text   ascii   H\bf\t
560  0x00008b71 0x00409771 4   6    .text   utf8    ;ˉ|$ blocks=Basic Latin,Spacing Modifier Letters
561  0x00008b85 0x00409785 4   5    .text   ascii   H\bf\t
562  0x00008bfd 0x004097fd 4   5    .text   ascii   H\bf\t
563  0x00008c79 0x00409879 4   6    .text   utf8    ;ˉ|$ blocks=Basic Latin,Spacing Modifier Letters
564  0x00008c8d 0x0040988d 4   5    .text   ascii   H\bf\t
565  0x00008d05 0x00409905 4   5    .text   ascii   H\bf\t
566  0x00008d6d 0x0040996d 4   6    .text   utf8    ;ˉ|$ blocks=Basic Latin,Spacing Modifier Letters
567  0x00008d81 0x00409981 4   5    .text   ascii   H\bf\t
568  0x00008df9 0x004099f9 4   5    .text   ascii   H\bf\t
569  0x00008e89 0x00409a89 4   5    .text   ascii   )l$ 
570  0x00008e93 0x00409a93 4   5    .text   ascii   _^][
571  0x000090e7 0x00409ce7 4   5    .text   ascii   _^]I
572  0x0000910b 0x00409d0b 4   5    .text   ascii   L$\bV
573  0x00009278 0x00409e78 4   6    .text   utf8    ;ˉ|$ blocks=Basic Latin,Spacing Modifier Letters
574  0x00009295 0x00409e95 4   5    .text   ascii   H\bf\t
575  0x00009314 0x00409f14 4   5    .text   ascii   tx+4
576  0x00009333 0x00409f33 4   5    .text   ascii   H\bf\t
577  0x000093c2 0x00409fc2 4   6    .text   utf8    ;ΉT$ blocks=Basic Latin,Greek and Coptic
578  0x000093d7 0x00409fd7 4   5    .text   ascii   H\bf\t
579  0x0000942c 0x0040a02c 4   5    .text   ascii   t$$f
580  0x00009507 0x0040a107 5   6    .text   ascii   \$ f\t
581  0x00009611 0x0040a211 4   7    .text   utf8    IJ,Ë blocks=Basic Latin,Latin-1 Supplement
582  0x00009620 0x0040a220 4   7    .text   utf8    IJ,Ë blocks=Basic Latin,Latin-1 Supplement
583  0x00009631 0x0040a231 4   7    .text   utf8    IJ,Ë blocks=Basic Latin,Latin-1 Supplement
584  0x00009642 0x0040a242 4   7    .text   utf8    IJ,Ë blocks=Basic Latin,Latin-1 Supplement
585  0x00009653 0x0040a253 4   7    .text   utf8    IJ,Ã blocks=Basic Latin,Latin-1 Supplement
586  0x00009718 0x0040a318 4   5    .text   ascii   \bS~"
587  0x000097dc 0x0040a3dc 6   8    .text   utf8    P\b+߉\$ blocks=Basic Latin,NKo
588  0x000098b8 0x0040a4b8 6   8    .text   utf8    DT\b3\rI
589  0x000098f4 0x0040a4f4 6   7    .text   ascii   D$\fSUW
590  0x0000990b 0x0040a50b 4   6    .text   utf8    ;ˉL$ blocks=Basic Latin,Spacing Modifier Letters
591  0x00009925 0x0040a525 4   5    .text   ascii   ~6f9
592  0x00009956 0x0040a556 4   5    .text   ascii   @;D$
593  0x00009bcc 0x0040a7cc 5   6    .text   ascii   \r~gSV
594  0x00009bda 0x0040a7da 4   5    .text   ascii   H\bf\t
595  0x00009c34 0x0040a834 4   6    .text   utf8    YËT$ blocks=Basic Latin,Latin-1 Supplement
596  0x00009c46 0x0040a846 5   6    .text   ascii   L$\ff\t
597  0x00009c51 0x0040a851 4   5    .text   ascii   T$\bj
598  0x00009c71 0x0040a871 5   6    .text   ascii   SVWf\t
599  0x00009ebb 0x0040aabb 4   5    .text   ascii   D$\f;
600  0x00009ed9 0x0040aad9 7   8    .text   ascii   |$ WSPV
601  0x00009f19 0x0040ab19 4   5    .text   ascii   N\bf\t
602  0x00009f86 0x0040ab86 6   7    .text   ascii   @PAQBR
603  0x00009fc7 0x0040abc7 4   5    .text   ascii   N\bf\t
604  0x0000a06c 0x0040ac6c 4   5    .text   ascii   T$<W
605  0x0000a071 0x0040ac71 5   6    .text   ascii   |$Dj8
606  0x0000a081 0x0040ac81 4   5    .text   ascii   L$\bh
607  0x0000a0b0 0x0040acb0 4   5    .text   ascii   T$\bj
608  0x0000a0c6 0x0040acc6 4   5    .text   ascii   D$\bP
609  0x0000a0f4 0x0040acf4 4   6    .text   utf8    8ËL$ blocks=Basic Latin,Latin-1 Supplement
610  0x0000a0fb 0x0040acfb 4   5    .text   ascii   T$\bR
611  0x0000a14f 0x0040ad4f 4   6    .text   utf8    ̋D$\b blocks=Combining Diacritical Marks,Basic Latin
612  0x0000a156 0x0040ad56 4   5    .text   ascii   D$\fP
613  0x0000a16f 0x0040ad6f 5   7    .text   utf8    ̋D$\bP blocks=Combining Diacritical Marks,Basic Latin
614  0x0000a1db 0x0040addb 4   5    .text   ascii   N\fQj
615  0x0000a1fc 0x0040adfc 4   5    .text   ascii   M\fhp
616  0x0000a29e 0x0040ae9e 4   5    .text   ascii   N\fQj
617  0x0000a301 0x0040af01 4   5    .text   ascii   hx B
618  0x0000a41b 0x0040b01b 7   8    .text   ascii   ^_u\b^_]
619  0x0000a565 0x0040b165 4   5    .text   ascii   E\b^_
620  0x0000a571 0x0040b171 4   5    .text   ascii   E\b^_
621  0x0000a583 0x0040b183 4   5    .text   ascii   E\b^_
622  0x0000a59d 0x0040b19d 4   5    .text   ascii   E\b^_
623  0x0000a701 0x0040b301 4   5    .text   ascii   E\b^_
624  0x0000a70f 0x0040b30f 4   5    .text   ascii   E\b^_
625  0x0000a725 0x0040b325 4   5    .text   ascii   E\b^_
626  0x0000a73f 0x0040b33f 4   5    .text   ascii   E\b^_
627  0x0000a78b 0x0040b38b 7   8    .text   ascii   ^_u\b^_]
628  0x0000a8d5 0x0040b4d5 4   5    .text   ascii   E\b^_
629  0x0000a8e1 0x0040b4e1 4   5    .text   ascii   E\b^_
630  0x0000a8f3 0x0040b4f3 4   5    .text   ascii   E\b^_
631  0x0000a90d 0x0040b50d 4   5    .text   ascii   E\b^_
632  0x0000aa71 0x0040b671 4   5    .text   ascii   E\b^_
633  0x0000aa7f 0x0040b67f 4   5    .text   ascii   E\b^_
634  0x0000aa95 0x0040b695 4   5    .text   ascii   E\b^_
635  0x0000aaaf 0x0040b6af 4   5    .text   ascii   E\b^_
636  0x0000aae9 0x0040b6e9 4   5    .text   ascii   t\tVP
637  0x0000ab89 0x0040b789 4   5    .text   ascii   M\fS3
638  0x0000aba3 0x0040b7a3 5   6    .text   ascii   SSSSS
639  0x0000abc2 0x0040b7c2 5   6    .text   ascii   9]\bt\v
640  0x0000abf9 0x0040b7f9 4   5    .text   ascii   _^[]
641  0x0000ac0f 0x0040b80f 4   5    .text   ascii   u\b;5
642  0x0000acca 0x0040b8ca 6   7    .text   ascii   u.j\f^9
643  0x0000ad25 0x0040b925 4   5    .text   ascii   5 6B
644  0x0000ad33 0x0040b933 7   8    .text   ascii   u\e95(6B
645  0x0000ad47 0x0040b947 4   5    .text   ascii   5 6B
646  0x0000ad71 0x0040b971 4   5    .text   ascii   <8=u
647  0x0000ad92 0x0040b992 4   6    .text   utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
648  0x0000adc3 0x0040b9c3 5   6    .text   ascii   VVVVV
649  0x0000ae2f 0x0040ba2f 4   6    .text   utf8    ̋T$\f blocks=Combining Diacritical Marks,Basic Latin
650  0x0000ae3a 0x0040ba3a 7   9    .text   utf8    ti3\nD$\b
651  0x0000ae69 0x0040ba69 5   7    .text   utf8    t\f+ш\a blocks=Basic Latin,Cyrillic
652  0x0000aea0 0x0040baa0 7   9    .text   utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
653  0x0000aeb1 0x0040bab1 5   6    .text   ascii   \fSVW3
654  0x0000aeb7 0x0040bab7 7   8    .text   ascii   9}\ft$9}
655  0x0000aecd 0x0040bacd 5   6    .text   ascii   WWWWW
656  0x0000aee6 0x0040bae6 4   6    .text   utf8    ËM\b; blocks=Latin-1 Supplement,Basic Latin
657  0x0000aef4 0x0040baf4 4   5    .text   ascii   u\f9E
658  0x0000aef9 0x0040baf9 4   6    .text   utf8    w͋}\f blocks=Basic Latin,Combining Diacritical Marks
659  0x0000af7e 0x0040bb7e 4   6    .text   utf8    t\t3ҋ blocks=Basic Latin,Cyrillic
660  0x0000b00c 0x0040bc0c 4   5    .text   ascii   j\fhX
661  0x0000b01a 0x0040bc1a 7   8    .text   ascii   9u\ft)9u
662  0x0000b03b 0x0040bc3b 5   6    .text   ascii   VVVVV
663  0x0000b094 0x0040bc94 4   5    .text   ascii   E\bV3
664  0x0000b0a2 0x0040bca2 5   6    .text   ascii   VVVVV
665  0x0000b0be 0x0040bcbe 4   6    .text   utf8     ^]Ë blocks=Basic Latin,Latin-1 Supplement
666  0x0000b0cf 0x0040bccf 5   6    .text   ascii   ]\fVW3
667  0x0000b0de 0x0040bcde 4   5    .text   ascii   t!9}
668  0x0000b0ee 0x0040bcee 4   5    .text   ascii   WWWW
669  0x0000b11f 0x0040bd1f 5   6    .text   ascii   t\vSWQ
670  0x0000b277 0x0040be77 4   5    .text   ascii   VVVV
671  0x0000b2aa 0x0040beaa 5   6    .text   ascii   PPPPP
672  0x0000b2cc 0x0040becc 4   5    .text   ascii   j\fhx
673  0x0000b2e0 0x0040bee0 4   5    .text   ascii   t79u
674  0x0000b2e5 0x0040bee5 4   5    .text   ascii   t29u
675  0x0000b30c 0x0040bf0c 5   6    .text   ascii   VVVVV
676  0x0000b3a0 0x0040bfa0 5   7    .text   utf8    j\rX]Ë blocks=Basic Latin,Latin-1 Supplement
677  0x0000b406 0x0040c006 4   6    .text   utf8    0^]Ë blocks=Basic Latin,Latin-1 Supplement
678  0x0000b412 0x0040c012 4   5    .text   ascii   u\bW3
679  0x0000b423 0x0040c023 5   6    .text   ascii   WWWWW
680  0x0000b47c 0x0040c07c 4   5    .text   ascii   _^[]
681  0x0000b491 0x0040c091 5   7    .text   utf8    3\vu\b3
682  0x0000b4ac 0x0040c0ac 5   6    .text   ascii   WWWWW
683  0x0000b4bf 0x0040c0bf 5   6    .text   ascii   F\f@t\f
684  0x0000b4f1 0x0040c0f1 4   6    .text   utf8    Ջu\bV blocks=Armenian,Basic Latin
685  0x0000b512 0x0040c112 5   6    .text   ascii   SSSSS
