[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
364  0x000029a3 0x004029a3 4   5    .text   ascii   \acE^
365  0x000029bc 0x004029bc 6   7    .text   ascii   wt\mWR
366  0x000029c3 0x004029c3 8   9    .text   ascii   \a\tJ.3868
367  0x000029d8 0x004029d8 5   6    .text   ascii   v5"\vU
368  0x000029de 0x004029de 6   7    .text   ascii   sF1804
369  0x000029f7 0x004029f7 4   5    .text   ascii   \acE^
370  0x00002a00 0x00402a00 4   5    .text   ascii   1804
371  0x00002a08 0x00402a08 10  11   .text   ascii   \tJ.3wt\mNK
372  0x00002a2c 0x00402a2c 9   10   .text   ascii   \tJ.3\tJ.3x
373  0x00002a36 0x00402a36 4   5    .text   ascii   \f<NK
374  0x00002a4c 0x00402a4c 6   7    .text   ascii   wt\m80
375  0x00002a54 0x00402a54 7   8    .text   ascii   wt\m868
376  0x00002a60 0x00402a60 4   5    .text   ascii   1804
377  0x00002a8c 0x00402a8c 6   7    .text   ascii   Cm]\vWR
378  0x00002a93 0x00402a93 5   6    .text   ascii   \a1804
379  0x00002aac 0x00402aac 6   7    .text   ascii   wt\mWR
380  0x00002aca 0x00402aca 7   8    .text   ascii   \f\vIq&Iq
381  0x00002adb 0x00402adb 7   8    .text   ascii   Iq.Iq>u
382  0x00002af3 0x00402af3 10  12   .text   utf8    Iq|7IqzIqԿ blocks=Basic Latin,Armenian
383  0x00002b05 0x00402b05 7   8    .text   ascii   Iq8KKIq
384  0x00002b18 0x00402b18 9   10   .text   ascii   Iq8IqdRIq
385  0x00002b22 0x00402b22 9   10   .text   ascii   /Iq6kIq!E
386  0x00002b3b 0x00402b3b 5   6    .text   ascii   Iq6Iq
387  0x00002b41 0x00402b41 4   5    .text   ascii   !Iq\e
388  0x00002b4f 0x00402b4f 7   8    .text   ascii   Iq\e/QIq
389  0x00002b57 0x00402b57 6   7    .text   ascii   IqPRIq
390  0x00002b6e 0x00402b6e 5   6    .text   ascii   \bIq{~
391  0x00002b74 0x00402b74 4   5    .text   ascii   IqVo
392  0x00002b7d 0x00402b7d 5   6    .text   ascii   Iq>Iq
393  0x00002b84 0x00402b84 5   6    .text   ascii   Iq0Iq
394  0x00002b8a 0x00402b8a 10  11   .text   ascii   Iq>Iq1#PIq
395  0x00002ba5 0x00402ba5 4   5    .text   ascii   #Iq=
396  0x00002bc1 0x00402bc1 4   5    .text   ascii   IqIS
397  0x00002bcd 0x00402bcd 5   6    .text   ascii   IqMIq
398  0x00002bdb 0x00402bdb 5   6    .text   ascii   IqoIq
399  0x00002be8 0x00402be8 7   8    .text   ascii   8IqNRIq
400  0x00002bf0 0x00402bf0 10  11   .text   ascii   ,Iq6wIq!Iq
401  0x00002bfe 0x00402bfe 5   6    .text   ascii   Iq$Iq
402  0x00002c17 0x00402c17 5   6    .text   ascii   Iq\eIq
403  0x00002c28 0x00402c28 6   7    .text   ascii   IqRIq|
404  0x00002c34 0x00402c34 5   6    .text   ascii   IqVIq
405  0x00002c3b 0x00402c3b 8   9    .text   ascii   Iq1IqRIq
406  0x00002c44 0x00402c44 6   7    .text   ascii   IqwrIq
407  0x00002c4e 0x00402c4e 6   7    .text   ascii   UqIq\rm
408  0x00002c58 0x00402c58 5   6    .text   ascii   IqrIq
409  0x00002c5f 0x00402c5f 4   5    .text   ascii   mIqL
410  0x00002c6b 0x00402c6b 4   5    .text   ascii   [Iq\e
411  0x00002c74 0x00402c74 4   5    .text   ascii   !Iq<
412  0x00002c7a 0x00402c7a 7   8    .text   ascii   Iq;IqRY
413  0x00002c85 0x00402c85 7   8    .text   ascii   }FIqjIq
414  0x00002c99 0x00402c99 10  11   .text   ascii   Iq4|/IqQIq
415  0x00002cb1 0x00402cb1 4   5    .text   ascii   W\rIq
416  0x00002cbc 0x00402cbc 4   5    .text   ascii   Iq~V
417  0x00002cc9 0x00402cc9 7   8    .text   ascii   Iq8hRIq
418  0x00002cd3 0x00402cd3 5   6    .text   ascii   Iq\bIq
419  0x00002cf6 0x00402cf6 4   5    .text   ascii   <Iqi
420  0x00002cfc 0x00402cfc 4   5    .text   ascii   Iq}#
421  0x00002d0a 0x00402d0a 4   5    .text   ascii   Iq2[
422  0x00002d13 0x00402d13 4   5    .text   ascii   IqjI
423  0x00002d1c 0x00402d1c 6   7    .text   ascii   3Iq/Iq
424  0x00002d26 0x00402d26 10  11   .text   ascii   -IqfIq,_Iq
425  0x00002d31 0x00402d31 5   6    .text   ascii   IqcIq
426  0x00002d38 0x00402d38 4   5    .text   ascii   IIqV
427  0x00002d5a 0x00402d5a 6   7    .text   ascii   9IqFIq
428  0x00002d69 0x00402d69 9   10   .text   ascii   Iq/IIqOIq
429  0x00002d74 0x00402d74 4   5    .text   ascii   IqC_
430  0x00002d92 0x00402d92 6   7    .text   ascii   sIq'Iq
431  0x00002db9 0x00402db9 5   6    .text   ascii   Iq}Iq
432  0x00002dd1 0x00402dd1 5   6    .text   ascii   IqVIq
433  0x00002dd8 0x00402dd8 5   7    .text   utf8    IqPIq
434  0x00002ddf 0x00402ddf 6   7    .text   ascii   \rIqiIq
435  0x00002de8 0x00402de8 7   8    .text   ascii   Iq&VIq\e
436  0x00002e0b 0x00402e0b 4   5    .text   ascii   f~Iq
437  0x00002e25 0x00402e25 5   6    .text   ascii   Iq!Iq
438  0x00002e2b 0x00402e2b 7   8    .text   ascii   `eIqpIq
439  0x00002e4e 0x00402e4e 4   5    .text   ascii   mRIq
440  0x00002e57 0x00402e57 7   8    .text   ascii   jJIq&Iq
441  0x00002e62 0x00402e62 4   5    .text   ascii   eIq<
442  0x00002e74 0x00402e74 6   7    .text   ascii   _Iq^Iq
443  0x00002e93 0x00402e93 5   6    .text   ascii   IqfIq
444  0x00002e9b 0x00402e9b 4   5    .text   ascii   Iqc!
445  0x00002ea3 0x00402ea3 4   5    .text   ascii   Iq0R
446  0x00002ebe 0x00402ebe 5   7    .text   utf8    IqݓIq blocks=Basic Latin,Arabic Supplement
447  0x00002ec9 0x00402ec9 9   10   .text   ascii   Iq\b\eIqGIq
448  0x00002ed7 0x00402ed7 9   10   .text   ascii   \tIq%Iq/Iq
449  0x00002ee2 0x00402ee2 6   7    .text   ascii   fIqUIq
450  0x00002eed 0x00402eed 5   7    .text   utf8    IqдIq blocks=Basic Latin,Cyrillic
451  0x00002ef4 0x00402ef4 5   6    .text   ascii   IqOIq
452  0x00002f08 0x00402f08 4   5    .text   ascii   \nIqO
453  0x00002f12 0x00402f12 12  13   .text   ascii   IqTIq\v\eIqCIq
454  0x00002f23 0x00402f23 4   5    .text   ascii   Iqxr
455  0x00002f28 0x00402f28 6   7    .text   ascii   Iq\eIq$
456  0x00002f38 0x00402f38 4   5    .text   ascii   Iqd~
457  0x00002f4d 0x00402f4d 8   9    .text   ascii   GIq|)PIq
458  0x00002f56 0x00402f56 4   5    .text   ascii   IquQ
459  0x00002f5f 0x00402f5f 5   6    .text   ascii   IqgIq
460  0x00002f65 0x00402f65 4   5    .text   ascii   Iq|'
461  0x00002f89 0x00402f89 5   6    .text   ascii   IquIq
462  0x00002f91 0x00402f91 5   6    .text   ascii   Iq.Iq
463  0x00002f99 0x00402f99 8   9    .text   ascii   IqgIq\bIq
464  0x00002faa 0x00402faa 14  15   .text   ascii   IqaqIq!_XIqqIq
465  0x00002fb9 0x00402fb9 4   5    .text   ascii   TIqq
466  0x00002fc2 0x00402fc2 6   7    .text   ascii   IqsIqt
467  0x00002fc9 0x00402fc9 6   8    .text   utf8    IqԴRIq blocks=Basic Latin,Armenian
468  0x00002fd5 0x00402fd5 4   5    .text   ascii   AIq^
469  0x00002fdb 0x00402fdb 6   7    .text   ascii   Iq IqI
470  0x00002ffb 0x00402ffb 7   8    .text   ascii   IqwrOIq
471  0x0000300e 0x0040300e 14  16   .text   utf8    IqKIq|Iq\tʳIq~z blocks=Basic Latin,Spacing Modifier Letters
472  0x00003026 0x00403026 5   6    .text   ascii   _`Iq'
473  0x00003031 0x00403031 4   5    .text   ascii   IqwR
474  0x00003036 0x00403036 7   8    .text   ascii   Iq/\fIq_
475  0x0000303e 0x0040303e 5   6    .text   ascii   Iq\aIq
476  0x00003051 0x00403051 12  13   .text   ascii   Iq\vIqSIq}*Iq
477  0x00003062 0x00403062 6   7    .text   ascii   IqzIq}
478  0x00003069 0x00403069 6   7    .text   ascii   IqiIq~
479  0x00003078 0x00403078 5   7    .text   utf8    IqȂIq blocks=Basic Latin,Latin Extended-B
480  0x0000308d 0x0040308d 5   6    .text   ascii   Iq}Iq
481  0x00003098 0x00403098 4   5    .text   ascii   /gIq
482  0x000030a4 0x004030a4 4   5    .text   ascii   !Iq7
483  0x000030b2 0x004030b2 6   7    .text   ascii   Iq%aIq
484  0x000030c8 0x004030c8 9   10   .text   ascii   Iq+Iq\vYIq
485  0x000030dc 0x004030dc 5   6    .text   ascii   Iq%Iq
486  0x00003104 0x00403104 7   9    .text   utf8    IqҲfIq} blocks=Basic Latin,Cyrillic
487  0x0000310e 0x0040310e 5   6    .text   ascii   IqoIq
488  0x00003118 0x00403118 4   5    .text   ascii   nIq|
489  0x0000311d 0x0040311d 6   7    .text   ascii   Iq\eIq7
490  0x00003125 0x00403125 8   9    .text   ascii   Iq=Iq~Iq
491  0x00003132 0x00403132 5   6    .text   ascii   Iq)Iq
492  0x0000314e 0x0040314e 4   5    .text   ascii   #\aIq
493  0x0000315d 0x0040315d 4   5    .text   ascii   IqO~
494  0x00003162 0x00403162 6   7    .text   ascii   Iq_UIq
495  0x0000316a 0x0040316a 5   6    .text   ascii   IqYIq
496  0x00003178 0x00403178 4   5    .text   ascii   (XIq
497  0x00003188 0x00403188 11  12   .text   ascii   IqTIq;Iq0Iq
498  0x00003199 0x00403199 4   5    .text   ascii   4IqD
499  0x000031b4 0x004031b4 10  11   .text   ascii   lIqlIq0Iq5
500  0x000031db 0x004031db 5   6    .text   ascii   Iq+Iq
501  0x00003203 0x00403203 4   5    .text   ascii   A"Iq
502  0x0000320e 0x0040320e 5   6    .text   ascii   Iq#Iq
503  0x00003215 0x00403215 7   8    .text   ascii   pIq[,Iq
504  0x00003229 0x00403229 9   11   .text   utf8    Iq+PIqؘIq blocks=Basic Latin,Arabic
505  0x00003236 0x00403236 4   5    .text   ascii   Iqb0
506  0x0000323e 0x0040323e 7   8    .text   ascii   x)Iq2Iq
507  0x00003254 0x00403254 6   7    .text   ascii   eIq:Iq
508  0x0000325f 0x0040325f 5   6    .text   ascii   Iq\rIq
509  0x00003267 0x00403267 5   6    .text   ascii   Iq\Iq
510  0x0000326d 0x0040326d 5   6    .text   ascii   ]bIq.
511  0x00003273 0x00403273 5   7    .text   utf8    IqҍIq blocks=Basic Latin,Cyrillic
512  0x0000327b 0x0040327b 6   7    .text   ascii   Iq"$Iq
513  0x0000328a 0x0040328a 6   8    .text   utf8    LIqĒIq blocks=Basic Latin,Latin Extended-A
514  0x000032ac 0x004032ac 6   7    .text   ascii   Iq@Iq/
515  0x000032bb 0x004032bb 6   7    .text   ascii   IqWvIq
516  0x000032cf 0x004032cf 6   7    .text   ascii   IqIIqY
517  0x0000334d 0x0040334d 6   7    .text   ascii   IqQIqg
518  0x00003362 0x00403362 5   6    .text   ascii   Iq)Iq
519  0x00003369 0x00403369 6   7    .text   ascii   hIq)Iq
520  0x00003371 0x00403371 5   6    .text   ascii   IqEIq
521  0x00003385 0x00403385 9   10   .text   ascii   Iqm0IqRIq
522  0x00003394 0x00403394 4   5    .text   ascii   Iqf?
523  0x0000339c 0x0040339c 6   7    .text   ascii   Iq|}Iq
524  0x000033cf 0x004033cf 4   5    .text   ascii   VIq0
525  0x000033e5 0x004033e5 6   7    .text   ascii   sIqyIq
526  0x000033f4 0x004033f4 7   8    .text   ascii   \IqQIqo
527  0x00003405 0x00403405 5   6    .text   ascii   IqXIq
528  0x00003410 0x00403410 5   6    .text   ascii   Iq0Iq
529  0x00003418 0x00403418 5   6    .text   ascii   IqoIq
530  0x00003426 0x00403426 5   6    .text   ascii   Iq,Iq
531  0x00003449 0x00403449 9   10   .text   ascii   Iq!IqItIq
532  0x00003453 0x00403453 7   9    .text   utf8    ̠Iqp2Iq blocks=Combining Diacritical Marks,Basic Latin
533  0x0000346c 0x0040346c 8   10   .text   utf8    0bIqӀ/Iq blocks=Basic Latin,Cyrillic
534  0x0000347c 0x0040347c 7   9    .text   utf8    -IqnҸIq blocks=Basic Latin,Cyrillic
535  0x00003492 0x00403492 5   6    .text   ascii   Iq?Iq
536  0x000034b4 0x004034b4 10  12   .text   utf8    Iq\erIqyˡIq blocks=Basic Latin,Spacing Modifier Letters
537  0x000034d2 0x004034d2 4   5    .text   ascii   aEIq
538  0x000034db 0x004034db 5   6    .text   ascii   IqAIq
539  0x000034e2 0x004034e2 5   7    .text   utf8    IqԜIq blocks=Basic Latin,Cyrillic Supplement
540  0x00003509 0x00403509 5   6    .text   ascii   IqKIq
541  0x00003535 0x00403535 7   8    .text   ascii   \vIqZIq 
542  0x00003540 0x00403540 4   5    .text   ascii   2:Iq
543  0x00003545 0x00403545 16  17   .text   ascii   Iq7dIqvIq.Iq2Iq!
544  0x00003556 0x00403556 5   6    .text   ascii   Iq^Iq
545  0x0000355c 0x0040355c 5   6    .text   ascii   W%Iq`
546  0x00003566 0x00403566 5   6    .text   ascii   Iq|Iq
547  0x00003587 0x00403587 12  13   .text   ascii   }IqAIq '_IqT
548  0x00003598 0x00403598 6   7    .text   ascii   Iq,Iqh
549  0x000035a4 0x004035a4 6   7    .text   ascii   Iq\eIq7
550  0x000035bc 0x004035bc 4   5    .text   ascii   IqrF
551  0x000035c5 0x004035c5 14  16   .text   utf8    aIq߮Iqg]UIqwIq blocks=Basic Latin,NKo
552  0x000035e4 0x004035e4 4   5    .text   ascii   Iq=b
553  0x000035f0 0x004035f0 9   10   .text   ascii   \aIqEIq0Iq
554  0x00003600 0x00403600 4   5    .text   ascii   8IqL
555  0x00003605 0x00403605 4   5    .text   ascii   Iq:9
556  0x00003612 0x00403612 5   6    .text   ascii   IqpIq
557  0x0000362e 0x0040362e 5   6    .text   ascii   Iq9Iq
558  0x0000363f 0x0040363f 6   8    .text   utf8    IqDIqԞ blocks=Basic Latin,Cyrillic Supplement
559  0x00003678 0x00403678 6   7    .text   ascii   \tJ.331
560  0x00003680 0x00403680 5   6    .text   ascii   wt\mf
561  0x0000368c 0x0040368c 7   8    .text   ascii   \tJ.3868
562  0x000036a7 0x004036a7 7   8    .text   ascii   \awt\mNK
563  0x000036b4 0x004036b4 4   5    .text   ascii   1804
564  0x000036d1 0x004036d1 5   6    .text   ascii   Iq8Iq
565  0x00003702 0x00403702 4   5    .text   ascii   rIq_
566  0x0000370b 0x0040370b 9   10   .text   ascii   "Iq}Iq`Iq
567  0x00003724 0x00403724 6   7    .text   ascii   Iqv*Iq
568  0x0000376c 0x0040376c 7   8    .text   ascii   yIq9\bIq
569  0x00003775 0x00403775 5   7    .text   utf8    IqҰIq blocks=Basic Latin,Cyrillic
570  0x0000377c 0x0040377c 13  14   .text   ascii   Iqt)IqxIqeIq 
571  0x0000378b 0x0040378b 13  14   .text   ascii   Iq-IqkIqRQ?Iq
572  0x000037bf 0x004037bf 4   5    .text   ascii   !Iqm
573  0x000037c4 0x004037c4 6   7    .text   ascii   'IqcIq
574  0x000037cf 0x004037cf 6   7    .text   ascii   IqWIqH
575  0x000037e8 0x004037e8 5   6    .text   ascii   IqYIq
576  0x000037ef 0x004037ef 8   9    .text   ascii   PIq+\nIqI
577  0x000037fc 0x004037fc 7   8    .text   ascii   IqA1RIq
578  0x00003806 0x00403806 5   6    .text   ascii   IqHIq
579  0x0000380d 0x0040380d 4   5    .text   ascii   _IqY
580  0x00003812 0x00403812 5   6    .text   ascii   IqrIq
581  0x00003818 0x00403818 4   5    .text   ascii   IqO<
582  0x00003820 0x00403820 7   8    .text   ascii   oIq\aIq|
583  0x00003834 0x00403834 7   8    .text   ascii   Iq2z~Iq
584  0x0000383c 0x0040383c 7   8    .text   ascii   IqjIqb+
585  0x00003859 0x00403859 7   8    .text   ascii   Iq>lIq9
586  0x0000386d 0x0040386d 7   8    .text   ascii   Iqn7@Iq
587  0x00003875 0x00403875 6   7    .text   ascii   Iq.Iq8
588  0x00003881 0x00403881 9   11   .text   utf8    Iqb4IqɸIq blocks=Basic Latin,IPA Extensions
589  0x000038a7 0x004038a7 4   5    .text   ascii   XvIq
590  0x000038ba 0x004038ba 12  13   .text   ascii   IqE,IqaIqYIq
591  0x000038cf 0x004038cf 5   6    .text   ascii   #+Iq\r
592  0x000038de 0x004038de 4   5    .text   ascii   jPIq
593  0x000038f1 0x004038f1 9   10   .text   ascii   Iq]Iqh0Iq
594  0x00003903 0x00403903 6   7    .text   ascii   tIqlIq
595  0x0000390d 0x0040390d 4   5    .text   ascii   ,Iqk
596  0x00003915 0x00403915 6   7    .text   ascii   IqtIqs
597  0x0000392e 0x0040392e 6   7    .text   ascii   kIq!Iq
598  0x00003935 0x00403935 5   6    .text   ascii   IqOIq
599  0x00003940 0x00403940 5   6    .text   ascii   IqXIq
600  0x00003946 0x00403946 4   5    .text   ascii   E$Iq
601  0x0000394d 0x0040394d 6   7    .text   ascii   Iq/%Iq
602  0x00003969 0x00403969 6   8    .text   utf8    IqӦ}Iq blocks=Basic Latin,Cyrillic
603  0x00003975 0x00403975 8   9    .text   ascii   Iq}Iq\rIq
604  0x0000398d 0x0040398d 4   5    .text   ascii   A Iq
605  0x0000399e 0x0040399e 5   6    .text   ascii   IqmIq
606  0x000039a4 0x004039a4 5   6    .text   ascii   >YIq\a
607  0x000039ba 0x004039ba 4   5    .text   ascii   }YIq
608  0x000039c1 0x004039c1 5   6    .text   ascii   Iq|Iq
609  0x000039db 0x004039db 5   6    .text   ascii   Iq,Iq
610  0x000039f0 0x004039f0 4   5    .text   ascii   _WIq
611  0x00003a01 0x00403a01 4   5    .text   ascii   &mIq
612  0x00003a07 0x00403a07 4   5    .text   ascii   \bIq/
613  0x00003a13 0x00403a13 4   5    .text   ascii   >9Iq
614  0x00003a1d 0x00403a1d 5   6    .text   ascii   Iq3Iq
615  0x00003a34 0x00403a34 4   6    .text   utf8    ԀIq) blocks=Cyrillic Supplement,Basic Latin
616  0x00003a3a 0x00403a3a 6   7    .text   ascii   BIqjIq
617  0x00003a41 0x00403a41 5   6    .text   ascii   Iq;Iq
618  0x00003a51 0x00403a51 4   6    .text   utf8    wIqئ blocks=Basic Latin,Arabic
619  0x00003a57 0x00403a57 8   9    .text   ascii   Iq\fIq+Iq
620  0x00003a68 0x00403a68 9   11   .text   utf8    Iq/Iq^Iqԛ blocks=Basic Latin,Cyrillic Supplement
621  0x00003a8e 0x00403a8e 5   6    .text   ascii   Iq]Iq
622  0x00003a95 0x00403a95 8   9    .text   ascii   IqiIq\bIq
623  0x00003aa6 0x00403aa6 6   7    .text   ascii   %IqaIq
624  0x00003aad 0x00403aad 5   6    .text   ascii   \vIqPv
625  0x00003ab7 0x00403ab7 4   5    .text   ascii   ~Iq\a
626  0x00003ac4 0x00403ac4 7   8    .text   ascii   Iqe1.Iq
627  0x00003ad0 0x00403ad0 9   12   .text   utf8    IqۄIq'Iq̣ blocks=Basic Latin,Arabic,Combining Diacritical Marks
628  0x00003adf 0x00403adf 12  14   .text   utf8    NIqtzIqҫ/Iq~ blocks=Basic Latin,Cyrillic
629  0x00003aed 0x00403aed 4   6    .text   utf8    }Iqճ blocks=Basic Latin,Armenian
630  0x00003b0b 0x00403b0b 5   6    .text   ascii   IqkIq
631  0x00003b15 0x00403b15 4   5    .text   ascii   Iq(U
632  0x00003b1a 0x00403b1a 5   6    .text   ascii   IqmIq
633  0x00003b25 0x00403b25 4   5    .text   ascii   8Iq\r
634  0x00003b2e 0x00403b2e 10  12   .text   utf8    IqաIqBIq,b blocks=Basic Latin,Armenian
635  0x00003b47 0x00403b47 4   5    .text   ascii   Iq/|
636  0x00003b50 0x00403b50 6   7    .text   ascii   BIq%Iq
637  0x00003b5b 0x00403b5b 8   10   .text   utf8    IqӞIq^Iq blocks=Basic Latin,Cyrillic
638  0x00003b65 0x00403b65 7   9    .text   utf8    ܢIq/Iq| blocks=Syriac,Basic Latin
639  0x00003b6e 0x00403b6e 10  11   .text   ascii   Iql/IqWIq)
640  0x00003b7f 0x00403b7f 5   6    .text   ascii   Iq/Iq
641  0x00003b91 0x00403b91 4   5    .text   ascii   ! Iq
642  0x00003b96 0x00403b96 5   6    .text   ascii   IqmIq
643  0x00003ba5 0x00403ba5 5   6    .text   ascii   \nIqu/
644  0x00003baf 0x00403baf 5   6    .text   ascii   Iq&Iq
645  0x00003bcc 0x00403bcc 6   7    .text   ascii   !Iq\eIq
646  0x00003bd3 0x00403bd3 5   7    .text   utf8    \vZIq̙ blocks=Basic Latin,Combining Diacritical Marks
647  0x00003beb 0x00403beb 4   5    .text   ascii   Iq}l
648  0x00003bf3 0x00403bf3 4   5    .text   ascii   vIqn
649  0x00003c00 0x00403c00 5   6    .text   ascii   IqCIq
650  0x00003c0a 0x00403c0a 5   6    .text   ascii   IqrIq
651  0x00003c31 0x00403c31 5   6    .text   ascii   Iq?Iq
652  0x00003c47 0x00403c47 4   5    .text   ascii   Iq5r
653  0x00003c4f 0x00403c4f 9   10   .text   ascii   Iqo}IqUIq
654  0x00003c62 0x00403c62 10  11   .text   ascii   IqcIq& }Iq
655  0x00003c6d 0x00403c6d 4   5    .text   ascii   &#Iq
656  0x00003c94 0x00403c94 4   5    .text   ascii   7Iq/
657  0x00003cab 0x00403cab 6   7    .text   ascii   Iqf\eIq
658  0x00003cbb 0x00403cbb 4   5    .text   ascii   Iq!>
659  0x00003cc3 0x00403cc3 5   6    .text   ascii   IqRIq
660  0x00003ccb 0x00403ccb 5   6    .text   ascii   IqRIq
661  0x00003ce3 0x00403ce3 9   10   .text   ascii   +Iq2.Iq\rz
662  0x00003cfc 0x00403cfc 9   11   .text   utf8    IqkIqٮIq! blocks=Basic Latin,Arabic
663  0x00003d0b 0x00403d0b 8   10   .text   utf8    .Iq& Iq܄ blocks=Basic Latin,Syriac
664  0x00003d1c 0x00403d1c 4   5    .text   ascii   Iq\e\f
665  0x00003d21 0x00403d21 6   9    .text   utf8    IqʪIqr blocks=Basic Latin,IPA Extensions
666  0x00003d3d 0x00403d3d 6   7    .text   ascii   ,IqkIq
667  0x00003d48 0x00403d48 5   6    .text   ascii   IqlIq
668  0x00003d58 0x00403d58 4   5    .text   ascii   Iqvo
669  0x00003d62 0x00403d62 6   8    .text   utf8    Iq8תIq blocks=Basic Latin,Hebrew
670  0x00003d78 0x00403d78 5   6    .text   ascii   Iq_Iq
671  0x00003d91 0x00403d91 6   7    .text   ascii   Iq\e7Iq
672  0x00003d99 0x00403d99 11  13   .text   utf8    Iq\vIqrIqتIq blocks=Basic Latin,Arabic
673  0x00003db2 0x00403db2 9   10   .text   ascii   Iq?!IqzIq
674  0x00003dbf 0x00403dbf 6   7    .text   ascii   Iq(Iq8
675  0x00003dc7 0x00403dc7 7   8    .text   ascii   IqpIq\r&
676  0x00003df3 0x00403df3 6   8    .text   utf8    ŦIq-Iq blocks=Latin Extended-A,Basic Latin
677  0x00003e08 0x00403e08 6   7    .text   ascii   kIqpIq
678  0x00003e11 0x00403e11 10  11   .text   ascii   Iqo%zIqVIq
679  0x00003e25 0x00403e25 5   6    .text   ascii   IqWIq
680  0x00003e57 0x00403e57 5   6    .text   ascii   Iq/Iq
681  0x00003e7c 0x00403e7c 8   9    .text   ascii   yIqo&"Iq
682  0x00003e8a 0x00403e8a 6   8    .text   utf8    Iq\fҞIq blocks=Basic Latin,Cyrillic
683  0x00003e94 0x00403e94 11  12   .text   ascii   IqUIq)|XIq\b
684  0x00003ea4 0x00403ea4 5   6    .text   ascii   IqJIq
685  0x00003eae 0x00403eae 4   5    .text   ascii   }IqL
686  0x00003ebc 0x00403ebc 4   5    .text   ascii   xIqm
687  0x00003ec2 0x00403ec2 8   9    .text   ascii   Iq=Iq(Iq
688  0x00003ecb 0x00403ecb 4   5    .text   ascii   Iqy\b
689  0x00003ed9 0x00403ed9 4   5    .text   ascii   IqR[
690  0x00003ee8 0x00403ee8 12  13   .text   ascii   IqtIq*zIq0Iq
691  0x00003f15 0x00403f15 6   7    .text   ascii   IqWIqr
692  0x00003f43 0x00403f43 4   5    .text   ascii   Iq0\e
693  0x00003f6a 0x00403f6a 5   6    .text   ascii   rIqb3
694  0x00003f75 0x00403f75 4   5    .text   ascii   Iq' 
695  0x00003f84 0x00403f84 4   5    .text   ascii   (\tIq
696  0x00003f92 0x00403f92 6   7    .text   ascii   Iq\eIq#
697  0x00003fa1 0x00403fa1 5   6    .text   ascii   IqrIq
698  0x00003fc1 0x00403fc1 7   8    .text   ascii   Iq|tIq0
699  0x00003fcd 0x00403fcd 4   5    .text   ascii   0Iq 
700  0x00003fd2 0x00403fd2 11  13   .text   utf8    &Iq3ŗIqvIq/ blocks=Basic Latin,Latin Extended-A
701  0x00003fdf 0x00403fdf 6   7    .text   ascii   Iq%Iq+
702  0x00003fe9 0x00403fe9 4   5    .text   ascii   IqJ_
703  0x00003ff1 0x00403ff1 7   8    .text   ascii   Iq,bIqo
