[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x000000d8 0x000000d8 4   5            ascii   Rich
2    0x000001f0 0x000001f0 5   6            ascii   .text
3    0x00000217 0x00000217 7   8            ascii   `.rdata
4    0x0000023f 0x0000023f 6   7            ascii   @.data
5    0x00000268 0x00000268 6   7            ascii   .idata
6    0x00000290 0x00000290 5   6            ascii   .rsrc
7    0x000002b7 0x000002b7 7   8            ascii   @.reloc
1032 0x00034dec 0x10034dec 8   9    .rdata  ascii   December
1033 0x00034df8 0x10034df8 8   9    .rdata  ascii   November
1034 0x00034e04 0x10034e04 7   8    .rdata  ascii   October
1035 0x00034e0c 0x10034e0c 9   10   .rdata  ascii   September
1036 0x00034e18 0x10034e18 6   7    .rdata  ascii   August
1037 0x00034e20 0x10034e20 4   5    .rdata  ascii   July
1038 0x00034e28 0x10034e28 4   5    .rdata  ascii   June
1039 0x00034e30 0x10034e30 5   6    .rdata  ascii   April
1040 0x00034e38 0x10034e38 5   6    .rdata  ascii   March
1041 0x00034e40 0x10034e40 8   9    .rdata  ascii   February
1042 0x00034e4c 0x10034e4c 7   8    .rdata  ascii   January
1043 0x00034e84 0x10034e84 8   9    .rdata  ascii   Saturday
1044 0x00034e90 0x10034e90 6   7    .rdata  ascii   Friday
1045 0x00034e98 0x10034e98 8   9    .rdata  ascii   Thursday
1046 0x00034ea4 0x10034ea4 9   10   .rdata  ascii   Wednesday
1047 0x00034eb0 0x10034eb0 7   8    .rdata  ascii   Tuesday
1048 0x00034eb8 0x10034eb8 6   7    .rdata  ascii   Monday
1049 0x00034ec0 0x10034ec0 6   7    .rdata  ascii   Sunday
1050 0x00034ee8 0x10034ee8 5   6    .rdata  ascii   am/pm
1051 0x00034ef0 0x10034ef0 10  11   .rdata  ascii   inithelp.c
1052 0x00034f18 0x10034f18 21  22   .rdata  ascii   SunMonTueWedThuFriSat
1053 0x00034f30 0x10034f30 36  37   .rdata  ascii   JanFebMarAprMayJunJulAugSepOctNovDec
1054 0x00034f58 0x10034f58 7   8    .rdata  ascii   tzset.c
1055 0x00034f84 0x10034f84 10  11   .rdata  ascii   wtombenv.c
1056 0x00034f90 0x10034f90 7   8    .rdata  ascii   a_cmp.c
1057 0x00034f98 0x10034f98 60  61   .rdata  ascii   cchCount1==0 && cchCount2==1 || cchCount1==1 && cchCount2==0
1058 0x00034ff0 0x10034ff0 8   9    .rdata  ascii   setenv.c
1059 0x000356d0 0x100356d0 14  15   .rdata  ascii   Filesystem.DLL
1060 0x000356df 0x100356df 15  16   .rdata  ascii   DllCanUnloadNow
1061 0x000356ef 0x100356ef 17  18   .rdata  ascii   DllGetClassObject
1062 0x00035701 0x10035701 17  18   .rdata  ascii   DllRegisterServer
1063 0x00035713 0x10035713 19  20   .rdata  ascii   DllUnregisterServer
1064 0x00038f8a 0x10038f8a 33  68   .data   utf16le          (((((                  H
1065 0x000391cc 0x100391cc 12  52   .data   utf32le \t\a\f\b\f\t\f\n\a\v\b\f
1066 0x00039250 0x10039250 5   24   .data   utf32le R\rS\rW
1067 0x00039268 0x10039268 7   32   .data   utf32le Y\vl\rm p
1068 0x000392dc 0x100392dc 4   20   .data   utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
1069 0x00039604 0x10039604 4   5    .data   ascii   040a
1070 0x00039624 0x10039624 4   5    .data   ascii   1252
1071 0x00039630 0x10039630 4   5    .data   ascii   040b
1072 0x00039650 0x10039650 4   5    .data   ascii   1252
1073 0x0003965c 0x1003965c 4   5    .data   ascii   040c
1074 0x0003967c 0x1003967c 4   5    .data   ascii   1252
1075 0x00039688 0x10039688 4   5    .data   ascii   040f
1076 0x000396a8 0x100396a8 4   5    .data   ascii   1252
1077 0x000396b4 0x100396b4 4   5    .data   ascii   041d
1078 0x000396d4 0x100396d4 4   5    .data   ascii   1252
1079 0x000396e0 0x100396e0 4   5    .data   ascii   042d
1080 0x00039700 0x10039700 4   5    .data   ascii   1252
1081 0x0003970c 0x1003970c 4   5    .data   ascii   080a
1082 0x0003972c 0x1003972c 4   5    .data   ascii   1252
1083 0x00039738 0x10039738 4   5    .data   ascii   080c
1084 0x00039758 0x10039758 4   5    .data   ascii   1252
1085 0x00039764 0x10039764 4   5    .data   ascii   0c07
1086 0x00039784 0x10039784 4   5    .data   ascii   1252
1087 0x00039790 0x10039790 4   5    .data   ascii   0c09
1088 0x000397b0 0x100397b0 4   5    .data   ascii   1252
1089 0x000397bc 0x100397bc 4   5    .data   ascii   0c0a
1090 0x000397dc 0x100397dc 4   5    .data   ascii   1252
1091 0x000397e8 0x100397e8 4   5    .data   ascii   0c0c
1092 0x00039808 0x10039808 4   5    .data   ascii   1252
1093 0x00039814 0x10039814 4   5    .data   ascii   100a
1094 0x00039834 0x10039834 4   5    .data   ascii   1252
1095 0x00039840 0x10039840 4   5    .data   ascii   100c
1096 0x00039860 0x10039860 4   5    .data   ascii   1252
1097 0x0003986c 0x1003986c 4   5    .data   ascii   140a
1098 0x0003988c 0x1003988c 4   5    .data   ascii   1252
1099 0x00039898 0x10039898 4   5    .data   ascii   140c
1100 0x000398b8 0x100398b8 4   5    .data   ascii   1252
1101 0x000398c4 0x100398c4 4   5    .data   ascii   180a
1102 0x000398e4 0x100398e4 4   5    .data   ascii   1252
1103 0x000398f0 0x100398f0 4   5    .data   ascii   1c09
1104 0x00039910 0x10039910 4   5    .data   ascii   1252
1105 0x0003991c 0x1003991c 4   5    .data   ascii   1c0a
1106 0x0003993c 0x1003993c 4   5    .data   ascii   1252
1107 0x00039948 0x10039948 4   5    .data   ascii   200a
1108 0x00039968 0x10039968 4   5    .data   ascii   1252
1109 0x00039974 0x10039974 4   5    .data   ascii   240a
1110 0x00039994 0x10039994 4   5    .data   ascii   1252
1111 0x000399a0 0x100399a0 4   5    .data   ascii   280a
1112 0x000399c0 0x100399c0 4   5    .data   ascii   1252
1113 0x000399cc 0x100399cc 4   5    .data   ascii   2c0a
1114 0x000399ec 0x100399ec 4   5    .data   ascii   1252
1115 0x000399f8 0x100399f8 4   5    .data   ascii   300a
1116 0x00039a18 0x10039a18 4   5    .data   ascii   1252
1117 0x00039a24 0x10039a24 4   5    .data   ascii   340a
1118 0x00039a44 0x10039a44 4   5    .data   ascii   1252
1119 0x00039a50 0x10039a50 4   5    .data   ascii   380a
1120 0x00039a70 0x10039a70 4   5    .data   ascii   1252
1121 0x00039a7c 0x10039a7c 4   5    .data   ascii   3c0a
1122 0x00039a9c 0x10039a9c 4   5    .data   ascii   1252
1123 0x0003b576 0x1003d576 25  26   .idata  ascii   DisableThreadLibraryCalls
1124 0x0003b592 0x1003d592 20  21   .idata  ascii   EnterCriticalSection
1125 0x0003b5aa 0x1003d5aa 20  21   .idata  ascii   LeaveCriticalSection
1126 0x0003b5c2 0x1003d5c2 25  26   .idata  ascii   InitializeCriticalSection
1127 0x0003b5de 0x1003d5de 21  22   .idata  ascii   DeleteCriticalSection
1128 0x0003b5f6 0x1003d5f6 20  21   .idata  ascii   InterlockedIncrement
1129 0x0003b60e 0x1003d60e 20  21   .idata  ascii   InterlockedDecrement
1130 0x0003b626 0x1003d626 11  12   .idata  ascii   HeapDestroy
1131 0x0003b634 0x1003d634 8   9    .idata  ascii   lstrlenA
1132 0x0003b640 0x1003d640 17  18   .idata  ascii   GetShortPathNameA
1133 0x0003b654 0x1003d654 16  17   .idata  ascii   GetModuleHandleA
1134 0x0003b668 0x1003d668 18  19   .idata  ascii   GetModuleFileNameA
1135 0x0003b67e 0x1003d67e 19  20   .idata  ascii   MultiByteToWideChar
1136 0x0003b694 0x1003d694 8   9    .idata  ascii   lstrlenW
1137 0x0003b6a0 0x1003d6a0 11  12   .idata  ascii   FreeLibrary
1138 0x0003b6ae 0x1003d6ae 14  15   .idata  ascii   GetProcAddress
1139 0x0003b6c0 0x1003d6c0 12  13   .idata  ascii   LoadLibraryA
1140 0x0003b6d0 0x1003d6d0 8   9    .idata  ascii   lstrcpyA
1141 0x0003b6dc 0x1003d6dc 8   9    .idata  ascii   lstrcatA
1142 0x0003b6e8 0x1003d6e8 19  20   .idata  ascii   WideCharToMultiByte
1143 0x0003b6fe 0x1003d6fe 18  19   .idata  ascii   OutputDebugStringA
1144 0x0003b714 0x1003d714 19  20   .idata  ascii   GetSystemDirectoryA
1145 0x0003b72a 0x1003d72a 23  24   .idata  ascii   GetLogicalDriveStringsA
1146 0x0003b744 0x1003d744 9   10   .idata  ascii   HeapAlloc
1147 0x0003b750 0x1003d750 14  15   .idata  ascii   GetProcessHeap
1148 0x0003b762 0x1003d762 9   10   .idata  ascii   FindClose
1149 0x0003b76e 0x1003d76e 13  14   .idata  ascii   FindNextFileA
1150 0x0003b77e 0x1003d77e 14  15   .idata  ascii   FindFirstFileA
1151 0x0003b790 0x1003d790 12  13   .idata  ascii   SetErrorMode
1152 0x0003b79e 0x1003d79e 12  13   .idata  ascii   KERNEL32.dll
1153 0x0003b7ae 0x1003d7ae 9   10   .idata  ascii   CharNextA
1154 0x0003b7ba 0x1003d7ba 9   10   .idata  ascii   wsprintfA
1155 0x0003b7c4 0x1003d7c4 10  11   .idata  ascii   USER32.dll
1156 0x0003b7d2 0x1003d7d2 16  17   .idata  ascii   CoCreateInstance
1157 0x0003b7e4 0x1003d7e4 9   10   .idata  ascii   ole32.dll
1158 0x0003b7ee 0x1003d7ee 12  13   .idata  ascii   OLEAUT32.dll
1159 0x0003b7fe 0x1003d7fe 10  11   .idata  ascii   DebugBreak
1160 0x0003b80c 0x1003d80c 12  13   .idata  ascii   GetStdHandle
1161 0x0003b81c 0x1003d81c 9   10   .idata  ascii   WriteFile
1162 0x0003b828 0x1003d828 15  16   .idata  ascii   GetCommandLineA
1163 0x0003b83a 0x1003d83a 10  11   .idata  ascii   GetVersion
1164 0x0003b848 0x1003d848 13  14   .idata  ascii   IsBadWritePtr
1165 0x0003b858 0x1003d858 12  13   .idata  ascii   IsBadReadPtr
1166 0x0003b868 0x1003d868 12  13   .idata  ascii   HeapValidate
1167 0x0003b878 0x1003d878 11  12   .idata  ascii   ExitProcess
1168 0x0003b886 0x1003d886 16  17   .idata  ascii   TerminateProcess
1169 0x0003b89a 0x1003d89a 17  18   .idata  ascii   GetCurrentProcess
1170 0x0003b8ae 0x1003d8ae 12  13   .idata  ascii   GetLastError
1171 0x0003b8be 0x1003d8be 21  22   .idata  ascii   SetConsoleCtrlHandler
1172 0x0003b8d6 0x1003d8d6 13  14   .idata  ascii   FatalAppExitA
1173 0x0003b8e6 0x1003d8e6 11  12   .idata  ascii   CloseHandle
1174 0x0003b8f4 0x1003d8f4 18  19   .idata  ascii   GetCurrentThreadId
1175 0x0003b90a 0x1003d90a 11  12   .idata  ascii   TlsSetValue
1176 0x0003b918 0x1003d918 8   9    .idata  ascii   TlsAlloc
1177 0x0003b924 0x1003d924 7   8    .idata  ascii   TlsFree
1178 0x0003b92e 0x1003d92e 12  13   .idata  ascii   SetLastError
1179 0x0003b93e 0x1003d93e 11  12   .idata  ascii   TlsGetValue
1180 0x0003b94c 0x1003d94c 16  17   .idata  ascii   GetCurrentThread
1181 0x0003b960 0x1003d960 14  15   .idata  ascii   SetHandleCount
1182 0x0003b972 0x1003d972 11  12   .idata  ascii   GetFileType
1183 0x0003b980 0x1003d980 15  16   .idata  ascii   GetStartupInfoA
1184 0x0003b992 0x1003d992 23  24   .idata  ascii   FreeEnvironmentStringsA
1185 0x0003b9ac 0x1003d9ac 23  24   .idata  ascii   FreeEnvironmentStringsW
1186 0x0003b9c6 0x1003d9c6 21  22   .idata  ascii   GetEnvironmentStrings
1187 0x0003b9de 0x1003d9de 22  23   .idata  ascii   GetEnvironmentStringsW
1188 0x0003b9f8 0x1003d9f8 23  24   .idata  ascii   GetEnvironmentVariableA
1189 0x0003ba12 0x1003da12 13  14   .idata  ascii   GetVersionExA
1190 0x0003ba22 0x1003da22 10  11   .idata  ascii   HeapCreate
1191 0x0003ba30 0x1003da30 8   9    .idata  ascii   HeapFree
1192 0x0003ba3c 0x1003da3c 11  12   .idata  ascii   VirtualFree
1193 0x0003ba4a 0x1003da4a 9   10   .idata  ascii   RtlUnwind
1194 0x0003ba56 0x1003da56 11  12   .idata  ascii   HeapReAlloc
1195 0x0003ba64 0x1003da64 12  13   .idata  ascii   VirtualAlloc
1196 0x0003ba74 0x1003da74 24  25   .idata  ascii   UnhandledExceptionFilter
1197 0x0003ba90 0x1003da90 14  15   .idata  ascii   SetFilePointer
1198 0x0003baa2 0x1003daa2 12  13   .idata  ascii   SetStdHandle
1199 0x0003bab2 0x1003dab2 16  17   .idata  ascii   FlushFileBuffers
1200 0x0003bac6 0x1003dac6 11  12   .idata  ascii   CreateFileA
1201 0x0003bad4 0x1003dad4 9   10   .idata  ascii   GetCPInfo
1202 0x0003bae0 0x1003dae0 6   7    .idata  ascii   GetACP
1203 0x0003baea 0x1003daea 8   9    .idata  ascii   GetOEMCP
1204 0x0003baf6 0x1003daf6 14  15   .idata  ascii   GetStringTypeA
1205 0x0003bb08 0x1003db08 14  15   .idata  ascii   GetStringTypeW
1206 0x0003bb1a 0x1003db1a 5   6    .idata  ascii   Sleep
1207 0x0003bb22 0x1003db22 12  13   .idata  ascii   SetEndOfFile
1208 0x0003bb32 0x1003db32 8   9    .idata  ascii   ReadFile
1209 0x0003bb3e 0x1003db3e 12  13   .idata  ascii   LCMapStringA
1210 0x0003bb4e 0x1003db4e 12  13   .idata  ascii   LCMapStringW
1211 0x0003bb5e 0x1003db5e 13  14   .idata  ascii   IsValidLocale
1212 0x0003bb6e 0x1003db6e 15  16   .idata  ascii   IsValidCodePage
1213 0x0003bb80 0x1003db80 14  15   .idata  ascii   GetLocaleInfoA
1214 0x0003bb92 0x1003db92 18  19   .idata  ascii   EnumSystemLocalesA
1215 0x0003bba8 0x1003dba8 18  19   .idata  ascii   GetUserDefaultLCID
1216 0x0003bbbe 0x1003dbbe 22  23   .idata  ascii   GetTimeZoneInformation
1217 0x0003bbd8 0x1003dbd8 14  15   .idata  ascii   GetLocaleInfoW
1218 0x0003bbea 0x1003dbea 14  15   .idata  ascii   CompareStringA
1219 0x0003bbfc 0x1003dbfc 14  15   .idata  ascii   CompareStringW
1220 0x0003bc0e 0x1003dc0e 23  24   .idata  ascii   SetEnvironmentVariableA
1221 0x0003c130 0x1003e130 17  36   .rsrc   utf16le \bREGISTRY\aTYPELIB
1222 0x0003c2a6 0x1003e2a6 15  32   .rsrc   utf16le VS_VERSION_INFO
1223 0x0003c302 0x1003e302 14  30   .rsrc   utf16le StringFileInfo
1224 0x0003c326 0x1003e326 8   18   .rsrc   utf16le 040904B0
1225 0x0003c340 0x1003e340 10  22   .rsrc   utf16le ompanyName
1226 0x0003c35e 0x1003e35e 15  32   .rsrc   utf16le FileDescription
1227 0x0003c380 0x1003e380 17  36   .rsrc   utf16le Filesystem Module
1228 0x0003c3aa 0x1003e3aa 11  24   .rsrc   utf16le FileVersion
1229 0x0003c3c4 0x1003e3c4 10  22   .rsrc   utf16le 1, 0, 0, 1
1230 0x0003c3e2 0x1003e3e2 12  26   .rsrc   utf16le InternalName
1231 0x0003c3fc 0x1003e3fc 10  22   .rsrc   utf16le Filesystem
1232 0x0003c41a 0x1003e41a 14  30   .rsrc   utf16le LegalCopyright
1233 0x0003c438 0x1003e438 14  30   .rsrc   utf16le Copyright 2007
1234 0x0003c45e 0x1003e45e 16  34   .rsrc   utf16le OriginalFilename
1235 0x0003c480 0x1003e480 14  30   .rsrc   utf16le Filesystem.DLL
1236 0x0003c4a6 0x1003e4a6 11  24   .rsrc   utf16le ProductName
1237 0x0003c4c0 0x1003e4c0 17  36   .rsrc   utf16le Filesystem Module
1238 0x0003c4ea 0x1003e4ea 14  30   .rsrc   utf16le ProductVersion
1239 0x0003c508 0x1003e508 10  22   .rsrc   utf16le 1, 0, 0, 1
1240 0x0003c528 0x1003e528 14  30   .rsrc   utf16le LESelfRegister
1241 0x0003c550 0x1003e550 10  22   .rsrc   utf16le arFileInfo
1242 0x0003c56e 0x1003e56e 11  24   .rsrc   utf16le Translation
1243 0x0003c590 0x1003e590 587 588  .rsrc   ascii   HKCR\r\n{\r\n\tFilesystem.SystemInfo.1 = s 'SystemInfo Class'\r\n\t{\r\n\t\tCLSID = s '{37AB2779-F234-4D9D-B3FB-59A3FACB8D60}'\r\n\t}\r\n\tFilesystem.SystemInfo = s 'SystemInfo Class'\r\n\t{\r\n\t\tCLSID = s '{37AB2779-F234-4D9D-B3FB-59A3FACB8D60}'\r\n\t\tCurVer = s 'Filesystem.SystemInfo.1'\r\n\t}\r\n\tNoRemove CLSID\r\n\t{\r\n\t\tForceRemove {37AB2779-F234-4D9D-B3FB-59A3FACB8D60} = s 'SystemInfo Class'\r\n\t\t{\r\n\t\t\tProgID = s 'Filesystem.SystemInfo.1'\r\n\t\t\tVersionIndependentProgID = s 'Filesystem.SystemInfo'\r\n\t\t\tInprocServer32 = s '%MODULE%'\r\n\t\t\t{\r\n\t\t\t}\r\n\t\t\t'TypeLib' = s '{772BA12D-8A62-4DD3-B3E8-92DA702E6F3D}'\r\n\t\t}\r\n\t}\r\n}\r\n
1244 0x0003c7e0 0x1003e7e0 4   5    .rsrc   ascii   MSFT
1245 0x0003ca80 0x1003ea80 4   5    .rsrc   ascii   p.o=
1246 0x0003cb46 0x1003eb46 14  15   .rsrc   ascii   stdole2.tlbWWW
1247 0x0003cd5f 0x1003ed5f 17  18   .rsrc   ascii   sFILESYSTEMLibWWW
1248 0x0003cd78 0x1003ed78 17  18   .rsrc   ascii   \n8nPSystemInfoWWd
1249 0x0003cd94 0x1003ed94 13  14   .rsrc   ascii   ISystemInfoWd
1250 0x0003cdab 0x1003edab 14  15   .rsrc   ascii   }GetDrivesWWWd
1251 0x0003cdc3 0x1003edc3 9   10   .rsrc   ascii   iGetFiles
1252 0x0003cdd7 0x1003edd7 10  11   .rsrc   ascii   Yinstring\e
1253 0x0003cde2 0x1003ede2 30  31   .rsrc   ascii   Filesystem 1.0 Type LibraryWWW
1254 0x0003ce02 0x1003ee02 18  19   .rsrc   ascii   SystemInfo ClassWW
1255 0x0003ce16 0x1003ee16 22  23   .rsrc   ascii   ISystemInfo InterfaceW
1256 0x0003ce2e 0x1003ee2e 18  19   .rsrc   ascii   method GetDrivesWW
1257 0x0003ce42 0x1003ee42 18  19   .rsrc   ascii   method GetFilesWWW
1258 0x0003ce58 0x1003ee58 4   5    .rsrc   ascii   BLWW
1259 0x0003cef0 0x1003eef0 11  24   .rsrc   utf16le \nFilesystem
1260 0x0003e009 0x10040009 11  12   .reloc  ascii   4/585=5N5b5
1261 0x0003e01b 0x1004001b 5   6    .reloc  ascii   6q7}7
1262 0x0003e03c 0x1004003c 4   5    .reloc  ascii   F1R1
1263 0x0003e043 0x10040043 5   6    .reloc  ascii   1J2O2
1264 0x0003e05b 0x1004005b 9   10   .reloc  ascii   8\f8A8_;k;
1265 0x0003e067 0x10040067 7   8    .reloc  ascii   ;\n< <6<
1266 0x0003e084 0x10040084 4   5    .reloc  ascii   o0{0
1267 0x0003e08b 0x1004008b 11  12   .reloc  ascii   0N1d1z1"2:2
1268 0x0003e097 0x10040097 11  12   .reloc  ascii   2\v3?3K3o3{3
1269 0x0003e0a7 0x100400a7 5   6    .reloc  ascii   5S6_6
1270 0x0003e0bb 0x100400bb 9   10   .reloc  ascii   9/:;:_:k:
1271 0x0003e0c5 0x100400c5 9   10   .reloc  ascii   <\r<V<_<e<
1272 0x0003e0db 0x100400db 5   6    .reloc  ascii   >%?1?
1273 0x0003e0ff 0x100400ff 5   6    .reloc  ascii   5x7~7
1274 0x0003e113 0x10040113 5   6    .reloc  ascii   :W;c;
1275 0x0003e125 0x10040125 5   6    .reloc  ascii   <,=~=
1276 0x0003e143 0x10040143 5   6    .reloc  ascii   0Q102
1277 0x0003e169 0x10040169 5   6    .reloc  ascii   ;R;^;
1278 0x0003e179 0x10040179 5   6    .reloc  ascii   <O=[=
1279 0x0003e18c 0x1004018c 14  15   .reloc  ascii   \t0$0B0P0\0i0x0
1280 0x0003e1af 0x100401af 7   8    .reloc  ascii   3+3J3W3
1281 0x0003e1d9 0x100401d9 33  34   .reloc  ascii   5 5&5,52585>5D5J5P5V5\5b5h5n5t5z5
1282 0x0003e20f 0x1004020f 7   8    .reloc  ascii   6A6\6l6
1283 0x0003e23d 0x1004023d 9   10   .reloc  ascii   8$8)8/8j8
1284 0x0003e24f 0x1004024f 7   8    .reloc  ascii   8 9=9j9
1285 0x0003e277 0x10040277 5   6    .reloc  ascii   :\a;M;
1286 0x0003e287 0x10040287 11  12   .reloc  ascii   <)<5<P<`<l<
1287 0x0003e29d 0x1004029d 9   10   .reloc  ascii   <7===Z=s=
1288 0x0003e2b9 0x100402b9 21  22   .reloc  ascii   ?;?U?\?`?d?h?l?p?t?x?
1289 0x0003e2e0 0x100402e0 14  15   .reloc  ascii   :0E0`0g0l0p0t0
1290 0x0003e2fd 0x100402fd 5   6    .reloc  ascii   1\b1\f1
1291 0x0003e303 0x10040303 11  12   .reloc  ascii   1Z1`1d1h1l1
1292 0x0003e319 0x10040319 9   10   .reloc  ascii   3M4V4`7i7
1293 0x0003e345 0x10040345 17  18   .reloc  ascii   :$:.:H:Q:_:h:q:w:
1294 0x0003e367 0x10040367 5   6    .reloc  ascii   <\e<Q<
1295 0x0003e36f 0x1004036f 5   6    .reloc  ascii   <a=v=
1296 0x0003e37d 0x1004037d 9   10   .reloc  ascii   =\b>\r>D>l>
1297 0x0003e38d 0x1004038d 9   10   .reloc  ascii   ?e?n?s?{?
1298 0x0003e3b0 0x100403b0 10  11   .reloc  ascii   \t0#0B061;1
1299 0x0003e3bb 0x100403bb 9   10   .reloc  ascii   2,282T2`2
1300 0x0003e3cd 0x100403cd 7   8    .reloc  ascii   2A3F3w3
1301 0x0003e3d9 0x100403d9 5   6    .reloc  ascii   384D4
1302 0x0003e3f9 0x100403f9 5   6    .reloc  ascii   585T5
1303 0x0003e407 0x10040407 9   10   .reloc  ascii   636P6Z6f6
1304 0x0003e423 0x10040423 7   8    .reloc  ascii   7X8m8y8
1305 0x0003e433 0x10040433 5   6    .reloc  ascii   9[9g9
1306 0x0003e441 0x10040441 7   8    .reloc  ascii   90:6:u:
1307 0x0003e453 0x10040453 9   10   .reloc  ascii   ;%;N;X;d;
1308 0x0003e467 0x10040467 7   8    .reloc  ascii   ;!<f<k<
1309 0x0003e477 0x10040477 5   6    .reloc  ascii   <C=O=
1310 0x0003e4a0 0x100404a0 12  13   .reloc  ascii   %0*0/0U0Z0}0
1311 0x0003e4b7 0x100404b7 7   8    .reloc  ascii   1k1w1~1
1312 0x0003e4c3 0x100404c3 5   6    .reloc  ascii   2?2_2
1313 0x0003e4cb 0x100404cb 13  14   .reloc  ascii   24383<3@3U3g3
1314 0x0003e4df 0x100404df 5   6    .reloc  ascii   3D4\4
1315 0x0003e4eb 0x100404eb 7   8    .reloc  ascii   5 5^5}5
1316 0x0003e503 0x10040503 9   10   .reloc  ascii   7\v7*7/7j7
1317 0x0003e50d 0x1004050d 7   8    .reloc  ascii   7=8g8s8
1318 0x0003e51f 0x1004051f 5   6    .reloc  ascii   :!:P:
1319 0x0003e539 0x10040539 5   6    .reloc  ascii   <0=]=
1320 0x0003e541 0x10040541 7   8    .reloc  ascii   =#>5>:>
1321 0x0003e558 0x10040558 4   5    .reloc  ascii   \2e2
1322 0x0003e55f 0x1004055f 13  14   .reloc  ascii   254>4C4H4U4Z4
1323 0x0003e573 0x10040573 17  18   .reloc  ascii   5"5.575L5b5g5t5y5
1324 0x0003e5a5 0x100405a5 11  12   .reloc  ascii   7"7.7f7r7z7
1325 0x0003e5b5 0x100405b5 13  14   .reloc  ascii   7+8/83878;8y8
1326 0x0003e5c3 0x100405c3 11  12   .reloc  ascii   8-949;9X9r9
1327 0x0003e5cf 0x100405cf 5   6    .reloc  ascii   9e:y:
1328 0x0003e5e1 0x100405e1 5   6    .reloc  ascii   ;`;t;
1329 0x0003e5f7 0x100405f7 19  20   .reloc  ascii   <\e< <*</<5<><M<Z<s<
1330 0x0003e621 0x10040621 21  22   .reloc  ascii   >*>1>7>>>D>K>P>W>j>w>
1331 0x0003e643 0x10040643 9   10   .reloc  ascii   ?+?6?P?Y?
1332 0x0003e654 0x10040654 4   5    .reloc  ascii   T0]0
1333 0x0003e65b 0x1004065b 9   10   .reloc  ascii   0.1<1.2Z2
1334 0x0003e673 0x10040673 7   8    .reloc  ascii   4H5O5\v6
1335 0x0003e67b 0x1004067b 5   6    .reloc  ascii   6D7c8
1336 0x0003e683 0x10040683 5   6    .reloc  ascii   8\e9{>
1337 0x0003e6ab 0x100406ab 5   6    .reloc  ascii   >\a?\v?
1338 0x0003e6b9 0x100406b9 17  18   .reloc  ascii   ?#?'?+?/?3?7?;???
1339 0x0003e6db 0x100406db 19  20   .reloc  ascii   1"1+191?1H1V1`1n1t1
1340 0x0003e6f7 0x100406f7 11  12   .reloc  ascii   2+2F2O2Y2w2
1341 0x0003e70d 0x1004070d 5   6    .reloc  ascii   3)3A3
1342 0x0003e715 0x10040715 7   8    .reloc  ascii   3#4]4f4
1343 0x0003e725 0x10040725 9   10   .reloc  ascii   6\t737I7j7
1344 0x0003e74b 0x1004074b 7   8    .reloc  ascii   ;\t;*;3;
1345 0x0003e76d 0x1004076d 5   6    .reloc  ascii   =n>|>
1346 0x0003e77f 0x1004077f 13  14   .reloc  ascii   ?"?1?>?G?T?]?
1347 0x0003e79d 0x1004079d 13  14   .reloc  ascii   0\f0&0Z0b0i0o0
1348 0x0003e7b7 0x100407b7 11  12   .reloc  ascii   0\b1-1E1W1^1
1349 0x0003e7c3 0x100407c3 11  12   .reloc  ascii   2:2A2U2e2|2
1350 0x0003e7d5 0x100407d5 5   6    .reloc  ascii   2d3w3
1351 0x0003e7e3 0x100407e3 5   6    .reloc  ascii   3X4r4
1352 0x0003e7fb 0x100407fb 7   8    .reloc  ascii   6*6H6\6
1353 0x0003e80b 0x1004080b 7   8    .reloc  ascii   7[7j7}7
1354 0x0003e823 0x10040823 5   6    .reloc  ascii   8W8`8
1355 0x0003e853 0x10040853 5   6    .reloc  ascii   >J?{?
1356 0x0003e864 0x10040864 8   9    .reloc  ascii   \b0f1k1q1
1357 0x0003e87f 0x1004087f 17  18   .reloc  ascii   2+2?2M2T2e2m2t2|2
1358 0x0003e8a3 0x100408a3 7   8    .reloc  ascii   3M3`3y3
1359 0x0003e8bb 0x100408bb 5   6    .reloc  ascii   4Z4k4
1360 0x0003e8c9 0x100408c9 11  12   .reloc  ascii   5$5?5K5d5u5
1361 0x0003e8d7 0x100408d7 7   8    .reloc  ascii   5V6p6y6
1362 0x0003e8df 0x100408df 7   8    .reloc  ascii   7V8[8u8
1363 0x0003e8eb 0x100408eb 5   6    .reloc  ascii   9T9[9
1364 0x0003e903 0x10040903 5   6    .reloc  ascii   :f;m;
1365 0x0003e90f 0x1004090f 9   10   .reloc  ascii   ;\e<f< ='=
1366 0x0003e937 0x10040937 7   8    .reloc  ascii   0 0f0k0
1367 0x0003e945 0x10040945 5   6    .reloc  ascii   1u1|1
1368 0x0003e953 0x10040953 9   10   .reloc  ascii   1!2g2n2x2
1369 0x0003e967 0x10040967 7   8    .reloc  ascii   313R3i3
1370 0x0003e975 0x10040975 21  22   .reloc  ascii   3\e4"4'4-4=4C4I4O4Y4c4
1371 0x0003e9a1 0x100409a1 15  16   .reloc  ascii   :(:6:B:S:^:g:}:
1372 0x0003e9cf 0x100409cf 5   6    .reloc  ascii   ;(;1;
1373 0x0003e9db 0x100409db 7   8    .reloc  ascii   ;/<;<\<
