Error parsing resource directory
[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
5979 0x000a3667 0x0055e067 4   5            ascii   u$SW
5980 0x000a36c8 0x0055e0c8 5   6            ascii   8] j0
5981 0x000a36e5 0x0055e0e5 4   6            utf8    '\vI]
5982 0x000a3776 0x0055e176 4   5            ascii   j0Yf
5983 0x000a37d1 0x0055e1d1 5   6            ascii   \bv6j0
5984 0x000a380e 0x0055e20e 6   7            ascii   Wj0XPV
5985 0x000a38ad 0x0055e2ad 4   5            ascii   jdSQ
5986 0x000a38cf 0x0055e2cf 4   5            ascii   j\nSQ
5987 0x000a38df 0x0055e2df 4   5            ascii   Fj0X
5988 0x000a3956 0x0055e356 6   8            utf8    }\fQ3Ƀ} blocks=Basic Latin,Latin Extended-B
5989 0x000a39ba 0x0055e3ba 5   6            ascii   \t9E\fw
5990 0x000a3a49 0x0055e449 5   6            ascii   9E\ft\a
5991 0x000a3a7b 0x0055e47b 4   5            ascii   80t/
5992 0x000a3a8c 0x0055e48c 5   6            ascii   -jd_;
5993 0x000a3a9c 0x0055e49c 4   5            ascii   j\n_;
5994 0x000a3ae1 0x0055e4e1 5   6            ascii   PPPPP
5995 0x000a3b30 0x0055e530 4   6            utf8    +ȋu\f blocks=Basic Latin,Latin Extended-B
5996 0x000a3c2b 0x0055e62b 4   5            ascii   Wj0V
5997 0x000a3c3b 0x0055e63b 5   6            ascii   _^[t\n
5998 0x000a3c81 0x0055e681 4   6            utf8    3ɋ]\f blocks=Basic Latin,Latin Extended-B
5999 0x000a3ca7 0x0055e6a7 4   5            ascii   QWPV
6000 0x000a3d10 0x0055e710 4   5            ascii    _^[
6001 0x000a3d74 0x0055e774 4   7            utf8    E8ܒL blocks=Basic Latin,Syriac
6002 0x000a3e05 0x0055e805 5   6            ascii   PPPPP
6003 0x000a3e3f 0x0055e83f 5   7            utf8    \f_^]Ë blocks=Basic Latin,Latin-1 Supplement
6004 0x000a3e49 0x0055e849 4   5            ascii   QQVW
6005 0x000a3f33 0x0055e933 4   5            ascii   u,t6
6006 0x000a3f86 0x0055e986 4   5            ascii   $[_^
6007 0x000a3fa5 0x0055e9a5 4   5            ascii   E\bRP
6008 0x000a3fae 0x0055e9ae 6   8            utf8    YY]Ë\nf blocks=Basic Latin,Latin-1 Supplement
6009 0x000a4032 0x0055ea32 4   6            utf8    Ê@)< blocks=Latin-1 Supplement,Basic Latin
6010 0x000a40b5 0x0055eab5 5   6            ascii   t\fF;u
6011 0x000a40d3 0x0055ead3 4   5            ascii   YY^[
6012 0x000a410a 0x0055eb0a 4   6            utf8    ]Ë\rp blocks=Basic Latin,Latin-1 Supplement
6013 0x000a4117 0x0055eb17 5   6            ascii   9\rTpO
6014 0x000a41d1 0x0055ebd1 5   7            utf8    _[^]Ë blocks=Basic Latin,Latin-1 Supplement
6015 0x000a41ff 0x0055ebff 5   7            utf8    !\a3\tF
6016 0x000a420b 0x0055ec0b 4   6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
6017 0x000a4218 0x0055ec18 6   8            utf8    M\bSV3ۋ blocks=Basic Latin,Arabic
6018 0x000a4224 0x0055ec24 7   8            ascii   t\fj-ZCf
6019 0x000a4298 0x0055ec98 5   7            utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
6020 0x000a434c 0x0055ed4c 5   7            utf8    ]ádpO blocks=Basic Latin,Latin-1 Supplement
6021 0x000a4354 0x0055ed54 4   5            ascii   \rdpO
6022 0x000a43a4 0x0055eda4 4   6            utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
6023 0x000a43ac 0x0055edac 5   6            ascii   f92t\b
6024 0x000a43ec 0x0055edec 4   5            ascii   M\bSV
6025 0x000a43fa 0x0055edfa 6   7            ascii   u\r9M\fu
6026 0x000a450a 0x0055ef0a 5   8            utf8    ^]Ëր: blocks=Basic Latin,Latin-1 Supplement,Armenian
6027 0x000a4599 0x0055ef99 4   5            ascii   E\fW3
6028 0x000a45ac 0x0055efac 5   6            ascii   Ph\eFJ
6029 0x000a45fc 0x0055effc 4   5            ascii   u\fVj
6030 0x000a460c 0x0055f00c 4   5            ascii   u\fVP
6031 0x000a469f 0x0055f09f 4   6            utf8    M\f#K
6032 0x000a470a 0x0055f10a 4   6            utf8    \v3\b]
6033 0x000a4801 0x0055f201 4   5            ascii   E\fSj
6034 0x000a4886 0x0055f286 4   6            utf8    [_]Ë blocks=Basic Latin,Latin-1 Supplement
6035 0x000a4914 0x0055f314 5   6            ascii   E\fSVj
6036 0x000a499a 0x0055f39a 5   7            utf8    ^[_]Ë blocks=Basic Latin,Latin-1 Supplement
6037 0x000a4a29 0x0055f429 4   5            ascii   @( t
6038 0x000a4a55 0x0055f455 4   5            ascii   E\bPR
6039 0x000a4a66 0x0055f466 5   7            utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
6040 0x000a4afb 0x0055f4fb 4   5            ascii   @( t
6041 0x000a4b27 0x0055f527 4   5            ascii   E\bPR
6042 0x000a4b3a 0x0055f53a 5   7            utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
6043 0x000a4c33 0x0055f633 7   8            ascii   x7;5PpO
6044 0x000a4cb2 0x0055f6b2 5   8            utf8    }ЉMԋD blocks=Basic Latin,Cyrillic,Cyrillic Supplement
6045 0x000a4d2e 0x0055f72e 5   6            ascii   Ht$;}
6046 0x000a4dac 0x0055f7ac 4   5            ascii   F\b+E
6047 0x000a4dc1 0x0055f7c1 7   8            ascii   \nu,j\rXj
6048 0x000a4e74 0x0055f874 4   5            ascii   j\r[S
6049 0x000a4f7f 0x0055f97f 5   6            ascii   C<\nu\a
6050 0x000a506a 0x0055fa6a 4   5            ascii   j\rZf
6051 0x000a5117 0x0055fb17 5   7            utf8    3ۋu\bW blocks=Basic Latin,Arabic
6052 0x000a515f 0x0055fb5f 7   8            ascii   \nu\tj\rZf
6053 0x000a5178 0x0055fb78 5   6            ascii   SShU\r
6054 0x000a5248 0x0055fc48 5   6            ascii   ;5PpO
6055 0x000a54d0 0x0055fed0 6   7            ascii   D\b(@t\t
6056 0x000a55db 0x0055ffdb 7   8            ascii   x7;5PpO
6057 0x000a5722 0x00560122 5   7            utf8    Ëu\bj\b blocks=Latin-1 Supplement,Basic Latin
6058 0x000a5735 0x00560135 5   7            utf8    E\b3ɉ\b blocks=Basic Latin,Latin Extended-B
6059 0x000a57dd 0x005601dd 4   6            utf8    ]ËE\b blocks=Basic Latin,Latin-1 Supplement
6060 0x000a5822 0x00560222 4   7            utf8    \t\bV胸 blocks=Basic Latin,CJK Unified Ideographs
6061 0x000a5853 0x00560253 4   5            ascii   @\fS3
6062 0x000a587e 0x0056027e 4   6            utf8    ËE\bt blocks=Latin-1 Supplement,Basic Latin
6063 0x000a590d 0x0056030d 4   5            ascii   u\bWV
6064 0x000a5942 0x00560342 5   6            ascii   E\bj Y
6065 0x000a59aa 0x005603aa 4   6            utf8    [^]Ë blocks=Basic Latin,Latin-1 Supplement
6066 0x000a59c5 0x005603c5 4   5            ascii   ]\bVW
6067 0x000a59ec 0x005603ec 4   5            ascii   f9>t
6068 0x000a5a47 0x00560447 4   5            ascii   pt\+
6069 0x000a5b2a 0x0056052a 4   5            ascii   f9>t
6070 0x000a5b67 0x00560567 4   5            ascii   f9>t
6071 0x000a5b6e 0x0056056e 4   5            ascii   >=ur
6072 0x000a5b75 0x00560575 4   5            ascii   f9>t
6073 0x000a5b98 0x00560598 4   5            ascii   Aj\bh
6074 0x000a5bb7 0x005605b7 4   5            ascii   "j\ah
6075 0x000a5bda 0x005605da 4   5            ascii   f9>t
6076 0x000a5c5c 0x0056065c 4   6            utf8    3ɉH\b blocks=Basic Latin,Latin Extended-B
6077 0x000a5ceb 0x005606eb 4   6            utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
6078 0x000a5d0d 0x0056070d 4   6            utf8    ]ËM\b blocks=Basic Latin,Latin-1 Supplement
6079 0x000a5d2f 0x0056072f 4   6            utf8    ]ËU\b blocks=Basic Latin,Latin-1 Supplement
6080 0x000a5e35 0x00560835 4   5            ascii   9A\b}
6081 0x000a5e3b 0x0056083b 5   6            ascii   A\bSWj
6082 0x000a5f25 0x00560925 4   5            ascii   AG;}
6083 0x000a5f60 0x00560960 4   5            ascii   RVSW
6084 0x000a602b 0x00560a2b 7   8            ascii   ;E\fu@;U
6085 0x000a6188 0x00560b88 4   5            ascii   t9 S
6086 0x000a61af 0x00560baf 4   5            ascii   ;T9 
6087 0x000a61b9 0x00560bb9 4   5            ascii   ;D9$
6088 0x000a62f0 0x00560cf0 9   10           ascii   F\fYYt\vj@Y
6089 0x000a631f 0x00560d1f 4   6            utf8    ^[]Ë blocks=Basic Latin,Latin-1 Supplement
6090 0x000a6359 0x00560d59 4   5            ascii   :\nu\a
6091 0x000a63b5 0x00560db5 4   5            ascii   \rFC@
6092 0x000a63ed 0x00560ded 5   6            ascii   D8(Ht
6093 0x000a645f 0x00560e5f 4   5            ascii   @u\b\f
6094 0x000a64b0 0x00560eb0 4   5            ascii   t\ff9
6095 0x000a64ea 0x00560eea 6   7            ascii   j\rZf9U
6096 0x000a650d 0x00560f0d 7   8            ascii   s3j\nZf9
6097 0x000a652e 0x00560f2e 4   5            ascii   j\rZf
6098 0x000a657f 0x00560f7f 8   9            ascii   D8(HXt:f
6099 0x000a6593 0x00560f93 5   6            ascii   gj\rXf
6100 0x000a65bf 0x00560fbf 4   5            ascii   ;f9E
6101 0x000a65e9 0x00560fe9 6   7            ascii   j\nXf9E
6102 0x000a65f0 0x00560ff0 6   7            ascii   t\tj\rXf
6103 0x000a65ff 0x00560fff 4   5            ascii   U\f;]
6104 0x000a6618 0x00561018 4   5            ascii   @u\b\f
6105 0x000a66e7 0x005610e7 7   8            ascii   D8(Ht5F
6106 0x000a671b 0x0056111b 4   5            ascii   D9,+
6107 0x000a6776 0x00561176 5   6            ascii   2D9-$
6108 0x000a677c 0x0056117c 4   5            ascii   0D9-
6109 0x000a67b0 0x005611b0 4   5            ascii   \ru ;
6110 0x000a67b7 0x005611b7 6   7            ascii   j\n_f99
6111 0x000a683f 0x0056123f 5   6            ascii   ;5PpO
6112 0x000a6b13 0x00561513 4   5            ascii   <\nto
6113 0x000a6b59 0x00561559 4   5            ascii   <\nt)
6114 0x000a6d07 0x00561707 5   6            ascii   ;=PpO
6115 0x000a6d42 0x00561742 4   8            utf8    uԋމ] blocks=Basic Latin,Cyrillic Supplement,Thaana
6116 0x000a6d8b 0x0056178b 4   7            utf8    uԋډ] blocks=Basic Latin,Cyrillic Supplement,Arabic
6117 0x000a6de1 0x005617e1 4   5            ascii   u\bWV
6118 0x000a6f44 0x00561944 5   6            ascii   SWj\V
6119 0x000a7019 0x00561a19 4   5            ascii   t*SW
6120 0x000a710b 0x00561b0b 4   5            ascii   Y_[^
6121 0x000a7115 0x00561b15 5   6            ascii   SSSSS
6122 0x000a7252 0x00561c52 4   7            utf8    ]ȋu̅ blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks
6123 0x000a728e 0x00561c8e 4   5            ascii   u6WS
6124 0x000a7336 0x00561d36 4   5            ascii   \f^_[
6125 0x000a7366 0x00561d66 4   5            ascii   5PpO
6126 0x000a743b 0x00561e3b 4   6            utf8    u%3Ƀ blocks=Basic Latin,Latin Extended-B
6127 0x000a7518 0x00561f18 5   6            ascii   u"j\S
6128 0x000a7548 0x00561f48 4   5            ascii   PATH
6129 0x000a75cd 0x00561fcd 5   6            ascii   t.j/V
6130 0x000a7609 0x00562009 4   7            utf8    +ыˍy blocks=Basic Latin,Cyrillic,Spacing Modifier Letters
6131 0x000a7673 0x00562073 5   6            ascii   tVj/V
6132 0x000a7725 0x00562125 5   6            ascii   PPPPP
6133 0x000a77bf 0x005621bf 5   6            ascii   \a9u\fu
6134 0x000a782b 0x0056222b 4   5            ascii   u\fj\t
6135 0x000a7888 0x00562288 7   9            utf8    uϋE\fSW+ blocks=Basic Latin,Greek and Coptic
6136 0x000a78db 0x005622db 4   5            ascii   u\fj\t
6137 0x000a7a2b 0x0056242b 8   9            ascii   u\r9M\fu!3
6138 0x000a7ab1 0x005624b1 4   5            ascii   E\fjP
6139 0x000a7b50 0x00562550 4   5            ascii   9E(j
6140 0x000a7b8d 0x0056258d 5   7            utf8    #MJ\b=
6141 0x000a7c00 0x00562600 7   8            ascii   PPPPPWS
6142 0x000a7c3a 0x0056263a 4   5            ascii   QQQP
6143 0x000a7c72 0x00562672 5   7            utf8    #MJ\b=
6144 0x000a7cd8 0x005626d8 12  13           ascii   PP9E u:PPVWP
6145 0x000a7eb3 0x005628b3 5   6            ascii   C WVP
6146 0x000a7ed4 0x005628d4 5   7            utf8    E\rC j
6147 0x000a7f52 0x00562952 4   5            ascii   C YY
6148 0x000a80d6 0x00562ad6 5   7            utf8    }++ȋE blocks=Basic Latin,Latin Extended-B
6149 0x000a8118 0x00562b18 4   5            ascii   _t\bj
6150 0x000a812e 0x00562b2e 5   6            ascii    t\vj 
6151 0x000a8218 0x00562c18 4   5            ascii   \b1A\b
6152 0x000a824b 0x00562c4b 4   5            ascii   3A\b#
6153 0x000a8290 0x00562c90 5   6            ascii   E\b\tX\f
6154 0x000a8327 0x00562d27 5   6            ascii   E\b\tX 
6155 0x000a8345 0x00562d45 5   6            ascii   E\b\tX`
6156 0x000a8379 0x00562d79 5   6            ascii   E\b\tX`
6157 0x000a839e 0x00562d9e 4   5            ascii   E\bPj
6158 0x000a83b9 0x00562db9 4   5            ascii   A\b\bt
6159 0x000a8465 0x00562e65 5   7            utf8    \e_[]Ë blocks=Basic Latin,Latin-1 Supplement
6160 0x000a860b 0x0056300b 4   6            utf8    8_]Ë blocks=Basic Latin,Latin-1 Supplement
6161 0x000a864b 0x0056304b 4   5            ascii   E\bu\a
6162 0x000a8653 0x00563053 5   7            utf8    @]Á}\f blocks=Basic Latin,Latin-1 Supplement
6163 0x000a86a9 0x005630a9 4   5            ascii   =lgO
6164 0x000a873c 0x0056313c 5   6            ascii   #E\ff\v
6165 0x000a885c 0x0056325c 4   5            ascii   t\fVS
6166 0x000a88f6 0x005632f6 11  13           utf8    mSjA[jZ^+щu blocks=Basic Latin,Cyrillic
6167 0x000a890f 0x0056330f 4   5            ascii   r\rf;
6168 0x000a8926 0x00563326 5   6            ascii   r\ff;E
6169 0x000a8a08 0x00563408 6   7            ascii   8jZZf;
6170 0x000a8a0f 0x0056340f 4   5            ascii   r\rf;
6171 0x000a8a26 0x00563426 4   5            ascii   r\rf;
6172 0x000a8a45 0x00563445 4   5            ascii   E\bf;
6173 0x000a8a55 0x00563455 4   5            ascii   (SWS
6174 0x000a8b34 0x00563534 4   5            ascii   VPRQ
6175 0x000a8b47 0x00563547 5   6            ascii   PRPQh
6176 0x000a8b94 0x00563594 8   9            ascii   SVWf9\bt,
6177 0x000a8bc3 0x005635c3 4   5            ascii   f9\bu
6178 0x000a8bca 0x005635ca 5   7            utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
6179 0x000a8bf9 0x005635f9 4   6            utf8    ]ËM\f blocks=Basic Latin,Latin-1 Supplement
6180 0x000a8c02 0x00563602 9   10           ascii   SVWjA_jZ+
6181 0x000a8c14 0x00563614 4   5            ascii   r\rf;
6182 0x000a8c2b 0x0056362b 4   5            ascii   r\vf;
6183 0x000a8cac 0x005636ac 8   9            ascii   uBjAYjZ+
6184 0x000a8cbd 0x005636bd 4   5            ascii   r\rf;
6185 0x000a8cd4 0x005636d4 4   5            ascii   r\vf;
6186 0x000a8ce7 0x005636e7 4   5            ascii   t:f;
6187 0x000a8d30 0x00563730 4   5            ascii   ^[t\n
6188 0x000a8dd2 0x005637d2 4   5            ascii   u\bWS
6189 0x000a8e03 0x00563803 4   5            ascii   Y_[^
6190 0x000a8e10 0x00563810 8   9            ascii   QQSWj0j@
6191 0x000a8eb4 0x005638b4 5   6            ascii   Y_[^]
6192 0x000a8f04 0x00563904 4   5            ascii   9E\b|
6193 0x000a8f34 0x00563934 4   7            utf8    묡PpO blocks=Hangul Syllables,Basic Latin
6194 0x000a8f82 0x00563982 7   8            ascii   xi;5PpO
6195 0x000a90f0 0x00563af0 7   10           utf8    +u؋ƙj0Y blocks=Basic Latin,Arabic,Latin Extended-B
6196 0x000a914b 0x00563b4b 7   8            ascii   xg;5PpO
6197 0x000a91ca 0x00563bca 5   7            utf8    _^[]Ë blocks=Basic Latin,Latin-1 Supplement
6198 0x000a91f3 0x00563bf3 7   8            ascii   x';\rPpO
6199 0x000a926e 0x00563c6e 4   5            ascii   r\v=L
6200 0x000a92e7 0x00563ce7 5   8            utf8    ]̉]ȉ] blocks=Basic Latin,Combining Diacritical Marks,Latin Extended-B
6201 0x000a9395 0x00563d95 4   7            utf8    EԋEș blocks=Basic Latin,Cyrillic Supplement,Latin Extended-B
6202 0x000a93a2 0x00563da2 4   6            utf8    Uԃ}  blocks=Basic Latin,Cyrillic Supplement
6203 0x000a9410 0x00563e10 5   6            ascii   SSSSS
6204 0x000a9525 0x00563f25 5   6            ascii   f90t\t
6205 0x000a9536 0x00563f36 7   8            ascii   t\ff90u\a
6206 0x000a9547 0x00563f47 7   8            ascii   PVSQSWV
6207 0x000a9582 0x00563f82 5   6            ascii   PVSQj
6208 0x000a969e 0x0056409e 5   6            ascii   QVVVj
6209 0x000a96b1 0x005640b1 4   5            ascii   t\n9u
6210 0x000a96f6 0x005640f6 5   7            utf8    u\f3\tE
6211 0x000a97c2 0x005641c2 4   6            utf8    #hpO
6212 0x000a97cb 0x005641cb 5   7            utf8    Ã%hpO blocks=Latin-1 Supplement,Basic Latin
6213 0x000a982d 0x0056422d 5   7            utf8    #MJ\b=
6214 0x000a9874 0x00564274 4   5            ascii   t.SV
6215 0x000a99f3 0x005643f3 4   5            ascii   u<WW
6216 0x000a9a78 0x00564478 5   6            ascii   WWWWW
6217 0x000a9ab9 0x005644b9 5   6            ascii   9E WW
6218 0x000a9af6 0x005644f6 5   7            utf8    #MK\b=
6219 0x000a9b3d 0x0056453d 5   6            ascii   t4SWV
6220 0x000a9bc0 0x005645c0 4   5            ascii   3E\f%
6221 0x000a9bef 0x005645ef 4   5            ascii   E\bQQ
6222 0x000a9e0c 0x0056480c 4   5            ascii   L$\ff
6223 0x000a9e96 0x00564896 4   6            utf8    WҺ`@ blocks=Basic Latin,Cyrillic
6224 0x000a9f7e 0x0056497e 4   5            ascii   YT$\f
6225 0x000a9ffa 0x005649fa 4   5            ascii   L$\ff
6226 0x000aa098 0x00564a98 4   5            ascii   L$\ff
6227 0x000aa275 0x00564c75 4   5            ascii   L$\ff
6228 0x000aa2b7 0x00564cb7 4   5            ascii   L$\ff
6229 0x000aa2da 0x00564cda 4   5            ascii   L$\ff
6230 0x000aa2f6 0x00564cf6 4   5            ascii   L$\ff
6231 0x000aa371 0x00564d71 4   5            ascii   T$\ff
6232 0x000aaae1 0x005654e1 5   7            utf8    @t\bƅp blocks=Basic Latin,Latin Extended-B
6233 0x000aab0e 0x0056550e 5   7            utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
6234 0x000aab4d 0x0056554d 5   7            utf8    @t\tƅp blocks=Basic Latin,Latin Extended-B
6235 0x000aabe8 0x005655e8 4   7            utf8    PQR苀 blocks=Basic Latin,CJK Unified Ideographs
6236 0x000aac97 0x00565697 5   7            utf8    ËD$\b% blocks=Latin-1 Supplement,Basic Latin
6237 0x000aaca8 0x005656a8 4   6            utf8    ËD$\b blocks=Latin-1 Supplement,Basic Latin
6238 0x000aace1 0x005656e1 4   6            utf8    ,$ZÃ blocks=Basic Latin,Latin-1 Supplement
6239 0x000aada4 0x005657a4 4   5            ascii   E\bQQ
6240 0x000aadb7 0x005657b7 4   5            ascii   E\bQQ
6241 0x000aae9c 0x0056589c 5   6            ascii   9M\fu.
6242 0x000aaece 0x005658ce 6   7            ascii   \9E\fuY
6243 0x000aaf98 0x00565998 4   6            utf8    øtpO blocks=Latin-1 Supplement,Basic Latin
6244 0x000aaf9e 0x0056599e 4   6            utf8    øxpO blocks=Latin-1 Supplement,Basic Latin
6245 0x000aafa4 0x005659a4 4   6            utf8    øppO blocks=Latin-1 Supplement,Basic Latin
6246 0x000aafaa 0x005659aa 4   6            utf8    á|pO blocks=Latin-1 Supplement,Basic Latin
6247 0x000aafcf 0x005659cf 6   8            utf8    X]átpO blocks=Basic Latin,Latin-1 Supplement
6248 0x000aaffc 0x005659fc 6   8            utf8    X]áxpO blocks=Basic Latin,Latin-1 Supplement
6249 0x000ab028 0x00565a28 6   8            utf8    X]áppO blocks=Basic Latin,Latin-1 Supplement
6250 0x000ab05f 0x00565a5f 4   5            ascii   u\bW3
6251 0x000ab06e 0x00565a6e 5   6            ascii   u\f;\rt
6252 0x000ab0dd 0x00565add 6   7            ascii   SSPQSS
6253 0x000ab15c 0x00565b5c 4   5            ascii   j\vC_
6254 0x000ab162 0x00565b62 4   5            ascii   k}\fj
6255 0x000ab167 0x00565b67 5   6            ascii   Xj\n_3
6256 0x000ab17d 0x00565b7d 4   5            ascii   RPQj
6257 0x000ab18b 0x00565b8b 4   5            ascii   PPPj
6258 0x000ab190 0x00565b90 4   5            ascii   PPSW
6259 0x000ab1c8 0x00565bc8 4   5            ascii   @_^[
6260 0x000ab1e4 0x00565be4 4   5            ascii   kF\b<
6261 0x000ab1fa 0x00565bfa 5   6            ascii   u\v;5p
6262 0x000ab212 0x00565c12 5   6            ascii   SSSSS
6263 0x000ab231 0x00565c31 4   5            ascii   uySW
6264 0x000ab2cb 0x00565ccb 6   7            ascii   u kE$<
6265 0x000ab317 0x00565d17 4   5            ascii   uDiE
6266 0x000ab35d 0x00565d5d 5   11           utf16le jjjjj
6267 0x000ab44f 0x00565e4f 5   6            ascii   _WVj@
6268 0x000ab48f 0x00565e8f 10  11           ascii   <+t\b<0|\a<9
6269 0x000ab49f 0x00565e9f 7   10           utf8    >:uBFV諦 blocks=Basic Latin,CJK Unified Ideographs
6270 0x000ab537 0x00565f37 5   6            ascii   PPPPP
6271 0x000ab615 0x00566015 4   5            ascii   PSj?
6272 0x000ab62c 0x0056602c 4   5            ascii   t\f9]
6273 0x000ab641 0x00566041 4   5            ascii   PSj?
6274 0x000ab65a 0x0056605a 4   5            ascii   t\r9]
6275 0x000ab692 0x00566092 5   6            ascii   SSSSS
6276 0x000ab77d 0x0056617d 4   5            ascii   j\bh0
6277 0x000ab81e 0x0056621e 6   7            ascii   E\f;E\bv
6278 0x000ab874 0x00566274 5   8            utf8    }؉]܉M blocks=Basic Latin,Arabic,Syriac
