[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
363  0x000070da 0x004070da 33  68   .data   utf16le          (((((                  H
364  0x0000982c 0x0040982c 12  52   .data   utf32le \t\a\f\b\f\t\f\n\a\v\b\f
365  0x000098b0 0x004098b0 5   24   .data   utf32le R\rS\rW
366  0x000098c8 0x004098c8 7   32   .data   utf32le Y\vl\rm p
367  0x0000993c 0x0040993c 4   20   .data   utf32le \v§\r· blocks=Basic Latin,Latin-1 Supplement
368  0x0000a04d 0x0040a04d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
369  0x0000a0c5 0x0040a0c5 7   8            ascii   U?XRich
370  0x0000a1d0 0x0040a1d0 5   6            ascii   .text
371  0x0000a1f7 0x0040a1f7 7   8            ascii   `.rdata
372  0x0000a21f 0x0040a21f 6   7            ascii   @.data
373  0x0000a248 0x0040a248 5   6            ascii   .rsrc
374  0x0000a26f 0x0040a26f 7   8            ascii   @.reloc
375  0x0000a458 0x0040a458 5   6            ascii   u\a_^[
376  0x0000a4b5 0x0040a4b5 4   6            utf8    ]ËE\f blocks=Basic Latin,Latin-1 Supplement
377  0x0000a60a 0x0040a60a 4   5            ascii   VjnP
378  0x0000a640 0x0040a640 4   5            ascii   Sj\f3
379  0x0000a64b 0x0040a64b 5   8            utf8    Mĉu؉} blocks=Basic Latin,Latin Extended-A,Arabic
380  0x0000a7ad 0x0040a7ad 5   6            ascii   E\bQRP
381  0x0000a7cd 0x0040a7cd 5   6            ascii   E\bQRP
382  0x0000a87d 0x0040a87d 5   6            ascii   E\bQRP
383  0x0000a89d 0x0040a89d 5   6            ascii   E\bQRP
384  0x0000a914 0x0040a914 5   7            utf8    E\b3҃y blocks=Basic Latin,Cyrillic
385  0x0000a97a 0x0040a97a 4   5            ascii   M\bW;
386  0x0000a97f 0x0040a97f 4   5            ascii   s\nht
387  0x0000a9ce 0x0040a9ce 4   6            utf8    \f+ǃ~ blocks=Basic Latin,Latin Extended-B
388  0x0000aa74 0x0040aa74 4   5            ascii   E\bVP
389  0x0000aaaf 0x0040aaaf 4   5            ascii   ?PSV
390  0x0000aad3 0x0040aad3 5   6            ascii   \f~_^]
391  0x0000abac 0x0040abac 4   5            ascii   E\bSV
392  0x0000ad10 0x0040ad10 4   5            ascii   v\nhd
393  0x0000ad43 0x0040ad43 4   5            ascii   \bsNW
394  0x0000ad5c 0x0040ad5c 5   6            ascii   \f?QSV
395  0x0000add3 0x0040add3 4   5            ascii   s\nht
396  0x0000ae13 0x0040ae13 4   5            ascii   v\nhd
397  0x0000ae82 0x0040ae82 4   5            ascii   \fQQP
398  0x0000aec4 0x0040aec4 4   5            ascii   E\bVW
399  0x0000af1c 0x0040af1c 4   5            ascii   v\nhd
400  0x0000af72 0x0040af72 4   6            utf8    ƋU\bS blocks=Latin Extended-B,Basic Latin
401  0x0000af79 0x0040af79 4   5            ascii   ?SRP
402  0x0000b079 0x0040b079 5   6            ascii   N\bWPS
403  0x0000b086 0x0040b086 4   5            ascii   FLPS
404  0x0000b093 0x0040b093 4   5            ascii   FPPS
405  0x0000b0a0 0x0040b0a0 4   5            ascii   FTPS
406  0x0000b0b0 0x0040b0b0 4   5            ascii   FXPR
407  0x0000b14f 0x0040b14f 4   5            ascii   M\bQR
408  0x0000b16e 0x0040b16e 8   9            ascii   U\bRQj\aWP
409  0x0000b4f0 0x0040b4f0 6   10           utf8    EȋŰMЉ blocks=Basic Latin,Latin Extended-B,Combining Diacritical Marks,Cyrillic
410  0x0000b60e 0x0040b60e 6   10           utf8    UЋMȋẺ blocks=Basic Latin,Cyrillic,Latin Extended-B,Combining Diacritical Marks
411  0x0000b811 0x0040b811 7   8            ascii   SSVWSSR
412  0x0000b8aa 0x0040b8aa 4   5            ascii   M\fPQ
413  0x0000b8ca 0x0040b8ca 4   5            ascii   M\fPQ
414  0x0000b8ea 0x0040b8ea 4   5            ascii   M\fPQ
415  0x0000b90a 0x0040b90a 4   5            ascii   M\fPQ
416  0x0000b92a 0x0040b92a 4   5            ascii   M\fPQ
417  0x0000b94a 0x0040b94a 4   5            ascii   M\fPQ
418  0x0000b96a 0x0040b96a 4   5            ascii   M\fPQ
419  0x0000b98a 0x0040b98a 4   5            ascii   M\fPQ
420  0x0000b9aa 0x0040b9aa 4   5            ascii   M\fPQ
421  0x0000b9ca 0x0040b9ca 4   5            ascii   M\fPQ
422  0x0000b9ea 0x0040b9ea 4   5            ascii   M\fPQ
423  0x0000ba2a 0x0040ba2a 6   8            utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
424  0x0000ba6a 0x0040ba6a 6   8            utf8    ^]ËE\b] blocks=Basic Latin,Latin-1 Supplement
425  0x0000baf2 0x0040baf2 4   5            ascii   s\nht
426  0x0000bb13 0x0040bb13 4   5            ascii   w\nhd
427  0x0000bb31 0x0040bb31 4   5            ascii   v\nhd
428  0x0000bb42 0x0040bb42 4   5            ascii   s"PW
429  0x0000bc04 0x0040bc04 4   5            ascii   w\nhd
430  0x0000bc22 0x0040bc22 4   5            ascii   v\nhd
431  0x0000bc33 0x0040bc33 4   5            ascii   s7PW
432  0x0000bcb4 0x0040bcb4 4   5            ascii   U\bVW
433  0x0000bcef 0x0040bcef 5   7            utf8    ƋM\fQ+ blocks=Latin Extended-B,Basic Latin
434  0x0000bd15 0x0040bd15 4   5            ascii   w\nhd
435  0x0000bd32 0x0040bd32 4   5            ascii   v\nhd
436  0x0000bd8a 0x0040bd8a 5   7            utf8    ƍ\f\eQR blocks=Latin Extended-B,Basic Latin
437  0x0000bdbf 0x0040bdbf 4   5            ascii   \fx[_
438  0x0000bdd4 0x0040bdd4 4   5            ascii   E\bPj
439  0x0000be7e 0x0040be7e 4   5            ascii   Open
440  0x0000be85 0x0040be85 5   6            ascii   Procf
441  0x0000bfa4 0x0040bfa4 4   5            ascii    \br\f
442  0x0000bfe7 0x0040bfe7 4   5            ascii   ;F\bt
443  0x0000bffd 0x0040bffd 4   5            ascii   ;~\bu
444  0x0000c0ec 0x0040c0ec 4   5            ascii   ;F\bt
445  0x0000c0fe 0x0040c0fe 4   5            ascii   ;~\bu
446  0x0000c179 0x0040c179 4   5            ascii   WRSP
447  0x0000c19e 0x0040c19e 4   5            ascii   M\fQj
448  0x0000c278 0x0040c278 4   5            ascii   U\fR+
449  0x0000c372 0x0040c372 4   5            ascii   RSPW
450  0x0000c693 0x0040c693 4   5            ascii   ^s\nh
451  0x0000c955 0x0040c955 5   6            ascii   \fVWj\f
452  0x0000ca64 0x0040ca64 4   5            ascii   E\bVW
453  0x0000d111 0x0040d111 4   5            ascii   E\b^_
454  0x0000d11d 0x0040d11d 4   5            ascii   E\b^_
455  0x0000d12f 0x0040d12f 4   5            ascii   E\b^_
456  0x0000d149 0x0040d149 4   5            ascii   E\b^_
457  0x0000d2ad 0x0040d2ad 4   5            ascii   E\b^_
458  0x0000d2bb 0x0040d2bb 4   5            ascii   E\b^_
459  0x0000d2d1 0x0040d2d1 4   5            ascii   E\b^_
460  0x0000d2eb 0x0040d2eb 4   5            ascii   E\b^_
461  0x0000d491 0x0040d491 4   5            ascii   E\b^_
462  0x0000d49d 0x0040d49d 4   5            ascii   E\b^_
463  0x0000d4af 0x0040d4af 4   5            ascii   E\b^_
464  0x0000d4c9 0x0040d4c9 4   5            ascii   E\b^_
465  0x0000d62d 0x0040d62d 4   5            ascii   E\b^_
466  0x0000d63b 0x0040d63b 4   5            ascii   E\b^_
467  0x0000d651 0x0040d651 4   5            ascii   E\b^_
468  0x0000d66b 0x0040d66b 4   5            ascii   E\b^_
469  0x0000d6d6 0x0040d6d6 4   5            ascii   u\bVP
470  0x0000d9bc 0x0040d9bc 4   6            utf8    YY3Ʌ blocks=Basic Latin,Latin Extended-B
471  0x0000da8e 0x0040da8e 7   8            ascii   E\bVWj\bY
472  0x0000db1d 0x0040db1d 6   7            ascii   QQSVWd
473  0x0000db71 0x0040db71 4   5            ascii   \bSVW
474  0x0000dba7 0x0040dba7 4   5            ascii   \bSVW
475  0x0000dbdd 0x0040dbdd 4   5            ascii   \bSVW
476  0x0000dc5c 0x0040dc5c 4   6            utf8     ^]Ë blocks=Basic Latin,Latin-1 Supplement
477  0x0000dd43 0x0040dd43 5   6            ascii   H\b3M\f
478  0x0000dda7 0x0040dda7 5   11           utf16le jjjjj
479  0x0000dddb 0x0040dddb 4   5            ascii   QSVW
480  0x0000de0a 0x0040de0a 4   5            ascii   ;H\b~
481  0x0000de2e 0x0040de2e 4   5            ascii   ;_\fw
482  0x0000de88 0x0040de88 6   7            ascii   \b;M\bt\n
483  0x0000df02 0x0040df02 4   6            utf8    3KM\b
484  0x0000df4f 0x0040df4f 4   6            utf8    ̋T$\f blocks=Combining Diacritical Marks,Basic Latin
485  0x0000df5a 0x0040df5a 7   9            utf8    ti3\nD$\b
486  0x0000df89 0x0040df89 5   7            utf8    t\f+ш\a blocks=Basic Latin,Cyrillic
487  0x0000dfc0 0x0040dfc0 7   9            utf8    D$\b_ËD$ blocks=Basic Latin,Latin-1 Supplement
488  0x0000e0a7 0x0040e0a7 4   6            utf8    X^Ã& blocks=Basic Latin,Latin-1 Supplement
489  0x0000e0b1 0x0040e0b1 5   7            utf8    j\fhȼA blocks=Basic Latin,Latin Extended-B
490  0x0000e100 0x0040e100 4   6            utf8    YH]Ë blocks=Basic Latin,Latin-1 Supplement
491  0x0000e135 0x0040e135 5   7            utf8    _^]ËE blocks=Basic Latin,Latin-1 Supplement
492  0x0000e197 0x0040e197 6   8            utf8    YY]øMZ blocks=Basic Latin,Latin-1 Supplement
493  0x0000e200 0x0040e200 5   6            ascii   u\vVVj
494  0x0000e287 0x0040e287 4   5            ascii   y\bj\e
495  0x0000e2ad 0x0040e2ad 4   5            ascii   y\bj\b
496  0x0000e2be 0x0040e2be 4   5            ascii   y\bj\t
497  0x0000e2ec 0x0040e2ec 7   8            ascii   j\nYQPVh
498  0x0000e322 0x0040e322 4   6            utf8    YYËe blocks=Basic Latin,Latin-1 Supplement
499  0x0000e3be 0x0040e3be 4   5            ascii   oV f
500  0x0000e3c3 0x0040e3c3 4   5            ascii   o^0f
501  0x0000e3db 0x0040e3db 4   5            ascii   of@f
502  0x0000e3e0 0x0040e3e0 4   5            ascii   onPf
503  0x0000e3e5 0x0040e3e5 4   5            ascii   ov`f
504  0x0000e3ea 0x0040e3ea 4   5            ascii   o~pf
505  0x0000e457 0x0040e457 5   6            ascii   \aFGIu
506  0x0000e45d 0x0040e45d 5   7            utf8    X^_]ú blocks=Basic Latin,Latin-1 Supplement
507  0x0000e479 0x0040e479 4   5            ascii   FGIu
508  0x0000e4ac 0x0040e4ac 4   5            ascii   U\bVW
509  0x0000e501 0x0040e501 4   6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
510  0x0000e550 0x0040e550 4   5            ascii   woVW
511  0x0000e593 0x0040e593 6   7            ascii   u&j\f^9
512  0x0000e68c 0x0040e68c 4   5            ascii   j\fh\b
513  0x0000e6bf 0x0040e6bf 4   5            ascii   9\bu,
514  0x0000e6fc 0x0040e6fc 4   5            ascii   j\fh(
515  0x0000e71b 0x0040e71b 4   5            ascii   hYO@
516  0x0000e720 0x0040e720 4   5            ascii   hDQ@
517  0x0000e727 0x0040e727 4   5            ascii   G\tPS
518  0x0000e751 0x0040e751 5   6            ascii   <0 u\b
519  0x0000e76c 0x0040e76c 4   5            ascii   uVj\b
520  0x0000e7b3 0x0040e7b3 5   6            ascii   QQQQQ
521  0x0000e7e1 0x0040e7e1 4   6            utf8    Ë}\bj blocks=Latin-1 Supplement,Basic Latin
522  0x0000e7ee 0x0040e7ee 4   5            ascii   j\fhH
523  0x0000e821 0x0040e821 4   5            ascii   9\bu,
524  0x0000e874 0x0040e874 4   5            ascii   hYO@
525  0x0000e879 0x0040e879 4   5            ascii   hDQ@
526  0x0000e89d 0x0040e89d 6   8            utf8    3ۋu\b9^ blocks=Basic Latin,Arabic
527  0x0000e95f 0x0040e95f 5   6            ascii   QQQQQ
528  0x0000e990 0x0040e990 4   6            utf8    Ëu\bj blocks=Latin-1 Supplement,Basic Latin
529  0x0000e9ee 0x0040e9ee 4   6            utf8    YËT$ blocks=Basic Latin,Latin-1 Supplement
530  0x0000ea08 0x0040ea08 4   5            ascii   t&:a
531  0x0000eba6 0x0040eba6 5   7            utf8    @_^]Ë blocks=Basic Latin,Latin-1 Supplement
532  0x0000ebb7 0x0040ebb7 4   5            ascii   =RCC
533  0x0000ebbe 0x0040ebbe 4   5            ascii   =MOC
534  0x0000ebc5 0x0040ebc5 4   5            ascii   =csm
535  0x0000ecd9 0x0040ecd9 4   5            ascii   8csm
536  0x0000ed1b 0x0040ed1b 5   7            utf8    j\bhнA blocks=Basic Latin,Cyrillic
537  0x0000ed2f 0x0040ed2f 4   5            ascii   9csm
538  0x0000edb0 0x0040edb0 4   5            ascii   E\bVW
539  0x0000edc2 0x0040edc2 4   5            ascii   >csm
540  0x0000edde 0x0040edde 4   5            ascii   t\a="
541  0x0000ee4b 0x0040ee4b 4   5            ascii   _^}\f
542  0x0000ee6f 0x0040ee6f 4   5            ascii   8csm
543  0x0000eeec 0x0040eeec 4   5            ascii   98uu
544  0x0000ef70 0x0040ef70 4   5            ascii   98uZ
545  0x0000f058 0x0040f058 4   5            ascii   j\bh0
546  0x0000f08a 0x0040f08a 4   5            ascii   j\bhP
547  0x0000f0e6 0x0040f0e6 4   5            ascii   ~SSV
548  0x0000f1da 0x0040f1da 4   5            ascii   >csm
549  0x0000f1f6 0x0040f1f6 4   5            ascii   t\f="
550  0x0000f241 0x0040f241 5   7            utf8    j,hȾA blocks=Basic Latin,Latin Extended-B
551  0x0000f30b 0x0040f30b 4   5            ascii   ;F\fs
552  0x0000f319 0x0040f319 4   5            ascii   ~A;L
553  0x0000f327 0x0040f327 4   5            ascii   \bQVj
554  0x0000f393 0x0040f393 4   5            ascii   >csm
555  0x0000f3af 0x0040f3af 4   5            ascii   t\a="
556  0x0000f4d4 0x0040f4d4 4   5            ascii   taSV
557  0x0000f4f5 0x0040f4f5 4   5            ascii   YYPV
558  0x0000f50c 0x0040f50c 5   8            utf8    t)SV艂 blocks=Basic Latin,CJK Unified Ideographs
559  0x0000f59d 0x0040f59d 4   5            ascii   Hu4j
560  0x0000f616 0x0040f616 4   5            ascii   =MOC
561  0x0000f621 0x0040f621 4   5            ascii   =RCC
562  0x0000f636 0x0040f636 4   5            ascii   >csm
563  0x0000f65a 0x0040f65a 4   5            ascii   t\v="
564  0x0000f6eb 0x0040f6eb 5   6            ascii   H=csm
565  0x0000f708 0x0040f708 4   5            ascii   t\a="
566  0x0000f736 0x0040f736 4   5            ascii   @_^[
567  0x0000f79f 0x0040f79f 4   5            ascii   t\aVP
568  0x0000f7e1 0x0040f7e1 4   5            ascii   9\at3
569  0x0000f7e7 0x0040f7e7 4   5            ascii   =MOC
570  0x0000f7ec 0x0040f7ec 6   7            ascii   t*=RCC
571  0x0000f850 0x0040f850 6   7            ascii   ;7|G;p
572  0x0000f915 0x0040f915 4   5            ascii   t\v="
573  0x0000f96d 0x0040f96d 4   5            ascii   9>u&
574  0x0000f983 0x0040f983 4   5            ascii   t\a="
575  0x0000fa50 0x0040fa50 4   5            ascii   t\v="
576  0x0000fccd 0x0040fccd 6   7            ascii   tR99u2
577  0x0000fcd7 0x0040fcd7 4   5            ascii   r,9Y
578  0x0000fd23 0x0040fd23 5   6            ascii   @_^[]
579  0x0000fdf8 0x0040fdf8 4   5            ascii   j\bhh
580  0x0000fe98 0x0040fe98 4   5            ascii   u\bj\r
581  0x0000ffb9 0x0040ffb9 4   5            ascii   F\=p
582  0x0001001e 0x0041001e 4   5            ascii   Y;=h
583  0x00010057 0x00410057 4   5            ascii   u\bj\r
584  0x00010060 0x00410060 6   8            utf8    YËu\bj\f blocks=Basic Latin,Latin-1 Supplement
585  0x000100a4 0x004100a4 5   7            utf8    ЉE\b^j blocks=Cyrillic,Basic Latin
586  0x000101fc 0x004101fc 4   5            ascii   h?k@
587  0x000102af 0x004102af 5   7            utf8    j\bhؿA blocks=Basic Latin,Arabic
588  0x000102e7 0x004102e7 4   5            ascii   hcn@
589  0x00010482 0x00410482 4   6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
590  0x000104ce 0x004104ce 4   6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
591  0x000104ec 0x004104ec 8   9            ascii   u,9E\ft'9
592  0x0001051c 0x0041051c 4   6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
593  0x0001053e 0x0041053e 4   5            ascii   u,9E
594  0x0001056e 0x0041056e 4   6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
595  0x00010642 0x00410642 4   5            ascii   ;u\br
596  0x00010666 0x00410666 4   5            ascii   ;u\fr
597  0x0001070d 0x0041070d 5   6            ascii   uTVWh
598  0x00010742 0x00410742 5   6            ascii   _^t\eh
599  0x000107c5 0x004107c5 5   9            utf8    }ԉ]܉} blocks=Basic Latin,Cyrillic Supplement,Syriac
600  0x00010810 0x00410810 6   10           utf8    ]܉]ЉE؋ blocks=Basic Latin,Syriac,Cyrillic,Arabic
601  0x00010894 0x00410894 4   5            ascii   t\bj\b
602  0x0001095f 0x0041095f 5   6            ascii   Y__^[
603  0x000109ae 0x004109ae 5   6            ascii   s\b35H
604  0x00010a83 0x00410a83 4   5            ascii   9csm
605  0x00010abf 0x00410abf 6   7            ascii   E\f9X\ft
606  0x00010b5b 0x00410b5b 4   7            utf8    t\aS詄 blocks=Basic Latin,CJK Unified Ideographs
607  0x00010c50 0x00410c50 4   7            utf8    t\aS贃 blocks=Basic Latin,CJK Unified Ideographs
608  0x00010d09 0x00410d09 5   6            ascii   PPPPP
609  0x00010d19 0x00410d19 6   7            ascii   VPPPPP
610  0x00010d71 0x00410d71 5   7            utf8    j\rX]Ë blocks=Basic Latin,Latin-1 Supplement
611  0x00010dd7 0x00410dd7 4   6            utf8    0^]Ë blocks=Basic Latin,Latin-1 Supplement
612  0x00010de9 0x00410de9 4   5            ascii   j\fX]
613  0x00010e2f 0x00410e2f 4   5            ascii   j\fX]
614  0x00010e72 0x00410e72 4   5            ascii   8csm
615  0x00010ea9 0x00410ea9 4   5            ascii   hgz@
616  0x00010ebc 0x00410ebc 6   8            utf8    3\vM\b;\f
617  0x00010ef5 0x00410ef5 4   5            ascii   u\bWV
618  0x00010f9d 0x00410f9d 5   6            ascii   PPPPP
619  0x00010fb1 0x00410fb1 4   5            ascii   <v*V
620  0x0001101e 0x0041101e 6   7            ascii   ^SSSSS
621  0x0001103a 0x0041103a 6   8            utf8    tA3\n\fG
622  0x0001104b 0x0041104b 5   6            ascii   Gt\b@=
623  0x00011216 0x00411216 4   5            ascii   vdj\b
624  0x00011231 0x00411231 4   6            utf8    _^]Ë blocks=Basic Latin,Latin-1 Supplement
625  0x0001123f 0x0041123f 5   6            ascii   9E\bu\r
626  0x0001126a 0x0041126a 4   5            ascii    w\tf
627  0x00011278 0x00411278 5   7            utf8    "u\t3Ʌ blocks=Basic Latin,Latin Extended-B
628  0x00011310 0x00411310 5   6            ascii   tAVWP
629  0x0001134e 0x0041134e 4   5            ascii   Y[_^
630  0x0001136c 0x0041136c 5   6            ascii   PPPPP
631  0x0001139d 0x0041139d 5   6            ascii   9U\bt\t
632  0x000113b2 0x004113b2 4   6            utf8    }\f3Ʌ blocks=Basic Latin,Latin Extended-B
633  0x00011428 0x00411428 5   6            ascii   9U\bt\t
634  0x0001144b 0x0041144b 4   5            ascii   8"u8
635  0x0001147a 0x0041147a 6   7            ascii   t\tj\Yf
636  0x00011491 0x00411491 4   5            ascii   t$9U
637  0x000114e1 0x004114e1 6   7            ascii   QQSVWh
638  0x000115a7 0x004115a7 4   5            ascii   f9\bu
639  0x000115af 0x004115af 4   5            ascii   f9\bu
640  0x000115b4 0x004115b4 4   6            utf8    S+ƍX blocks=Basic Latin,Latin Extended-B
641  0x000115d5 0x004115d5 4   7            utf8    SVW賹 blocks=Basic Latin,CJK Unified Ideographs
642  0x000115f5 0x004115f5 6   7            ascii   j@j ^V
643  0x0001165b 0x0041165b 5   6            ascii   SWf9M
644  0x00011697 0x00411697 4   5            ascii   j@j 
645  0x000116d4 0x004116d4 4   5            ascii   @ \n\n
646  0x0001171e 0x0041171e 4   5            ascii   \bu\vP
647  0x000119d3 0x004119d3 5   7            utf8    @_^Ã$ blocks=Basic Latin,Latin-1 Supplement
648  0x00011b5b 0x00411b5b 5   8            utf8    ^]ËC  blocks=Basic Latin,Latin-1 Supplement
649  0x00011c1e 0x00411c1e 5   6            ascii   9_u\tA
650  0x00011c2d 0x00411c2d 6   7            ascii   <A|\b<Z
651  0x00011cb0 0x00411cb0 4   5            ascii   QufA
652  0x00011d77 0x00411d77 7   8            ascii   HHt*HHt
653  0x00011eda 0x00411eda 5   6            ascii   t=HHt
654  0x000120c9 0x004120c9 4   6            utf8    _^[ç blocks=Basic Latin,Latin-1 Supplement
655  0x00012246 0x00412246 6   8            utf8    F\b+߉F\f blocks=Basic Latin,NKo
656  0x00012265 0x00412265 4   5            ascii   [_^]
657  0x000123f0 0x004123f0 6   7            ascii   E\b;E\fs
658  0x0001249f 0x0041249f 4   6            utf8    A\bÃy blocks=Basic Latin,Latin-1 Supplement
659  0x000124bc 0x004124bc 4   5            ascii   u]\t\r
660  0x0001257c 0x0041257c 4   6            utf8    F\f^Ë blocks=Basic Latin,Latin-1 Supplement
661  0x000125b0 0x004125b0 7   8            ascii   P\b;E\fs\f
662  0x000125c1 0x004125c1 4   5            ascii   R\b^]
663  0x000125cc 0x004125cc 4   5            ascii   t\a@A
664  0x000125dd 0x004125dd 4   6            utf8    t\v+Ȋ blocks=Basic Latin,Latin Extended-B
665  0x00012603 0x00412603 4   5            ascii   u\aAB
666  0x00012741 0x00412741 5   7            utf8    7_^]Ë blocks=Basic Latin,Latin-1 Supplement
667  0x00012912 0x00412912 5   6            ascii   >\tt6W
668  0x000129da 0x004129da 4   6            utf8    M\b+Ȋ blocks=Basic Latin,Latin Extended-B
669  0x000129fa 0x004129fa 5   7            utf8    A\bËA\b blocks=Basic Latin,Latin-1 Supplement
670  0x00012a82 0x00412a82 4   6            utf8    E\b]Ë blocks=Basic Latin,Latin-1 Supplement
671  0x00012a94 0x00412a94 5   7            utf8    E\bY]Ë blocks=Basic Latin,Latin-1 Supplement
672  0x00012b0a 0x00412b0a 4   5            ascii   tAHS
673  0x00012b57 0x00412b57 4   5            ascii   _^[]
674  0x00012b74 0x00412b74 6   7            ascii   8E\bt\vj
675  0x00012bb6 0x00412bb6 4   5            ascii   v\tQP
676  0x00012bfb 0x00412bfb 28  29           ascii   :E\ftK<_t<<$t8<<t4<>t0<-t,<a|
677  0x00012c18 0x00412c18 7   8            ascii   <z~$<A|
678  0x00012c61 0x00412c61 4   5            ascii   :M\ft
679  0x00012cd0 0x00412cd0 5   7            utf8    U\fuލE blocks=Basic Latin,Thaana
